QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
1173005,0,How would you rate your overall job satisfaction?,Did you get support from your teammates?,0.2666666666666666,0.08939393939393937,0.015803489439853064
1173005,1,What do you like most about your job?,What could we do better?,0.3076923076923077,0.22029428904428902,0.006783407807227738
1173005,2,What do you like least about your job?,What could we do better?,0.3076923076923077,0.22029428904428902,0.006783407807227738
1173005,3,What changes would you like to see in your role or department?,Did you get support from your teammates?,0.2105263157894737,0.14550488211478924,0.002381372088671927
500000005,0,How would you rate the overall quality of the course?,How do you rate this course?,0.5,0.1972549019607843,0.04944944252210688
500000005,1,What did you find most valuable about the course?,What's important for you,0.2857142857142857,0.18904761904761902,0.01423922902494331
500000005,2,What could be improved about the course?,What's your preferred device?,0.1666666666666666,0.12600732600732595,0.005060781709133354
500000005,3,How likely are you to recommend this course to a colleague?,How do you rate this course?,0.4705882352941177,0.16356209150326798,0.038174553590499385
500100024,0,How important is internal mobility to you?,How long have you been with the company?,0.2666666666666666,0.17683239719852986,0.0029132407324760972
500100024,1,What motivates you to consider internal mobility opportunities?,Do you feel that the company supports and encourages internal mobility and career development?,0.2727272727272727,0.1786067193675889,0.0028808612634334415
500100024,2,What would make you more likely to consider internal mobility opportunities?,Do you feel that the company supports and encourages internal mobility and career development?,0.2399999999999999,0.1553802690797351,0.002406020570284829
500100025,0,How important is internal mobility to you?,How can the company better support employees in exploring and pursuing internal mobility opportunities?,0.2857142857142857,0.18934357309357308,0.005091306772727138
500100025,1,What motivates you to consider internal mobility opportunities?,Which improvements or changes would you suggest to enhance internal mobility opportunities within the company?,0.4347826086956521,0.277027536082843,0.012236061753090981
500100025,2,What would make you more likely to consider internal mobility opportunities?,Which improvements or changes would you suggest to enhance internal mobility opportunities within the company?,0.4615384615384615,0.2531011602835559,0.0137986556491587
500100026,0,How important is internal mobility to you?,How can the company better communicate and promote internal job opportunities to employees?,0.3,0.19598731677679043,0.004705065223773278
500100026,1,What motivates you to consider internal mobility opportunities?,What improvements would you suggest to enhance internal mobility opportunities within the company?,0.5714285714285714,0.26851040110933766,0.019906126955719028
500100026,2,What would make you more likely to consider internal mobility opportunities?,What improvements would you suggest to enhance internal mobility opportunities within the company?,0.5833333333333334,0.2419815031142262,0.020809578536073084
500100028,0,How would you rate the overall effectiveness of the kick-off meeting?,"How would you rate the overall effectiveness of the kick-off meeting? (1 being very ineffective, 5 being highly effective)",0.7499999999999999,0.39170401027543883,0.05017216895183214
500100028,1,What did you find most valuable about the kick-off meeting?,How well did the kick-off meeting address the goals and objectives of the project/initiative?,0.3703703703703703,0.26367534299137496,0.011545529823997041
500100028,2,What did you find least valuable about the kick-off meeting?,How well did the kick-off meeting address the goals and objectives of the project/initiative?,0.3703703703703703,0.26367534299137496,0.011545529823997041
500100028,3,Do you have any suggestions for improving the kick-off meeting?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.3703703703703703,0.26813092639432684,0.006090818302048634
500100048,0,How would you rate the overall effectiveness of our current training programs?,How can the company improve the delivery or format of existing training and development programs?,0.3703703703703704,0.25001243666681505,0.006933877919167988
500100048,1,Which of the following training topics would you like to see added to our current offerings?,What types of training and development programs would you like to see offered in the future?,0.5,0.16171194447328555,0.02049403031501772
500100048,2,How often would you like to receive training and development opportunities?,How relevant do you find the topics covered in the training and development programs to your role and career growth?,0.3225806451612903,0.2448155170459924,0.011019122959279991
500100048,3,What is the most important factor to you when evaluating the effectiveness of a training program?,How can the company improve the delivery or format of existing training and development programs?,0.3225806451612903,0.22818825590776304,0.0029224272751846485
500100049,0,How would you rate the overall effectiveness of our current training programs?,What improvements or changes would you suggest to enhance the effectiveness of training and development programs within the company?,0.4516129032258065,0.27672402989421896,0.009756987600655641
500100049,1,Which of the following training topics would you like to see added to our current offerings?,How can the company better tailor training programs to meet the individual needs and career aspirations of employees?,0.1764705882352941,0.13169836699248463,0.0026437303257092456
500100049,2,How often would you like to receive training and development opportunities?,What improvements or changes would you suggest to enhance the effectiveness of training and development programs within the company?,0.3999999999999999,0.2933716475095785,0.0054933546519413705
500100049,3,What is the most important factor to you when evaluating the effectiveness of a training program?,What improvements or changes would you suggest to enhance the effectiveness of training and development programs within the company?,0.3999999999999999,0.2332549803138038,0.007577479000851472
500100050,0,How would you rate the overall effectiveness of our current training programs?,How long have you been with the company?,0.3,0.23176892073443794,0.003627701928673255
500100050,1,Which of the following training topics would you like to see added to our current offerings?,Are there any specific areas where you would like to see additional training or development opportunities?,0.25,0.16944645179939294,0.004616910825783667
500100050,2,How often would you like to receive training and development opportunities?,Are there any specific areas where you would like to see additional training or development opportunities?,0.4444444444444444,0.265230605248754,0.01033509362414892
500100050,3,What is the most important factor to you when evaluating the effectiveness of a training program?,Have you been able to apply the knowledge or skills gained from training programs to your job effectively?,0.2352941176470588,0.18499903646962468,0.0018625463745412648
