ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Strongly Disagree,Executive/Senior Management,0
0,0.0,Strongly Disagree,Manager,0
0,0.0,Strongly Disagree,Staff/Employee,0
0,0.0,Strongly Disagree,Intern,0
0,0.0,Strongly Disagree,Other (please specify): __________________,0
1,0.0,Somewhat Disagree,Executive/Senior Management,0
1,0.0,Somewhat Disagree,Manager,0
1,0.0,Somewhat Disagree,Staff/Employee,0
1,0.0,Somewhat Disagree,Intern,0
1,0.0,Somewhat Disagree,Other (please specify): __________________,0
2,0.0,Neither Agree nor Disagree,Executive/Senior Management,0
2,0.0,Neither Agree nor Disagree,Manager,0
2,0.0,Neither Agree nor Disagree,Staff/Employee,0
2,0.0,Neither Agree nor Disagree,Intern,0
2,0.0,Neither Agree nor Disagree,Other (please specify): __________________,0
3,0.0,Somewhat Agree,Executive/Senior Management,0
3,0.0,Somewhat Agree,Manager,0
3,0.0,Somewhat Agree,Staff/Employee,0
3,0.0,Somewhat Agree,Intern,0
3,0.0,Somewhat Agree,Other (please specify): __________________,0
4,0.0,Strongly Agree,Executive/Senior Management,0
4,0.0,Strongly Agree,Manager,0
4,0.0,Strongly Agree,Staff/Employee,0
4,0.0,Strongly Agree,Intern,0
4,0.0,Strongly Agree,Other (please specify): __________________,0
0,1.0,I always do this,Less than 1 year,0
0,1.0,I always do this,1-3 years,0
0,1.0,I always do this,3-5 years,0
0,1.0,I always do this,5-10 years,0
0,1.0,I always do this,More than 10 years,0
1,1.0,I often do this,Less than 1 year,0
1,1.0,I often do this,1-3 years,0
1,1.0,I often do this,3-5 years,0
1,1.0,I often do this,5-10 years,0
1,1.0,I often do this,More than 10 years,0
2,1.0,I sometimes do this,Less than 1 year,0
2,1.0,I sometimes do this,1-3 years,0
2,1.0,I sometimes do this,3-5 years,0
2,1.0,I sometimes do this,5-10 years,0
2,1.0,I sometimes do this,More than 10 years,0
3,1.0,I rarely do this,Less than 1 year,0
3,1.0,I rarely do this,1-3 years,0
3,1.0,I rarely do this,3-5 years,0
3,1.0,I rarely do this,5-10 years,0
3,1.0,I rarely do this,More than 10 years,0
4,1.0,I never do this,Less than 1 year,0
4,1.0,I never do this,1-3 years,0
4,1.0,I never do this,3-5 years,0
4,1.0,I never do this,5-10 years,0
4,1.0,I never do this,More than 10 years,0
0,2.0,1 - Not at all,1,0.08970612889970507
0,2.0,1 - Not at all,2,0.0
0,2.0,1 - Not at all,3,0.0
0,2.0,1 - Not at all,4,0.0
0,2.0,1 - Not at all,5,0.0
0,2.0,1 - Not at all,6,0.0
0,2.0,1 - Not at all,7,0.0
0,2.0,1 - Not at all,8,0.0
0,2.0,1 - Not at all,9,0.0
0,2.0,1 - Not at all,10,0.0
1,2.0,2 - Not very,1,0
1,2.0,2 - Not very,2,0.10748233812739852
1,2.0,2 - Not very,3,0
1,2.0,2 - Not very,4,0
1,2.0,2 - Not very,5,0
1,2.0,2 - Not very,6,0
1,2.0,2 - Not very,7,0
1,2.0,2 - Not very,8,0
1,2.0,2 - Not very,9,0
1,2.0,2 - Not very,10,0
2,2.0,3 - Neutral,1,0
2,2.0,3 - Neutral,2,0
2,2.0,3 - Neutral,3,0.13531520539516304
2,2.0,3 - Neutral,4,0
2,2.0,3 - Neutral,5,0
2,2.0,3 - Neutral,6,0
2,2.0,3 - Neutral,7,0
2,2.0,3 - Neutral,8,0
2,2.0,3 - Neutral,9,0
2,2.0,3 - Neutral,10,0
3,2.0,4 - Somewhat,1,0
3,2.0,4 - Somewhat,2,0
3,2.0,4 - Somewhat,3,0
3,2.0,4 - Somewhat,4,0.13531520539516304
3,2.0,4 - Somewhat,5,0
3,2.0,4 - Somewhat,6,0
3,2.0,4 - Somewhat,7,0
3,2.0,4 - Somewhat,8,0
3,2.0,4 - Somewhat,9,0
3,2.0,4 - Somewhat,10,0
4,2.0,5 - Very,1,0
4,2.0,5 - Very,2,0
4,2.0,5 - Very,3,0
4,2.0,5 - Very,4,0
4,2.0,5 - Very,5,0.13531520539516304
4,2.0,5 - Very,6,0
4,2.0,5 - Very,7,0
4,2.0,5 - Very,8,0
4,2.0,5 - Very,9,0
4,2.0,5 - Very,10,0
0,3.0,I feel like I'm able to take breaks and recharge during the workday.,"Yes, always",0
0,3.0,I feel like I'm able to take breaks and recharge during the workday.,"Yes, sometimes",0
0,3.0,I feel like I'm able to take breaks and recharge during the workday.,"No, not often",0
0,3.0,I feel like I'm able to take breaks and recharge during the workday.,"No, never",0
0,4.0,I feel like I'm able to set and achieve personal goals outside of work.,Yes,0
0,4.0,I feel like I'm able to set and achieve personal goals outside of work.,Sometimes,0
0,4.0,I feel like I'm able to set and achieve personal goals outside of work.,No,0
