ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,I am able to balance my work and personal life effectively.,What is your role in the company?,0
0,I am able to balance my work and personal life effectively.,How long have you been with the company?,0
0,I am able to balance my work and personal life effectively.,"On a scale of 1 to 10, how satisfied are you with your current work-life balance? (1 being very dissatisfied, 10 being very satisfied)",0.014320614308241105
0,I am able to balance my work and personal life effectively.,Do you feel encouraged to take breaks and utilize your vacation time?,0.060290994064911
0,I am able to balance my work and personal life effectively.,Do you think that your company is maintaining a healthy work-life balance?,0
0,I am able to balance my work and personal life effectively.,How can the company better support employees in managing their work and personal lives?,0.1778014641699826
0,I am able to balance my work and personal life effectively.,Any additional comments or feedback regarding work-life balance?,0
1,I feel overwhelmed by the demands of my job.,What is your role in the company?,0.05524220127634179
1,I feel overwhelmed by the demands of my job.,How long have you been with the company?,0.05524220127634179
1,I feel overwhelmed by the demands of my job.,"On a scale of 1 to 10, how satisfied are you with your current work-life balance? (1 being very dissatisfied, 10 being very satisfied)",0.010433904068142983
1,I feel overwhelmed by the demands of my job.,Do you feel encouraged to take breaks and utilize your vacation time?,0.039582766879518234
1,I feel overwhelmed by the demands of my job.,Do you think that your company is maintaining a healthy work-life balance?,0.0
1,I feel overwhelmed by the demands of my job.,How can the company better support employees in managing their work and personal lives?,0.03169540195136687
1,I feel overwhelmed by the demands of my job.,Any additional comments or feedback regarding work-life balance?,0.0
2,I have enough time for my personal and family responsibilities.,What is your role in the company?,0
2,I have enough time for my personal and family responsibilities.,How long have you been with the company?,0.050580904312838224
2,I have enough time for my personal and family responsibilities.,"On a scale of 1 to 10, how satisfied are you with your current work-life balance? (1 being very dissatisfied, 10 being very satisfied)",0
2,I have enough time for my personal and family responsibilities.,Do you feel encouraged to take breaks and utilize your vacation time?,0.04141214187941538
2,I have enough time for my personal and family responsibilities.,Do you think that your company is maintaining a healthy work-life balance?,0
2,I have enough time for my personal and family responsibilities.,How can the company better support employees in managing their work and personal lives?,0.04794946818443979
2,I have enough time for my personal and family responsibilities.,Any additional comments or feedback regarding work-life balance?,0
3,I am able to take time off from work when I need to.,What is your role in the company?,0
3,I am able to take time off from work when I need to.,How long have you been with the company?,0
3,I am able to take time off from work when I need to.,"On a scale of 1 to 10, how satisfied are you with your current work-life balance? (1 being very dissatisfied, 10 being very satisfied)",0.01739791288834868
3,I am able to take time off from work when I need to.,Do you feel encouraged to take breaks and utilize your vacation time?,0.11322770341445958
3,I am able to take time off from work when I need to.,Do you think that your company is maintaining a healthy work-life balance?,0
3,I am able to take time off from work when I need to.,How can the company better support employees in managing their work and personal lives?,0.03754653208349827
3,I am able to take time off from work when I need to.,Any additional comments or feedback regarding work-life balance?,0
4,I feel supported by my organization in achieving a better work-life balance.,What is your role in the company?,0.04338784435436014
4,I feel supported by my organization in achieving a better work-life balance.,How long have you been with the company?,0.0
4,I feel supported by my organization in achieving a better work-life balance.,"On a scale of 1 to 10, how satisfied are you with your current work-life balance? (1 being very dissatisfied, 10 being very satisfied)",0.022572964026637724
4,I feel supported by my organization in achieving a better work-life balance.,Do you feel encouraged to take breaks and utilize your vacation time?,0.04338784435436014
4,I feel supported by my organization in achieving a better work-life balance.,Do you think that your company is maintaining a healthy work-life balance?,0.06135967792806904
4,I feel supported by my organization in achieving a better work-life balance.,How can the company better support employees in managing their work and personal lives?,0.051939846011284416
4,I feel supported by my organization in achieving a better work-life balance.,Any additional comments or feedback regarding work-life balance?,0.04338784435436014
5,I am satisfied with the flexibility my organization offers in terms of work arrangements.,What is your role in the company?,0.053852233004558006
5,I am satisfied with the flexibility my organization offers in terms of work arrangements.,How long have you been with the company?,0.10482848367219184
5,I am satisfied with the flexibility my organization offers in terms of work arrangements.,"On a scale of 1 to 10, how satisfied are you with your current work-life balance? (1 being very dissatisfied, 10 being very satisfied)",0.03228784067404763
5,I am satisfied with the flexibility my organization offers in terms of work arrangements.,Do you feel encouraged to take breaks and utilize your vacation time?,0.0
5,I am satisfied with the flexibility my organization offers in terms of work arrangements.,Do you think that your company is maintaining a healthy work-life balance?,0.0
5,I am satisfied with the flexibility my organization offers in terms of work arrangements.,How can the company better support employees in managing their work and personal lives?,0.06595524618531728
5,I am satisfied with the flexibility my organization offers in terms of work arrangements.,Any additional comments or feedback regarding work-life balance?,0.0
6,I feel that my organization values my well-being and overall quality of life.,What is your role in the company?,0
6,I feel that my organization values my well-being and overall quality of life.,How long have you been with the company?,0
6,I feel that my organization values my well-being and overall quality of life.,"On a scale of 1 to 10, how satisfied are you with your current work-life balance? (1 being very dissatisfied, 10 being very satisfied)",0.01739791288834868
6,I feel that my organization values my well-being and overall quality of life.,Do you feel encouraged to take breaks and utilize your vacation time?,0.057344543002191384
6,I feel that my organization values my well-being and overall quality of life.,Do you think that your company is maintaining a healthy work-life balance?,0.0405487152208931
6,I feel that my organization values my well-being and overall quality of life.,How can the company better support employees in managing their work and personal lives?,0.03754653208349827
6,I feel that my organization values my well-being and overall quality of life.,Any additional comments or feedback regarding work-life balance?,0
