QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
1146002,0,Do you often feel stressed at work?,I often work overtime and I don't have time for myself,0.2105263157894737,0.12188009549565613,0.006437181315108052
1146002,1,"On a scale of 1 to 10, how would you rate your overall stress level at work? (1 being very low, 10 being very high)",The place where I use to work for most of my time is not really comfortable.,0.097560975609756,0.06374275638111628,0.0005055024749112685
1146002,2,What are the most common sources of stress at work for you? (Select all that apply),The place where I use to work for most of my time is not really comfortable.,0.1875,0.06580132052821128,0.005636327535215765
1146002,3,Do you feel supported by your supervisor or manager when dealing with work-related stress?,I don't feel 100% comfortable working with some of my colleagues.,0.1481481481481481,0.08654284783317037,0.002633668098210621
1146002,4,"Have you experienced any physical symptoms of stress at work, such as headaches or fatigue?",I'm not comfortable with my working Time schedule and I would like to shift or reduce it,0.1212121212121212,0.0476966283417896,0.0023173112746146802
1146002,5,How often do you take breaks or engage in stress-reducing activities during your workday?,I often feel overwhelmed by tasks which I'm not sure to complete in time,0.1333333333333333,0.055874218374218354,0.003334979433990375
1146002,6,What strategies or coping mechanisms do you use to manage work-related stress? (Select all that apply),The place where I use to work for most of my time is not really comfortable.,0.1818181818181818,0.0884896748668119,0.0021802534223034136
1146002,7,Do you believe the company provides adequate resources and support for managing work-related stress?,I often work overtime and I don't have time for myself,0.1481481481481481,0.06805380998929382,0.0032500573299941698
1146002,8,Any additional comments or suggestions regarding stress at work?,I often work overtime and I don't have time for myself,0.0952380952380952,0.049221466364323486,0.0021780481269521312
1146004,0,How would you rate the overall cleanliness of the workspace?,Working Environment,0.0,0.0,0.0
1146004,1,Is the workspace organized and well-maintained?,Working Environment,0.0,0.0,0.0
1146004,2,Do you have adequate resources and equipment to perform your job effectively?,Working Environment,0.0,0.0,0.0
1146004,3,How would you rate the overall noise level in the workspace?,Working Environment,0.0,0.0,0.0
1146004,4,Are there adequate break areas and amenities?,Working Environment,0.0,0.0,0.0
1146004,5,How would you rate the overall lighting in the workspace?,Working Environment,0.0,0.0,0.0
1146004,6,Do you feel comfortable and supported in the workspace?,Working Environment,0.0,0.0,0.0
1146004,7,Any additional comments or suggestions for improving the workplace environment?,Working Environment,0.1666666666666666,0.0238095238095238,0.003968253968253965
