ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Yes,Mobile Phone,0
0,0.0,Yes,Portable PC,0
0,0.0,Yes,Company Car,0
0,0.0,Yes,Insurance,0
0,0.0,Yes,Annual Variable,0
0,0.0,Yes,Other,0
1,0.0,No,Mobile Phone,0
1,0.0,No,Portable PC,0
1,0.0,No,Company Car,0
1,0.0,No,Insurance,0
1,0.0,No,Annual Variable,0
1,0.0,No,Other,0
0,1.0,Healthcare benefits,Less than 1 year,0
0,1.0,Healthcare benefits,1-3 years,0
0,1.0,Healthcare benefits,3-5 years,0
0,1.0,Healthcare benefits,5-10 years,0
0,1.0,Healthcare benefits,More than 10 years,0
1,1.0,Retirement benefits,Less than 1 year,0
1,1.0,Retirement benefits,1-3 years,0
1,1.0,Retirement benefits,3-5 years,0
1,1.0,Retirement benefits,5-10 years,0
1,1.0,Retirement benefits,More than 10 years,0
2,1.0,Paid time off,Less than 1 year,0
2,1.0,Paid time off,1-3 years,0
2,1.0,Paid time off,3-5 years,0
2,1.0,Paid time off,5-10 years,0
2,1.0,Paid time off,More than 10 years,0
3,1.0,Education and training,Less than 1 year,0
3,1.0,Education and training,1-3 years,0
3,1.0,Education and training,3-5 years,0
3,1.0,Education and training,5-10 years,0
3,1.0,Education and training,More than 10 years,0
4,1.0,Stock options,Less than 1 year,0
4,1.0,Stock options,1-3 years,0
4,1.0,Stock options,3-5 years,0
4,1.0,Stock options,5-10 years,0
4,1.0,Stock options,More than 10 years,0
5,1.0,Transportation benefits,Less than 1 year,0
5,1.0,Transportation benefits,1-3 years,0
5,1.0,Transportation benefits,3-5 years,0
5,1.0,Transportation benefits,5-10 years,0
5,1.0,Transportation benefits,More than 10 years,0
6,1.0,Flexible work schedule,Less than 1 year,0
6,1.0,Flexible work schedule,1-3 years,0
6,1.0,Flexible work schedule,3-5 years,0
6,1.0,Flexible work schedule,5-10 years,0
6,1.0,Flexible work schedule,More than 10 years,0
7,1.0,Other benefits,Less than 1 year,0
7,1.0,Other benefits,1-3 years,0
7,1.0,Other benefits,3-5 years,0
7,1.0,Other benefits,5-10 years,0
7,1.0,Other benefits,More than 10 years,0
0,2.0,Very satisfied,1,0
0,2.0,Very satisfied,2,0
0,2.0,Very satisfied,3,0
0,2.0,Very satisfied,4,0
0,2.0,Very satisfied,5,0
0,2.0,Very satisfied,6,0
0,2.0,Very satisfied,7,0
0,2.0,Very satisfied,8,0
0,2.0,Very satisfied,9,0
0,2.0,Very satisfied,10,0
1,2.0,Somewhat satisfied,1,0
1,2.0,Somewhat satisfied,2,0
1,2.0,Somewhat satisfied,3,0
1,2.0,Somewhat satisfied,4,0
1,2.0,Somewhat satisfied,5,0
1,2.0,Somewhat satisfied,6,0
1,2.0,Somewhat satisfied,7,0
1,2.0,Somewhat satisfied,8,0
1,2.0,Somewhat satisfied,9,0
1,2.0,Somewhat satisfied,10,0
2,2.0,Neutral,1,0
2,2.0,Neutral,2,0
2,2.0,Neutral,3,0
2,2.0,Neutral,4,0
2,2.0,Neutral,5,0
2,2.0,Neutral,6,0
2,2.0,Neutral,7,0
2,2.0,Neutral,8,0
2,2.0,Neutral,9,0
2,2.0,Neutral,10,0
3,2.0,Somewhat dissatisfied,1,0
3,2.0,Somewhat dissatisfied,2,0
3,2.0,Somewhat dissatisfied,3,0
3,2.0,Somewhat dissatisfied,4,0
3,2.0,Somewhat dissatisfied,5,0
3,2.0,Somewhat dissatisfied,6,0
3,2.0,Somewhat dissatisfied,7,0
3,2.0,Somewhat dissatisfied,8,0
3,2.0,Somewhat dissatisfied,9,0
3,2.0,Somewhat dissatisfied,10,0
4,2.0,Very dissatisfied,1,0
4,2.0,Very dissatisfied,2,0
4,2.0,Very dissatisfied,3,0
4,2.0,Very dissatisfied,4,0
4,2.0,Very dissatisfied,5,0
4,2.0,Very dissatisfied,6,0
4,2.0,Very dissatisfied,7,0
4,2.0,Very dissatisfied,8,0
4,2.0,Very dissatisfied,9,0
4,2.0,Very dissatisfied,10,0
0,3.0,Healthcare benefits,Health insurance,0
0,3.0,Healthcare benefits,Dental insurance,0
0,3.0,Healthcare benefits,Vision insurance,0
0,3.0,Healthcare benefits,"Retirement plans (e.g., 401(k))",0
0,3.0,Healthcare benefits,Paid time off (PTO),0
0,3.0,Healthcare benefits,Flexible working hours,0
0,3.0,Healthcare benefits,Remote work options,0
0,3.0,Healthcare benefits,Employee assistance programs (EAP),0
0,3.0,Healthcare benefits,Tuition reimbursement,0
0,3.0,Healthcare benefits,Other,0
1,3.0,Retirement benefits,Health insurance,0
1,3.0,Retirement benefits,Dental insurance,0
1,3.0,Retirement benefits,Vision insurance,0
1,3.0,Retirement benefits,"Retirement plans (e.g., 401(k))",0.06848622854477376
1,3.0,Retirement benefits,Paid time off (PTO),0
1,3.0,Retirement benefits,Flexible working hours,0
1,3.0,Retirement benefits,Remote work options,0
1,3.0,Retirement benefits,Employee assistance programs (EAP),0
1,3.0,Retirement benefits,Tuition reimbursement,0
1,3.0,Retirement benefits,Other,0
