ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,Do you feel like you have enough time to do things you enjoy outside of work?,What is your role in the company?,0
0,Do you feel like you have enough time to do things you enjoy outside of work?,How long have you been with the company?,0.0480675628866961
0,Do you feel like you have enough time to do things you enjoy outside of work?,How often do you feel that work interferes with your personal life or vice versa?,0.11180339887498951
0,Do you feel like you have enough time to do things you enjoy outside of work?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.6055300708194984
0,Do you feel like you have enough time to do things you enjoy outside of work?,What specific aspects of your job or work environment contribute to your work-life balance?,0.0480675628866961
0,Do you feel like you have enough time to do things you enjoy outside of work?,"What challenges, if any, do you face in maintaining a healthy work-life balance?",0.0480675628866961
1,Do you feel like your work is affecting your personal relationships?,What is your role in the company?,0.06602885419955529
1,Do you feel like your work is affecting your personal relationships?,How long have you been with the company?,0.046689450558483385
1,Do you feel like your work is affecting your personal relationships?,How often do you feel that work interferes with your personal life or vice versa?,0.2095937805266146
1,Do you feel like your work is affecting your personal relationships?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.234391956558725
1,Do you feel like your work is affecting your personal relationships?,What specific aspects of your job or work environment contribute to your work-life balance?,0.061565220736328446
1,Do you feel like your work is affecting your personal relationships?,"What challenges, if any, do you face in maintaining a healthy work-life balance?",0.038927465646462385
2,Do you feel like you have a good balance between your work and personal life?,What is your role in the company?,0.03591027310966287
2,Do you feel like you have a good balance between your work and personal life?,How long have you been with the company?,0.05078479526020709
2,Do you feel like you have a good balance between your work and personal life?,How often do you feel that work interferes with your personal life or vice versa?,0.15430334996209186
2,Do you feel like you have a good balance between your work and personal life?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.2958332839696959
2,Do you feel like you have a good balance between your work and personal life?,What specific aspects of your job or work environment contribute to your work-life balance?,0.05078479526020709
2,Do you feel like you have a good balance between your work and personal life?,"What challenges, if any, do you face in maintaining a healthy work-life balance?",0.05078479526020709
3,Do you feel like you are able to disconnect from work when you are not at work?,What is your role in the company?,0
3,Do you feel like you are able to disconnect from work when you are not at work?,How long have you been with the company?,0.032274177804583096
3,Do you feel like you are able to disconnect from work when you are not at work?,How often do you feel that work interferes with your personal life or vice versa?,0.10502100630210073
3,Do you feel like you are able to disconnect from work when you are not at work?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.21004201260420147
3,Do you feel like you are able to disconnect from work when you are not at work?,What specific aspects of your job or work environment contribute to your work-life balance?,0.045642579965682134
3,Do you feel like you are able to disconnect from work when you are not at work?,"What challenges, if any, do you face in maintaining a healthy work-life balance?",0.032274177804583096
