QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
500100012,0,What motivates you to come to work every day?,What factors motivate you to perform well in your job? (Select all that apply),0.3478260869565217,0.1985811715990744,0.010998506115074367
500100012,1,How often do you feel recognized and rewarded for your work?,How motivated do you feel to perform well in your job on a daily basis?,0.3846153846153846,0.2498109487766238,0.009617129942804
500100012,2,Do you feel that your contributions to the company are valued and appreciated?,Do you feel that your efforts and contributions are adequately recognized by the company?,0.5925925925925927,0.31043386243386245,0.0280333114974385
500100012,3,What would make you feel more motivated to take on new challenges and responsibilities at work?,How motivated do you feel to perform well in your job on a daily basis?,0.2580645161290323,0.1911367127496159,0.00419847286816218
500100012,4,Any additional comments or suggestions on what would motivate you to be more engaged and motivated at work?,What factors motivate you to perform well in your job? (Select all that apply),0.25,0.16674825174825175,0.004518778424372831
500100023,0,Have you ever considered moving to a different role within the company?,Have you ever explored or applied for an internal job opportunity within the company?,0.4615384615384615,0.2534030211274793,0.019397262476064315
500100023,1,What motivates you to consider internal mobility opportunities?,Have you ever explored or applied for an internal job opportunity within the company?,0.2727272727272727,0.1861761254618397,0.0028632781520667432
500100023,2,How important is internal mobility to you when considering a new role?,What is your role in the company?,0.2105263157894737,0.14770608648317626,0.0021922238361759033
500100023,3,What do you think is the biggest obstacle to internal mobility within the company?,What is your role in the company?,0.3809523809523809,0.2544788250228321,0.012615039478924716
500100023,4,Have you ever applied for an internal job opening?,Have you ever explored or applied for an internal job opportunity within the company?,0.6956521739130435,0.225816020317929,0.05025309504631253
500100023,5,What would you like to see the company do to improve internal mobility opportunities?,"How would you rate your company support in pursuing internal career opportunities? (1 being very unsupported, 10 being very supported)",0.2941176470588235,0.25731153705501336,0.0012691852337142083
500100023,6,Any other suggestions or comments regarding internal mobility opportunities?,Have you ever explored or applied for an internal job opportunity within the company?,0.2608695652173913,0.11296806092265502,0.00866859793086719
500100028,0,How would you rate the overall effectiveness of the kick-off meeting?,"How would you rate the overall effectiveness of the kick-off meeting? (1 being very ineffective, 5 being highly effective)",0.7499999999999999,0.39170401027543883,0.05017216895183214
500100028,1,What did you find most valuable or useful about the kick-off meeting?,How well did the kick-off meeting address the goals and objectives of the project/initiative?,0.3448275862068966,0.24456843775755746,0.010286603911931628
500100028,2,What did you find least valuable or useful about the kick-off meeting?,How well did the kick-off meeting address the goals and objectives of the project/initiative?,0.3448275862068966,0.24456843775755746,0.010286603911931628
500100028,3,How would you rate the communication and collaboration among the team members during the kick-off meeting?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.5454545454545455,0.366433010303978,0.024653042588385493
500100028,4,What suggestions do you have for improving the kick-off meeting?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.3703703703703703,0.26813092639432684,0.006090818302048634
500100028,5,How would you rate the overall organization and structure of the kick-off meeting?,"How would you rate the overall effectiveness of the kick-off meeting? (1 being very ineffective, 5 being highly effective)",0.6470588235294117,0.3892864216393628,0.03522865403526105
500100028,6,Do you have any additional comments or feedback about the kick-off meeting?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.3448275862068966,0.24832166318565974,0.005529138514858751
500100034,0,How would you rate the overall onboarding experience?,How would you rate the clarity of information provided during the onboarding process?,0.5714285714285714,0.3310568086883876,0.020831341616363373
500100034,1,What was the most helpful part of the onboarding process?,How would you rate the clarity of information provided during the onboarding process?,0.4347826086956522,0.295462991115165,0.016681202863640467
500100034,2,"What, if anything, was unclear or confusing during the onboarding process?",How would you rate the clarity of information provided during the onboarding process?,0.3333333333333333,0.2365197872444249,0.008846172559338669
500100034,3,How would you rate the communication and support you received during the onboarding process?,How would you rate the clarity of information provided during the onboarding process?,0.6666666666666666,0.35401709401709397,0.03270160859083937
500100034,4,"What, if anything, did you find missing or lacking during the onboarding process?",Did you receive sufficient training and support to perform your job effectively during the onboarding process?,0.4137931034482758,0.26550103153551424,0.012622337623384914
500100034,5,What suggestions or recommendations do you have for improving the onboarding process?,How would you rate the clarity of information provided during the onboarding process?,0.32,0.23889233954451342,0.004564438743361243
500100056,0,How would you rate your current workload?,"On a scale of 1 to 5, how would you rate the workload management in your department/team? (1 being very poor, 5 being excellent)",0.3125,0.22231954887218044,0.005622121728192664
500100056,1,What are the main factors contributing to your workload?,Are you provided with the necessary resources and support to manage your workload effectively?,0.4347826086956521,0.2239779969958998,0.018249760604127568
500100056,2,How do you prioritize your tasks when you have multiple responsibilities?,Do you feel comfortable discussing workload concerns with your supervisor or manager?,0.2608695652173913,0.18110877894386138,0.00314515522737271
500100056,3,What strategies do you use to manage your workload effectively?,Are you provided with the necessary resources and support to manage your workload effectively?,0.5,0.26446142093200914,0.01996004741225611
500100056,4,What would you like to see changed to improve your workload management?,Are you provided with the necessary resources and support to manage your workload effectively?,0.3076923076923076,0.22355363460626618,0.004035494514295601
