ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,What benefits do you currently receive from your employer?,What do you think has the highest priority for you?,0.1826583106646588
0,What benefits do you currently receive from your employer?,How long have you been in your current role?,0.07812427026034686
0,What benefits do you currently receive from your employer?,"On a scale of 1 to 10, how satisfied are you with the benefits provided by the company? (1 being very dissatisfied, 10 being very satisfied)",0.011815495860170205
0,What benefits do you currently receive from your employer?,Which of the following benefits do you find most valuable? (Select all that apply),0.16562834595561268
0,What benefits do you currently receive from your employer?,Do you feel that the benefits provided adequately meet your needs?,0.07661639587267095
0,What benefits do you currently receive from your employer?,What additional benefits or perks would you like to see offered by the company?,0.054898046546085176
0,What benefits do you currently receive from your employer?,Are there any existing benefits that you perceive not aligned or well dimensioned with respect to your seniority?,0.035199550808464625
0,What benefits do you currently receive from your employer?,Is the access to benefits pack effectively communicated by the company to employees?,0.03542021607209056
0,What benefits do you currently receive from your employer?,Any other suggestions or comments regarding the benefits provided by the company?,0.039582766879518234
1,How satisfied are you with the benefits package offered by your employer?,What do you think has the highest priority for you?,0.06135967792806904
1,How satisfied are you with the benefits package offered by your employer?,How long have you been in your current role?,0.07514995085264224
1,How satisfied are you with the benefits package offered by your employer?,"On a scale of 1 to 10, how satisfied are you with the benefits provided by the company? (1 being very dissatisfied, 10 being very satisfied)",0.16035044186553105
1,How satisfied are you with the benefits package offered by your employer?,Which of the following benefits do you find most valuable? (Select all that apply),0.06361306002318948
1,How satisfied are you with the benefits package offered by your employer?,Do you feel that the benefits provided adequately meet your needs?,0.1740776559556978
1,How satisfied are you with the benefits package offered by your employer?,What additional benefits or perks would you like to see offered by the company?,0.16474628226984195
1,How satisfied are you with the benefits package offered by your employer?,Are there any existing benefits that you perceive not aligned or well dimensioned with respect to your seniority?,0.05263211571951824
1,How satisfied are you with the benefits package offered by your employer?,Is the access to benefits pack effectively communicated by the company to employees?,0.06914129254164164
1,How satisfied are you with the benefits package offered by your employer?,Any other suggestions or comments regarding the benefits provided by the company?,0.1507556722888818
