ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,What is your preferred way of working?,How long have you been working remotely (smart working) as part of your job?,0.03541255502242377
0,What is your preferred way of working?,How frequently do you work remotely (smart working) in a typical week?,0.0
0,What is your preferred way of working?,How would you rate your productivity when working remotely compared to working in the office?,0.021707019462544008
0,What is your preferred way of working?,What tools or technologies do you use to stay connected and collaborate with your team while working remotely? (Select all that apply),0.011293296008246842
0,What is your preferred way of working?,"What challenges, if any, have you encountered while working remotely? (Select all that apply)",0.02504045779549758
0,What is your preferred way of working?,How could the company better support you in your remote work setup?,0.03332164261813421
1,How often do you work remotely?,How long have you been working remotely (smart working) as part of your job?,0.028809446562207134
1,How often do you work remotely?,How frequently do you work remotely (smart working) in a typical week?,0.18997212654254494
1,How often do you work remotely?,How would you rate your productivity when working remotely compared to working in the office?,0.024386670019121072
1,How often do you work remotely?,What tools or technologies do you use to stay connected and collaborate with your team while working remotely? (Select all that apply),0.021972596555326462
1,How often do you work remotely?,"What challenges, if any, have you encountered while working remotely? (Select all that apply)",0.028809446562207134
1,How often do you work remotely?,How could the company better support you in your remote work setup?,0.04924309852759692
2,What tools or software do you use to stay productive while working remotely?,How long have you been working remotely (smart working) as part of your job?,0.05309881489255981
2,What tools or software do you use to stay productive while working remotely?,How frequently do you work remotely (smart working) in a typical week?,0.11322770341445958
2,What tools or software do you use to stay productive while working remotely?,How would you rate your productivity when working remotely compared to working in the office?,0.06021756497336208
2,What tools or software do you use to stay productive while working remotely?,What tools or technologies do you use to stay connected and collaborate with your team while working remotely? (Select all that apply),0.375849196683612
2,What tools or software do you use to stay productive while working remotely?,"What challenges, if any, have you encountered while working remotely? (Select all that apply)",0.2344393091820821
2,What tools or software do you use to stay productive while working remotely?,How could the company better support you in your remote work setup?,0.0405487152208931
3,Do you feel that smart working has improved your work-life balance?,How long have you been working remotely (smart working) as part of your job?,0.061565220736328446
3,Do you feel that smart working has improved your work-life balance?,How frequently do you work remotely (smart working) in a typical week?,0.042632170747776456
3,Do you feel that smart working has improved your work-life balance?,How would you rate your productivity when working remotely compared to working in the office?,0.05621524715241711
3,Do you feel that smart working has improved your work-life balance?,What tools or technologies do you use to stay connected and collaborate with your team while working remotely? (Select all that apply),0.03435217796011311
3,Do you feel that smart working has improved your work-life balance?,"What challenges, if any, have you encountered while working remotely? (Select all that apply)",0.061565220736328446
3,Do you feel that smart working has improved your work-life balance?,How could the company better support you in your remote work setup?,0.060290994064911
4,What are the biggest challenges you face when working remotely?,How long have you been working remotely (smart working) as part of your job?,0.04794946818443979
4,What are the biggest challenges you face when working remotely?,How frequently do you work remotely (smart working) in a typical week?,0.04141214187941538
4,What are the biggest challenges you face when working remotely?,How would you rate your productivity when working remotely compared to working in the office?,0.12786789036109664
4,What are the biggest challenges you face when working remotely?,What tools or technologies do you use to stay connected and collaborate with your team while working remotely? (Select all that apply),0.06349731518013181
4,What are the biggest challenges you face when working remotely?,"What challenges, if any, have you encountered while working remotely? (Select all that apply)",0.14131587378276944
4,What are the biggest challenges you face when working remotely?,How could the company better support you in your remote work setup?,0.05856561269278807
5,How important is it for you to have a dedicated workspace at home?,How long have you been working remotely (smart working) as part of your job?,0.06503250121663393
5,How important is it for you to have a dedicated workspace at home?,How frequently do you work remotely (smart working) in a typical week?,0.0702324349442283
5,How important is it for you to have a dedicated workspace at home?,How would you rate your productivity when working remotely compared to working in the office?,0.06021756497336208
5,How important is it for you to have a dedicated workspace at home?,What tools or technologies do you use to stay connected and collaborate with your team while working remotely? (Select all that apply),0.028696351642269895
5,How important is it for you to have a dedicated workspace at home?,"What challenges, if any, have you encountered while working remotely? (Select all that apply)",0.05309881489255981
5,How important is it for you to have a dedicated workspace at home?,How could the company better support you in your remote work setup?,0.057344543002191384
