ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Strongly agree,Yes,0
0,0.0,Strongly agree,No,0
1,0.0,Somewhat agree,Yes,0
1,0.0,Somewhat agree,No,0
2,0.0,Neither agree nor disagree,Yes,0
2,0.0,Neither agree nor disagree,No,0
3,0.0,Somewhat disagree,Yes,0
3,0.0,Somewhat disagree,No,0
4,0.0,Strongly disagree,Yes,0
4,0.0,Strongly disagree,No,0
0,1.0,1,"Yes, always",0
0,1.0,1,"Yes, sometimes",0
0,1.0,1,"No, not often",0
0,1.0,1,"No, never",0
1,1.0,2,"Yes, always",0
1,1.0,2,"Yes, sometimes",0
1,1.0,2,"No, not often",0
1,1.0,2,"No, never",0
2,1.0,3,"Yes, always",0
2,1.0,3,"Yes, sometimes",0
2,1.0,3,"No, not often",0
2,1.0,3,"No, never",0
3,1.0,4,"Yes, always",0
3,1.0,4,"Yes, sometimes",0
3,1.0,4,"No, not often",0
3,1.0,4,"No, never",0
4,1.0,5,"Yes, always",0
4,1.0,5,"Yes, sometimes",0
4,1.0,5,"No, not often",0
4,1.0,5,"No, never",0
0,2.0,Yes,"Yes, always",0
0,2.0,Yes,"Yes, sometimes",0
0,2.0,Yes,"No, not often",0
0,2.0,Yes,"No, never",0
1,2.0,No,"Yes, always",0
1,2.0,No,"Yes, sometimes",0
1,2.0,No,"No, not often",0
1,2.0,No,"No, never",0
2,2.0,Not applicable,"Yes, always",0
2,2.0,Not applicable,"Yes, sometimes",0
2,2.0,Not applicable,"No, not often",0
2,2.0,Not applicable,"No, never",0
