ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Has always a positive attitude with collagues,0.03073379140218457
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Takes the risk to decide for the Team,0.03073379140218457
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Takes initiative,0.0
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Is attentive to details,0.03073379140218457
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Also suitable to work in this area,0.04346414462411504
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Readiness,0.0
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Areas of improvements,0.03073379140218457
0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Development initiatives,0.0
1,This employee has the potential to be a team leader,Has always a positive attitude with collagues,0.050580904312838224
1,This employee has the potential to be a team leader,Takes the risk to decide for the Team,0.0715322008763116
1,This employee has the potential to be a team leader,Takes initiative,0.0
1,This employee has the potential to be a team leader,Is attentive to details,0.050580904312838224
1,This employee has the potential to be a team leader,Also suitable to work in this area,0.050580904312838224
1,This employee has the potential to be a team leader,Readiness,0.0
1,This employee has the potential to be a team leader,Areas of improvements,0.0
1,This employee has the potential to be a team leader,Development initiatives,0.0
2,This employee is able to handle a more responsible position,Has always a positive attitude with collagues,0.050580904312838224
2,This employee is able to handle a more responsible position,Takes the risk to decide for the Team,0.050580904312838224
2,This employee is able to handle a more responsible position,Takes initiative,0.0
2,This employee is able to handle a more responsible position,Is attentive to details,0.050580904312838224
2,This employee is able to handle a more responsible position,Also suitable to work in this area,0.050580904312838224
2,This employee is able to handle a more responsible position,Readiness,0.0
2,This employee is able to handle a more responsible position,Areas of improvements,0.0
2,This employee is able to handle a more responsible position,Development initiatives,0.0
3,This employee has the ability to work independently,Has always a positive attitude with collagues,0
3,This employee has the ability to work independently,Takes the risk to decide for the Team,0.08617758951473893
3,This employee has the ability to work independently,Takes initiative,0
3,This employee has the ability to work independently,Is attentive to details,0.06093675793218261
3,This employee has the ability to work independently,Also suitable to work in this area,0.18898223650461357
3,This employee has the ability to work independently,Readiness,0
3,This employee has the ability to work independently,Areas of improvements,0
3,This employee has the ability to work independently,Development initiatives,0
4,This employee is able to learn new skills quickly,Has always a positive attitude with collagues,0
4,This employee is able to learn new skills quickly,Takes the risk to decide for the Team,0.05524220127634179
4,This employee is able to learn new skills quickly,Takes initiative,0
4,This employee is able to learn new skills quickly,Is attentive to details,0.05524220127634179
4,This employee is able to learn new skills quickly,Also suitable to work in this area,0.05524220127634179
4,This employee is able to learn new skills quickly,Readiness,0
4,This employee is able to learn new skills quickly,Areas of improvements,0
4,This employee is able to learn new skills quickly,Development initiatives,0
