ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,The training provided a clear understanding of the concepts discussed,How would you judge the effectiveness of the Training on the employee?,0.12204917461013086
0,The training provided a clear understanding of the concepts discussed,Additional comments,0.0
1,The training was interactive and engaging,How would you judge the effectiveness of the Training on the employee?,0
1,The training was interactive and engaging,Additional comments,0
2,The training provided tools and resources that can be used in real-life situations,How would you judge the effectiveness of the Training on the employee?,0
2,The training provided tools and resources that can be used in real-life situations,Additional comments,0
3,The training was relevant to my job,How would you judge the effectiveness of the Training on the employee?,0
3,The training was relevant to my job,Additional comments,0
4,I would recommend this training to others,How would you judge the effectiveness of the Training on the employee?,0.03332164261813421
4,I would recommend this training to others,Additional comments,0.0
