QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,False,True,,1,-1,0,7,0,-1,4.142857142857143,5.857142857142857
1146004,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
1173001,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
1173002,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
1173003,False,True,,1,-1,0,6,0,-1,0.8333333333333334,3.6666666666666665
1173004,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
1173005,True,False,"Expecting ',' delimiter: line 1 column 1579 (char 1578)",-1,-1,0,0,0,-1,0.0,0.0
1213249,True,False,"Expecting ',' delimiter: line 664 column 14 (char 21706)",-1,-1,0,0,0,-1,0.0,0.0
1433792,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
5100002,True,False,"Expecting ',' delimiter: line 281 column 9 (char 7562)",-1,-1,0,0,0,-1,0.0,0.0
5100003,False,True,,1,-1,0,8,0,-1,3.875,1.25
500000002,True,False,"Expecting ',' delimiter: line 356 column 5 (char 9516)",-1,-1,0,0,0,-1,0.0,0.0
500000003,True,False,"Expecting ',' delimiter: line 1 column 2370 (char 2369)",-1,-1,0,0,0,-1,0.0,0.0
500000005,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
500100002,True,False,"Expecting ',' delimiter: line 1 column 1483 (char 1482)",-1,-1,0,0,0,-1,0.0,0.0
500100003,True,False,"Expecting ',' delimiter: line 1 column 2519 (char 2518)",-1,-1,0,0,0,-1,0.0,0.0
500100004,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
500100005,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
500100006,True,False,"Expecting ',' delimiter: line 1 column 3521 (char 3520)",-1,-1,0,0,0,-1,0.0,0.0
500100007,True,False,"Expecting ',' delimiter: line 1 column 4331 (char 4330)",-1,-1,0,0,0,-1,0.0,0.0
500100008,True,False,'_TF_QUESTIONS',10,-1,0,0,0,-1,0.0,0.0
500100009,False,True,,1,-1,0,7,0,-1,4.285714285714286,-0.14285714285714235
500100010,True,False,"Expecting ',' delimiter: line 205 column 2 (char 7505)",-1,-1,0,0,0,-1,0.0,0.0
500100011,True,False,Expecting value: line 602 column 1 (char 17717),-1,-1,0,0,0,-1,0.0,0.0
500100012,False,True,,1,-1,0,5,0,-1,5.0,-0.7999999999999998
500100013,False,True,,1,-1,0,10,0,-1,5.0,0.2999999999999998
500100014,True,False,"Expecting ',' delimiter: line 241 column 5 (char 7697)",-1,-1,0,0,0,-1,0.0,0.0
500100015,True,False,"Expecting ',' delimiter: line 1 column 2055 (char 2054)",-1,-1,0,0,0,-1,0.0,0.0
500100016,False,True,,1,-1,0,5,0,-1,2.4,1.8000000000000003
500100017,False,True,,1,-1,0,7,0,-1,4.428571428571429,-1.7142857142857144
500100018,True,False,Unterminated string starting at: line 1 column 14934 (char 14933),-1,-1,0,0,0,-1,0.0,0.0
500100019,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
500100020,False,True,,1,-1,0,5,0,-1,2.2,-0.20000000000000018
500100021,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
500100022,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
500100023,True,False,Expecting property name enclosed in double quotes: line 1 column 1925 (char 1924),-1,-1,0,0,0,-1,0.0,0.0
500100024,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
500100025,True,False,Expecting property name enclosed in double quotes: line 1 column 483 (char 482),-1,-1,0,0,0,-1,0.0,0.0
500100026,True,False,'_TF_QUESTIONS',1,-1,0,0,0,-1,0.0,0.0
