QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,False,True,,1,-1,0,6,1,0.0,3.0,7.0
1146004,False,True,,1,-1,0,5,2,0.0,4.0,-1.0
1173001,False,True,,1,-1,0,9,1,0.0,4.222222222222222,0.7777777777777777
1173002,False,True,,1,-1,0,6,4,1.0,3.5,1.7999999999999998
1173003,False,True,,1,-1,0,6,0,1.0,3.5,1.0
1173004,False,True,,1,-1,0,6,-3,0.0,1.8333333333333333,-0.8333333333333333
1173005,False,True,,1,-1,0,6,-2,1.0,4.833333333333333,-1.833333333333333
1213249,False,True,,1,-1,0,6,-4,0.0,4.666666666666667,-2.666666666666667
1433792,False,True,,1,-1,0,5,5,2.0,3.0,1.7000000000000002
5100002,False,True,,1,-1,0,6,6,-1.0,3.8333333333333335,-2.166666666666667
5100003,False,True,,1,-1,0,5,3,2.0,3.8,1.3250000000000002
500000002,False,True,,1,-1,0,10,6,0.0,4.3,-2.425
500000003,False,True,,1,-1,0,9,-1,1.0,5.777777777777778,-3.7777777777777777
500000005,False,True,,1,-1,0,6,-1,0.0,2.0,1.7999999999999998
500100002,False,True,,1,-1,0,5,4,1.0,3.8,-0.6888888888888887
500100003,False,True,,1,-1,0,8,2,-1.0,3.75,-0.9500000000000002
500100004,False,True,,1,-1,0,7,2,0.0,4.285714285714286,-0.6190476190476191
500100005,False,True,,1,-1,0,7,4,0.0,3.0,0.27272727272727293
500100006,False,True,,1,-1,0,11,-2,3.0,2.6363636363636362,1.1414141414141414
500100007,False,True,,1,-1,0,7,7,0.0,5.428571428571429,-2.2142857142857144
500100008,True,False,"Expecting ',' delimiter: line 1 column 658 (char 657)",-1,-1,0,0,0,-1.0,0.0,0.0
500100009,False,True,,1,-1,0,10,-3,0.0,3.3,0.8428571428571434
500100010,False,True,,1,-1,0,9,1,1.0,3.888888888888889,0.11111111111111116
500100011,True,False,"Expecting ',' delimiter: line 1 column 4735 (char 4734)",-1,-1,0,0,0,-1.0,0.0,0.0
500100012,False,True,,1,-1,0,7,-2,0.0,2.857142857142857,1.342857142857143
500100013,False,True,,1,-1,0,7,3,0.0,5.0,0.2999999999999998
500100014,False,True,,1,-1,0,5,5,0.0,1.2,2.0
500100015,False,True,,1,-1,0,5,1,0.0,3.8,0.5333333333333332
500100016,False,True,,1,-1,0,7,-2,3.0,4.0,0.20000000000000018
500100017,False,True,,1,-1,0,8,-1,3.0,3.0,-0.2857142857142856
500100018,False,True,,1,-1,0,7,2,-1.0,2.7142857142857144,1.2857142857142856
500100019,False,True,,1,-1,0,6,1,0.0,2.8333333333333335,0.8809523809523809
500100020,False,True,,1,-1,0,9,-4,0.0,4.0,-2.0
500100021,False,True,,1,-1,0,10,-4,1.0,2.5,0.5
500100022,False,True,,1,-1,0,3,4,0.0,4.666666666666667,-1.666666666666667
500100023,False,True,,1,-1,0,5,2,1.0,3.8,0.48571428571428577
500100024,False,True,,1,-1,0,10,-4,1.0,2.6,1.0666666666666664
500100025,False,True,,1,-1,0,6,2,1.0,1.8333333333333333,0.5416666666666667
500100026,False,True,,1,-1,0,6,4,1.0,2.6666666666666665,-0.06666666666666643
500100027,False,True,,1,-1,0,5,12,2.0,3.8,0.7882352941176469
500100028,False,True,,1,-1,0,5,2,1.0,1.6,2.542857142857143
500100029,False,True,,1,-1,0,9,-2,0.0,3.5555555555555554,0.15873015873015905
500100030,True,False,"Expecting ',' delimiter: line 1 column 2090 (char 2089)",-1,-1,0,0,0,-1.0,0.0,0.0
500100031,False,True,,1,-1,0,5,2,0.0,5.0,-2.2857142857142856
500100032,False,True,,1,-1,0,10,-2,0.0,4.3,-0.17499999999999982
500100033,False,True,,1,-1,0,8,-1,0.0,3.125,-0.125
500100034,False,True,,1,-1,0,10,-4,0.0,3.6,-1.2666666666666666
500100035,False,True,,1,-1,0,7,-1,3.0,5.428571428571429,-3.2619047619047623
500100036,False,True,,1,-1,0,7,1,-1.0,2.857142857142857,0.5178571428571428
500100037,False,True,,1,-1,0,9,5,0.0,3.4444444444444446,0.9126984126984121
500100038,False,True,,1,-1,0,7,0,0.0,2.2857142857142856,1.1428571428571428
500100039,True,False,Expecting property name enclosed in double quotes: line 1 column 1197 (char 1196),-1,-1,0,0,0,-1.0,0.0,0.0
500100040,False,True,,1,-1,0,5,1,1.0,3.4,-0.2333333333333334
500100041,True,False,"Expecting ',' delimiter: line 1 column 2823 (char 2822)",-1,-1,0,0,0,-1.0,0.0,0.0
500100042,True,False,"Expecting ',' delimiter: line 1 column 617 (char 616)",-1,-1,0,0,0,-1.0,0.0,0.0
500100043,False,True,,1,-1,0,9,-4,2.0,2.111111111111111,0.6888888888888887
500100044,False,True,,1,-1,0,4,1,0.0,3.75,0.25
500100045,False,True,,1,-1,0,5,1,0.0,4.4,0.09999999999999964
500100046,False,True,,1,-1,0,7,-1,3.0,2.4285714285714284,0.07142857142857162
500100047,False,True,,1,-1,0,6,-1,4.0,5.833333333333333,-3.233333333333333
500100048,False,True,,1,-1,0,7,1,0.0,4.285714285714286,-1.5357142857142856
500100049,False,True,,1,-1,0,7,-1,0.0,10.0,-8.166666666666666
500100050,False,True,,1,-1,0,7,-2,0.0,2.7142857142857144,0.08571428571428541
500100051,False,True,,1,-1,0,6,0,1.0,4.333333333333333,-1.333333333333333
500100052,False,True,,1,-1,0,6,1,1.0,3.1666666666666665,0.6904761904761907
500100053,False,True,,1,-1,0,8,0,0.0,4.25,-1.5
500100054,False,True,,1,-1,0,7,0,0.0,4.571428571428571,-0.8571428571428568
500100055,False,True,,1,-1,0,9,-3,-1.0,3.7777777777777777,0.8888888888888893
500100056,False,True,,1,-1,0,3,2,0.0,2.0,1.6
500100057,False,True,,1,-1,0,5,2,-1.0,1.8,3.2
500100058,False,True,,1,-1,0,9,-2,1.0,3.5555555555555554,0.30158730158730185
500100059,False,True,,1,-1,0,5,2,1.0,3.4,-0.11428571428571432
500100060,False,True,,1,-1,0,7,0,-1.0,3.4285714285714284,0.5714285714285716
500100061,False,True,,1,-1,0,5,1,-2.0,2.4,2.266666666666667
500100062,False,True,,1,-1,0,9,-1,1.0,5.222222222222222,-0.8472222222222223
500100063,False,True,,1,-1,0,5,1,0.0,2.6,2.233333333333333
500100064,False,True,,1,-1,0,10,-5,0.0,4.9,-1.1000000000000005
500100065,False,True,,1,-1,0,10,-3,1.0,2.8,-0.2285714285714282
500100066,False,True,,1,-1,0,5,2,0.0,3.2,0.7999999999999998
