ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,"Yes, I think the current measures are sufficient",Yes,0
0,0.0,"Yes, I think the current measures are sufficient",No,0
1,0.0,"No, I think the current measures are not sufficient",Yes,0
1,0.0,"No, I think the current measures are not sufficient",No,0
2,0.0,I am not sure,Yes,0
2,0.0,I am not sure,No,0
0,1.0,Always,"Yes, always",0
0,1.0,Always,"Yes, sometimes",0
0,1.0,Always,"No, not often",0
0,1.0,Always,"No, never",0
1,1.0,Most of the time,"Yes, always",0
1,1.0,Most of the time,"Yes, sometimes",0
1,1.0,Most of the time,"No, not often",0
1,1.0,Most of the time,"No, never",0
2,1.0,Only when required,"Yes, always",0
2,1.0,Only when required,"Yes, sometimes",0
2,1.0,Only when required,"No, not often",0
2,1.0,Only when required,"No, never",0
3,1.0,Never,"Yes, always",0
3,1.0,Never,"Yes, sometimes",0
3,1.0,Never,"No, not often",0
3,1.0,Never,"No, never",0
0,2.0,"Yes, I always keep a safe distance","Yes, always",0.09626130481676062
0,2.0,"Yes, I always keep a safe distance","Yes, sometimes",0.06806702140179671
0,2.0,"Yes, I always keep a safe distance","No, not often",0.0
0,2.0,"Yes, I always keep a safe distance","No, never",0.0
1,2.0,"No, I don't keep a safe distance","Yes, always",0
1,2.0,"No, I don't keep a safe distance","Yes, sometimes",0
1,2.0,"No, I don't keep a safe distance","No, not often",0.06806702140179671
1,2.0,"No, I don't keep a safe distance","No, never",0.06806702140179671
2,2.0,"Sometimes I keep a safe distance, sometimes I don't","Yes, always",0
2,2.0,"Sometimes I keep a safe distance, sometimes I don't","Yes, sometimes",0.05524220127634179
2,2.0,"Sometimes I keep a safe distance, sometimes I don't","No, not often",0
2,2.0,"Sometimes I keep a safe distance, sometimes I don't","No, never",0
