QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
1173004,0,How would you rate the manager's overall performance?,What are the areas I would like you to be focused in the next months,0.25,0.15350877192982457,0.01806325023084026
1173004,1,What are the manager's greatest strengths?,What are the areas I would like you to improve,0.3529411764705882,0.2085561497326203,0.03423031828190683
1173004,2,What areas does the manager need to improve?,What are the areas I would like you to improve,0.4444444444444445,0.2351046698872786,0.04988058842291147
1173004,3,How would you rate the manager's ability to provide feedback?,What are the areas I would like you to improve,0.2857142857142856,0.1721611721611721,0.022984341665660327
500100014,0,How would you rate your overall job satisfaction?,"On a scale of 1 to 5, how would you rate your potential for growth and advancement within the company? (1 being low, 5 being high)",0.2941176470588235,0.1847156941860132,0.002938307296252445
500100014,1,What motivates you to perform at your best?,In what areas do you feel you have room for improvement to maximize your potential?,0.3478260869565218,0.20454328314033524,0.010539582881315098
500100014,2,What do you think are your greatest strengths?,What areas do you feel are your strengths and contribute to your potential for growth within the company?,0.4615384615384615,0.21040408900114108,0.015947634152164224
500100014,3,What are some areas where you'd like to improve?,In what areas do you feel you have room for improvement to maximize your potential?,0.32,0.14108975764218729,0.009738840947334598
500100033,0,How would you rate your overall onboarding experience?,"Generally, how would you rate your onboarding experience with the company? (1 being very poor, 5 being excellent)",0.5384615384615385,0.2869640630144832,0.01648846996859218
500100033,1,Were you provided with clear instructions on what to do on your first day?,Did you receive adequate training and resources to perform your job effectively during the onboarding process?,0.1999999999999999,0.09665876451590735,0.006042285723837633
500100033,2,Did you feel supported by your supervisor or HR during the onboarding process?,Did you receive adequate training and resources to perform your job effectively during the onboarding process?,0.4827586206896552,0.30538198309332903,0.01294580653653418
500100043,0,How clear was the roadmap's vision and goals?,How involved do you feel in the roadmap planning process within your team or department?,0.25,0.19311594202898547,0.0030449222852341946
500100043,1,"Were the roadmap's objectives specific, measurable, achievable, relevant, and time-bound (SMART)?",Do you feel that the roadmap planning process adequately considers input from all relevant stakeholders?,0.2142857142857142,0.14962962962962958,0.001684359340443994
500100043,2,How well did the roadmap's goals align with the organization's overall strategy and priorities?,How would you rate the clarity of the goals and objectives outlined in the roadmap?,0.2580645161290323,0.17352033660589056,0.004430624211940542
500100043,3,What are the top three things you liked about the roadmap?,What improvements would you suggest to enhance the roadmap planning process in the future?,0.32,0.24690598290598284,0.0016833019212506412
500100043,4,What are the top three things you would like to see improved in the roadmap?,What improvements would you suggest to enhance the roadmap planning process in the future?,0.3448275862068965,0.2701776384535005,0.002632167529800218
500100051,0,I often find myself working long hours,How often do you feel that work interferes with your personal life or vice versa?,0.1818181818181818,0.09804253717297194,0.0036115577426062773
500100051,1,I feel overwhelmed by my workload,How often do you feel that work interferes with your personal life or vice versa?,0.0952380952380952,0.03102453102453102,0.002311925688549064
500100051,2,I prioritize my personal life,How often do you feel that work interferes with your personal life or vice versa?,0.2,0.08341687552213867,0.005680075292659385
500100063,0,How would you rate the overall cleanliness of the workspace?,"On a scale of 1 to 10, how would you rate the overall workplace environment within the company? (1 being very poor, 10 being excellent)",0.4,0.3158454106280193,0.002693406147167963
500100063,1,How would you rate the noise level in the workspace?,"How comfortable are you with the physical workspace (e.g., lighting, temperature, noise levels, etc.)?",0.4,0.3051621808143547,0.00612341373432381
500100063,2,How would you rate the lighting in the workspace?,How long have you been with the company?,0.3529411764705882,0.30451574569221623,0.004483230120222885
500100063,3,How would you rate the temperature in the workspace?,How long have you been with the company?,0.3529411764705882,0.30451574569221623,0.004483230120222885
500100063,4,How would you rate the overall comfort of the workspace?,"On a scale of 1 to 10, how would you rate the overall workplace environment within the company? (1 being very poor, 10 being excellent)",0.4,0.3158454106280193,0.002693406147167963
