QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
500000003,0.0,0,10 - Extremely likely,Agree,0.0,0.0,0.0
500000003,0.0,1,9 - Very likely,Agree,0.0,0.0,0.0
500000003,0.0,2,8 - Likely,Agree,0.0,0.0,0.0
500000003,0.0,3,7 - Somewhat likely,Agree,0.0,0.0,0.0
500000003,0.0,4,6 - Neutral,Agree,0.0,0.0,0.0
500000003,0.0,5,5 - Somewhat unlikely,Agree,0.0,0.0,0.0
500000003,0.0,6,4 - Likely to not recommend,Agree,0.0,0.0,0.0
500000003,0.0,7,3 - Somewhat unlikely to not recommend,Agree,0.0,0.0,0.0
500000003,0.0,8,2 - Likely to not recommend,Agree,0.0,0.0,0.0
500000003,0.0,9,1 - Extremely unlikely to not recommend,Agree,0.0,0.0,0.0
500000003,1.0,0,Strongly agree,Agree,0.6666666666666666,0.3333333333333333,0.2222222222222222
500000003,1.0,1,Agree,Agree,1.0,0.5,0.5
500000003,1.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,1.0,3,Disagree,Disagree,1.0,0.5,0.5
500000003,1.0,4,Strongly disagree,Disagree,0.6666666666666666,0.3333333333333333,0.2222222222222222
500000003,2.0,0,Strongly agree,Agree,0.6666666666666666,0.3333333333333333,0.2222222222222222
500000003,2.0,1,Agree,Agree,1.0,0.5,0.5
500000003,2.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,2.0,3,Disagree,Disagree,1.0,0.5,0.5
500000003,2.0,4,Strongly disagree,Disagree,0.6666666666666666,0.3333333333333333,0.2222222222222222
500000003,3.0,0,Strongly agree,Agree,0.6666666666666666,0.3333333333333333,0.2222222222222222
500000003,3.0,1,Agree,Agree,1.0,0.5,0.5
500000003,3.0,2,Neutral,Agree,0.0,0.0,0.0
500000003,3.0,3,Disagree,Disagree,1.0,0.5,0.5
500000003,3.0,4,Strongly disagree,Disagree,0.6666666666666666,0.3333333333333333,0.2222222222222222
500000003,4.0,0,Strongly agree,Sales,0.0,0.0,0.0
500000003,4.0,1,Agree,Sales,0.0,0.0,0.0
500000003,4.0,2,Neutral,Sales,0.0,0.0,0.0
500000003,4.0,3,Disagree,Sales,0.0,0.0,0.0
500000003,4.0,4,Strongly disagree,Sales,0.0,0.0,0.0
500000005,0.0,0,1,Excellent,0.0,0.0,0.0
500000005,0.0,1,2,Excellent,0.0,0.0,0.0
500000005,0.0,2,3,Excellent,0.0,0.0,0.0
500000005,0.0,3,4,Excellent,0.0,0.0,0.0
500000005,0.0,4,5,Excellent,0.0,0.0,0.0
500000005,0.0,5,6,Excellent,0.0,0.0,0.0
500000005,0.0,6,7,Excellent,0.0,0.0,0.0
500000005,0.0,7,8,Excellent,0.0,0.0,0.0
500000005,0.0,8,9,Excellent,0.0,0.0,0.0
500000005,0.0,9,10,Excellent,0.0,0.0,0.0
500000005,1.0,0,Strongly disagree,Laptop,0.0,0.0,0.0
500000005,1.0,1,Disagree,Laptop,0.0,0.0,0.0
500000005,1.0,2,Neutral,Laptop,0.0,0.0,0.0
500000005,1.0,3,Agree,Laptop,0.0,0.0,0.0
500000005,1.0,4,Strongly agree,Laptop,0.0,0.0,0.0
500000005,3.0,0,Did not meet expectations,Project,0.0,0.0,0.0
500000005,3.0,1,Somewhat met expectations,Project,0.0,0.0,0.0
500000005,3.0,2,Neutral,Project,0.0,0.0,0.0
500000005,3.0,3,Somewhat exceeded expectations,Project,0.0,0.0,0.0
500000005,3.0,4,Exceeded expectations,Project,0.0,0.0,0.0
500000005,4.0,0,Very poor,Health insurance,0.0,0.0,0.0
500000005,4.0,1,Poor,Health insurance,0.0,0.0,0.0
500000005,4.0,2,Neutral,Health insurance,0.0,0.0,0.0
500000005,4.0,3,Good,Health insurance,0.0,0.0,0.0
500000005,4.0,4,Very good,Health insurance,0.0,0.0,0.0
500100006,0.0,0,Very satisfied,Mobile Phone,0.0,0.0,0.0
500100006,0.0,1,Somewhat satisfied,Mobile Phone,0.0,0.0,0.0
500100006,0.0,2,Neutral,Mobile Phone,0.0,0.0,0.0
500100006,0.0,3,Somewhat unsatisfied,Mobile Phone,0.0,0.0,0.0
500100006,0.0,4,Very unsatisfied,Mobile Phone,0.0,0.0,0.0
500100006,1.0,0,Very satisfied,Less than 1 year,0.0,0.0,0.0
500100006,1.0,1,Somewhat satisfied,Less than 1 year,0.0,0.0,0.0
500100006,1.0,2,Neutral,Less than 1 year,0.0,0.0,0.0
500100006,1.0,3,Somewhat unsatisfied,Less than 1 year,0.0,0.0,0.0
500100006,1.0,4,Very unsatisfied,Less than 1 year,0.0,0.0,0.0
500100006,2.0,0,Very satisfied,1,0.0,0.0,0.0
500100006,2.0,1,Somewhat satisfied,1,0.0,0.0,0.0
500100006,2.0,2,Neutral,1,0.0,0.0,0.0
500100006,2.0,3,Somewhat unsatisfied,1,0.0,0.0,0.0
500100006,2.0,4,Very unsatisfied,1,0.0,0.0,0.0
500100006,3.0,0,Very satisfied,Health insurance,0.0,0.0,0.0
500100006,3.0,1,Somewhat satisfied,Health insurance,0.0,0.0,0.0
500100006,3.0,2,Neutral,Health insurance,0.0,0.0,0.0
500100006,3.0,3,Somewhat unsatisfied,Health insurance,0.0,0.0,0.0
500100006,3.0,4,Very unsatisfied,Health insurance,0.0,0.0,0.0
500100006,4.0,0,"Yes, the benefits meet my needs",Yes,0.2857142857142857,0.09523809523809523,0.027210884353741492
