ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Strongly agree,Less than 1 year,0
0,0.0,Strongly agree,1-3 years,0
0,0.0,Strongly agree,3-5 years,0
0,0.0,Strongly agree,5-10 years,0
0,0.0,Strongly agree,More than 10 years,0
1,0.0,Agree,Less than 1 year,0
1,0.0,Agree,1-3 years,0
1,0.0,Agree,3-5 years,0
1,0.0,Agree,5-10 years,0
1,0.0,Agree,More than 10 years,0
2,0.0,Neutral,Less than 1 year,0
2,0.0,Neutral,1-3 years,0
2,0.0,Neutral,3-5 years,0
2,0.0,Neutral,5-10 years,0
2,0.0,Neutral,More than 10 years,0
3,0.0,Disagree,Less than 1 year,0
3,0.0,Disagree,1-3 years,0
3,0.0,Disagree,3-5 years,0
3,0.0,Disagree,5-10 years,0
3,0.0,Disagree,More than 10 years,0
4,0.0,Strongly disagree,Less than 1 year,0
4,0.0,Strongly disagree,1-3 years,0
4,0.0,Strongly disagree,3-5 years,0
4,0.0,Strongly disagree,5-10 years,0
4,0.0,Strongly disagree,More than 10 years,0
0,1.0,Very good,1,0
0,1.0,Very good,2,0
0,1.0,Very good,3,0
0,1.0,Very good,4,0
0,1.0,Very good,5,0
0,1.0,Very good,6,0
0,1.0,Very good,7,0
0,1.0,Very good,8,0
0,1.0,Very good,9,0
0,1.0,Very good,10,0
1,1.0,Good,1,0
1,1.0,Good,2,0
1,1.0,Good,3,0
1,1.0,Good,4,0
1,1.0,Good,5,0
1,1.0,Good,6,0
1,1.0,Good,7,0
1,1.0,Good,8,0
1,1.0,Good,9,0
1,1.0,Good,10,0
2,1.0,Neutral,1,0
2,1.0,Neutral,2,0
2,1.0,Neutral,3,0
2,1.0,Neutral,4,0
2,1.0,Neutral,5,0
2,1.0,Neutral,6,0
2,1.0,Neutral,7,0
2,1.0,Neutral,8,0
2,1.0,Neutral,9,0
2,1.0,Neutral,10,0
3,1.0,Bad,1,0
3,1.0,Bad,2,0
3,1.0,Bad,3,0
3,1.0,Bad,4,0
3,1.0,Bad,5,0
3,1.0,Bad,6,0
3,1.0,Bad,7,0
3,1.0,Bad,8,0
3,1.0,Bad,9,0
3,1.0,Bad,10,0
4,1.0,Very bad,1,0
4,1.0,Very bad,2,0
4,1.0,Very bad,3,0
4,1.0,Very bad,4,0
4,1.0,Very bad,5,0
4,1.0,Very bad,6,0
4,1.0,Very bad,7,0
4,1.0,Very bad,8,0
4,1.0,Very bad,9,0
4,1.0,Very bad,10,0
