ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,"On a scale of 1-10, how would you rate your onboarding experience?",Were you introduced to colleagues from your team or other departments?,0.06135967792806904
0,"On a scale of 1-10, how would you rate your onboarding experience?",Did you receive all your equipments on time?,0.06135967792806904
0,"On a scale of 1-10, how would you rate your onboarding experience?",Is your workplace/office is comfortable and adeguate to your needs and assigned tasks.,0.039918743861035465
0,"On a scale of 1-10, how would you rate your onboarding experience?",Did you receive an adeguate Training?,0.04338784435436014
0,"On a scale of 1-10, how would you rate your onboarding experience?",Would you recommend joining our company to other colleagues?,0.04338784435436014
0,"On a scale of 1-10, how would you rate your onboarding experience?",Would you like to add any additional comment for us to improve our onboarding program?,0.04778696521938937
1,Did you feel welcome and well-informed during the onboarding process?,Were you introduced to colleagues from your team or other departments?,0.04576749486035247
1,Did you feel welcome and well-informed during the onboarding process?,Did you receive all your equipments on time?,0.14907119849998599
1,Did you feel welcome and well-informed during the onboarding process?,Is your workplace/office is comfortable and adeguate to your needs and assigned tasks.,0.037471255533509044
1,Did you feel welcome and well-informed during the onboarding process?,Did you receive an adeguate Training?,0.14907119849998599
1,Did you feel welcome and well-informed during the onboarding process?,Would you recommend joining our company to other colleagues?,0.050580904312838224
1,Did you feel welcome and well-informed during the onboarding process?,Would you like to add any additional comment for us to improve our onboarding program?,0.04338647298820589
2,Were you able to establish a good working relationship with your team and manager?,Were you introduced to colleagues from your team or other departments?,0.23440361546924776
2,Were you able to establish a good working relationship with your team and manager?,Did you receive all your equipments on time?,0.053852233004558006
2,Were you able to establish a good working relationship with your team and manager?,Is your workplace/office is comfortable and adeguate to your needs and assigned tasks.,0.06595524618531728
2,Were you able to establish a good working relationship with your team and manager?,Did you receive an adeguate Training?,0.03807927913956097
2,Were you able to establish a good working relationship with your team and manager?,Would you recommend joining our company to other colleagues?,0.053852233004558006
2,Were you able to establish a good working relationship with your team and manager?,Would you like to add any additional comment for us to improve our onboarding program?,0.0501398097544925
3,Do you think the onboarding process was effective in making you feel comfortable and able to perform your job effectively?,Were you introduced to colleagues from your team or other departments?,0.04863179818710228
3,Do you think the onboarding process was effective in making you feel comfortable and able to perform your job effectively?,Did you receive all your equipments on time?,0.03970769694413621
3,Do you think the onboarding process was effective in making you feel comfortable and able to perform your job effectively?,Is your workplace/office is comfortable and adeguate to your needs and assigned tasks.,0.10259783520851541
3,Do you think the onboarding process was effective in making you feel comfortable and able to perform your job effectively?,Did you receive an adeguate Training?,0.028077581774499063
3,Do you think the onboarding process was effective in making you feel comfortable and able to perform your job effectively?,Would you recommend joining our company to other colleagues?,0.03970769694413621
3,Do you think the onboarding process was effective in making you feel comfortable and able to perform your job effectively?,Would you like to add any additional comment for us to improve our onboarding program?,0.04863179818710228
4,Do you feel like you have the resources and support you need to perform your job effectively?,Were you introduced to colleagues from your team or other departments?,0.05590051573004969
4,Do you feel like you have the resources and support you need to perform your job effectively?,Did you receive all your equipments on time?,0.045642579965682134
4,Do you feel like you have the resources and support you need to perform your job effectively?,Is your workplace/office is comfortable and adeguate to your needs and assigned tasks.,0.05590051573004969
4,Do you feel like you have the resources and support you need to perform your job effectively?,Did you receive an adeguate Training?,0.032274177804583096
4,Do you feel like you have the resources and support you need to perform your job effectively?,Would you recommend joining our company to other colleagues?,0.045642579965682134
4,Do you feel like you have the resources and support you need to perform your job effectively?,Would you like to add any additional comment for us to improve our onboarding program?,0.05590051573004969
5,Is there anything you would like to see changed about the onboarding process to make it better?,Were you introduced to colleagues from your team or other departments?,0.045642579965682134
5,Is there anything you would like to see changed about the onboarding process to make it better?,Did you receive all your equipments on time?,0.032274177804583096
5,Is there anything you would like to see changed about the onboarding process to make it better?,Is your workplace/office is comfortable and adeguate to your needs and assigned tasks.,0.045642579965682134
5,Is there anything you would like to see changed about the onboarding process to make it better?,Did you receive an adeguate Training?,0.032274177804583096
5,Is there anything you would like to see changed about the onboarding process to make it better?,Would you recommend joining our company to other colleagues?,0.045642579965682134
5,Is there anything you would like to see changed about the onboarding process to make it better?,Would you like to add any additional comment for us to improve our onboarding program?,0.13558153613666013
