QUESTIONNAIRE_ID,SAMPLE_QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146002,500100043,0.018323332774510426,0.22833333333333333,0.16394557823129252,0.18556458565025447
1146004,500100057,0.019691787395159047,0.19276913562627848,0.20221020476122517,0.19287372843300238
1173001,1433792,0.0032273161151466765,0.07491666666666667,0.06216300366300367,0.0638883013324025
1173003,500100010,0.0054688708293752315,0.16594065656565657,0.15912871714342308,0.15606580375019696
1173005,500100020,0.008678194983720055,0.20670329670329673,0.16584457939721098,0.18226148814376075
1213249,500100054,0.005874652547521023,0.12781954887218044,0.19417544425717032,0.14513280397345402
1433792,500100048,0.014554256255009678,0.1763144841269841,0.13749427655677654,0.14758621766205587
5100002,500100063,0.0051991815491683555,0.1938871699288366,0.14321225071225074,0.1587194793156275
5100003,500100013,0.011896887502445117,0.14522231240981243,0.17149152930402928,0.15334042633331446
500000003,500100018,0.01944266576046717,0.19132516788766787,0.16395502645502644,0.16356016017471553
500000005,500100010,0.005663911146252452,0.19171717171717165,0.13546341566929804,0.1538093683814533
500100002,500100041,0.020077795571467674,0.2061906198047018,0.23774968589699386,0.20924171000325326
500100003,500100015,0.014900784512409941,0.17355847247294615,0.2002808302808302,0.176277554749542
500100004,500100060,0.01620431892259434,0.1846081025002593,0.281659213802071,0.21900656449676098
500100005,500100051,0.013911301561722317,0.17488373554550024,0.2078553391053391,0.18354228566871952
500100007,500100009,0.006770773049672867,0.1922551175157481,0.18848175235006284,0.17915036031417736
500100009,1213249,0.005157423461602131,0.13364307261366085,0.125,0.12815121659949247
500100010,500100055,0.01350270626799891,0.1909468309468309,0.18812247121070647,0.18348195305733428
500100011,500100046,0.007772518260854882,0.16067720859387524,0.1476377018043685,0.14900694382386717
500100013,500100020,0.010484806077755348,0.20268363215731636,0.16670040485829962,0.17970158243418882
500100014,500100065,0.008807334839313072,0.15638652492035948,0.17260073260073258,0.16011158207205364
500100015,500100063,0.020506577063398108,0.19757625272331153,0.20618945868945873,0.1957945237185003
500100016,500100062,0.012684659242640822,0.18563492063492062,0.16513374125874125,0.16843175078911138
500100017,500100009,0.0047828888993601505,0.14132841781401206,0.14951312605242598,0.13680716244717023
500100018,500100055,0.03362851492463669,0.20937726306233356,0.23953038005325583,0.21781604775729888
500100019,500100064,0.026334613535169728,0.20620448179271714,0.21831436733692375,0.2056155779802054
500100020,500100002,0.013034089259939282,0.18739194602572218,0.2464010553716436,0.19865722887188017
500100021,1433792,0.025916611298906107,0.17269230769230767,0.2008841158841159,0.18414761714861666
500100023,500100039,0.0180182498886284,0.1464650145772595,0.1257118939529835,0.13103210323601508
500100024,500100039,0.01913097801382219,0.19217032967032968,0.1658551838065023,0.17293554657371246
500100025,500100039,0.017194439065936713,0.1531475964511679,0.1489852362253478,0.14502761424201163
500100026,500100038,0.02125916787544142,0.16052205070062212,0.14711605331787886,0.1493545603047427
500100027,500100015,0.014559304045224339,0.18245505455713062,0.19010270774976656,0.17694937056360296
500100028,500100049,0.010015605104851846,0.18363789960428617,0.1767222678545102,0.17635331308565663
500100029,500100055,0.0318322201211386,0.2580344258915687,0.24520085812102618,0.24619887337481852
500100030,500100040,0.009233938855342417,0.2114135864135864,0.17485954495758416,0.18936112156025167
500100031,500100014,0.007133471517951726,0.21583725798011505,0.2003963893249607,0.19709019857951407
500100032,500100037,0.0065741981697831275,0.14958464154892726,0.14702849234099233,0.14200044639102813
500100033,1173003,0.010551788349179017,0.175531413031413,0.17981429945715655,0.17192408360576544
500100034,500100005,0.010702595019682992,0.163458448117539,0.12405525333391455,0.13451624745641474
500100035,5100003,0.0139873707578278,0.13807615995115993,0.17454455266955268,0.14936669720990603
500100036,500100033,0.1286357025596308,0.3383911540631465,0.32980222706491497,0.3284029733449034
500100038,500100020,0.0136726329185131,0.19130197288092024,0.20257695520853414,0.1948412368613487
500100039,500100003,0.019330765637209212,0.1777930402930403,0.1683048219287715,0.1591463814070722
500100040,1173003,0.008001596511295622,0.11917735042735043,0.16586099086099082,0.1347455038364397
500100041,500100034,0.005264939035586827,0.11992371735018792,0.11345977255068165,0.1144724040627853
500100042,500100023,0.015714743765282067,0.1925578885400314,0.2241709183673469,0.19222062336652682
500100043,500000002,0.0022009984224614482,0.03876262626262626,0.04723762348762349,0.04026920646383225
500100044,500100002,0.027141380170314516,0.23796296296296293,0.2150686758774994,0.20536282120334953
500100045,500100018,0.006134203562528595,0.1431284764618098,0.14828593474426804,0.13812005750229303
500100046,500100016,0.007400888214291202,0.15560606060606058,0.1553030303030303,0.15209118695476215
500100047,500100019,0.01280388588231284,0.19387047163362953,0.19489577123194307,0.18698446210485525
500100048,500100058,0.006206539078293415,0.11395902329463252,0.1690278471528472,0.134023214665606
500100049,500100036,0.015670258967543014,0.16034344026071967,0.1584589022089022,0.1572609045076305
500100050,500100047,0.07519415626038173,0.27516099071207434,0.31707142857142856,0.28929408691957276
500100052,500000002,0.014290590633507452,0.2083727780156351,0.2705320473177616,0.23127649321749696
500100053,500100030,0.022866652737739527,0.12818910392439803,0.138967803030303,0.13171102790226857
500100054,500100056,0.005934600713030809,0.16922610069668892,0.13675736961451243,0.14300845938960352
500100055,500100010,0.014308807864287853,0.22465608465608464,0.14852092352092355,0.1708745855052393
500100056,500100035,0.010721700914205656,0.17141330891330894,0.15703098644275115,0.16080236084589258
500100057,500000003,0.003700371392609866,0.04670493197278912,0.06813350340136054,0.053487945294667986
500100058,500100012,0.01803680225775991,0.2841496598639456,0.21261904761904762,0.23802790971302806
500100059,500100036,0.01462841518452461,0.15296743697478993,0.15629995004995006,0.15302793562735947
500100060,500100033,0.01837723787453018,0.18986531675607307,0.17125730666278463,0.17733152053374374
500100061,500100002,0.01641252464696871,0.21750356125356124,0.19649742051702837,0.19379402969309328
500100062,5100003,0.010774901792329516,0.08932291666666667,0.09274891774891775,0.08815737389697967
500100063,500100043,0.04272085477048106,0.24509034137517108,0.24825396825396828,0.24128270249360334
500100064,500100034,0.024759222534918076,0.18965811965811963,0.17987082362082363,0.18279688135777833
500100065,500100038,0.016255348497049515,0.17249601305723752,0.13752363014171187,0.15047914456675476
500100066,500100009,0.005370934452968866,0.1724452418329969,0.14915991459240338,0.15345772577282116
