QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
1146002,0.0,0,Daily,Completely Disagree,0.0,0.0,0.0
1146002,0.0,1,Weekly,Completely Disagree,0.0,0.0,0.0
1146002,0.0,2,Rarely,Completely Disagree,0.0,0.0,0.0
1146002,0.0,3,Never,Completely Disagree,0.0,0.0,0.0
1146002,2.0,0,Too high,Completely Disagree,0.0,0.0,0.0
1146002,2.0,1,About right,Completely Disagree,0.0,0.0,0.0
1146002,2.0,2,Too low,Completely Disagree,0.0,0.0,0.0
1146002,3.0,0,Yes,Completely Disagree,0.0,0.0,0.0
1146002,3.0,1,No,Completely Disagree,0.0,0.0,0.0
1146002,3.0,2,Not sure,Completely Disagree,0.0,0.0,0.0
1146002,4.0,0,Very satisfied,Completely Disagree,0.0,0.0,0.0
1146002,4.0,1,Somewhat satisfied,Completely Disagree,0.0,0.0,0.0
1146002,4.0,2,Neutral,Completely Disagree,0.0,0.0,0.0
1146002,4.0,3,Somewhat dissatisfied,Completely Disagree,0.0,0.0,0.0
1146002,4.0,4,Very dissatisfied,Completely Disagree,0.0,0.0,0.0
1146002,5.0,0,Yes,Completely Disagree,0.0,0.0,0.0
1146002,5.0,1,No,Completely Disagree,0.0,0.0,0.0
1146002,5.0,2,Not sure,Completely Disagree,0.0,0.0,0.0
1146004,0.0,0,1,Happy,0.0,0.0,0.0
1146004,0.0,1,2,Happy,0.0,0.0,0.0
1146004,0.0,2,3,Happy,0.0,0.0,0.0
1146004,0.0,3,4,Happy,0.0,0.0,0.0
1146004,0.0,4,5,Happy,0.0,0.0,0.0
1146004,0.0,5,6,Happy,0.0,0.0,0.0
1146004,0.0,6,7,Happy,0.0,0.0,0.0
1146004,0.0,7,8,Happy,0.0,0.0,0.0
1146004,0.0,8,9,Happy,0.0,0.0,0.0
1146004,0.0,9,10,Happy,0.0,0.0,0.0
1146004,1.0,0,"Yes, always",Happy,0.0,0.0,0.0
1146004,1.0,1,"Yes, most of the time",Happy,0.0,0.0,0.0
1146004,1.0,2,Sometimes,Happy,0.0,0.0,0.0
1146004,1.0,3,Rarely,Happy,0.0,0.0,0.0
1146004,1.0,4,"No, never",Happy,0.0,0.0,0.0
1146004,2.0,0,1,Happy,0.0,0.0,0.0
1146004,2.0,1,2,Happy,0.0,0.0,0.0
1146004,2.0,2,3,Happy,0.0,0.0,0.0
1146004,2.0,3,4,Happy,0.0,0.0,0.0
1146004,2.0,4,5,Happy,0.0,0.0,0.0
1146004,2.0,5,6,Happy,0.0,0.0,0.0
1146004,2.0,6,7,Happy,0.0,0.0,0.0
1146004,2.0,7,8,Happy,0.0,0.0,0.0
1146004,2.0,8,9,Happy,0.0,0.0,0.0
1146004,2.0,9,10,Happy,0.0,0.0,0.0
1146004,3.0,0,"Yes, always",Happy,0.0,0.0,0.0
1146004,3.0,1,"Yes, most of the time",Happy,0.0,0.0,0.0
1146004,3.0,2,Sometimes,Happy,0.0,0.0,0.0
1146004,3.0,3,Rarely,Happy,0.0,0.0,0.0
1146004,3.0,4,"No, never",Happy,0.0,0.0,0.0
1146004,4.0,0,1,Happy,0.0,0.0,0.0
1146004,4.0,1,2,Happy,0.0,0.0,0.0
1146004,4.0,2,3,Happy,0.0,0.0,0.0
1146004,4.0,3,4,Happy,0.0,0.0,0.0
1146004,4.0,4,5,Happy,0.0,0.0,0.0
1146004,4.0,5,6,Happy,0.0,0.0,0.0
1146004,4.0,6,7,Happy,0.0,0.0,0.0
1146004,4.0,7,8,Happy,0.0,0.0,0.0
1146004,4.0,8,9,Happy,0.0,0.0,0.0
1146004,4.0,9,10,Happy,0.0,0.0,0.0
1146004,5.0,0,"Yes, always",Happy,0.0,0.0,0.0
1146004,5.0,1,"Yes, most of the time",Happy,0.0,0.0,0.0
1146004,5.0,2,Sometimes,Happy,0.0,0.0,0.0
1146004,5.0,3,Rarely,Happy,0.0,0.0,0.0
1146004,5.0,4,"No, never",Happy,0.0,0.0,0.0
1173001,0.0,0,Yes,Very satisfied,0.0,0.0,0.0
1173001,0.0,1,No,Very satisfied,0.0,0.0,0.0
1173001,1.0,0,Daily,Very satisfied,0.0,0.0,0.0
1173001,1.0,1,Several times a week,Very satisfied,0.0,0.0,0.0
1173001,1.0,2,Occasionally,Very satisfied,0.0,0.0,0.0
1173001,1.0,3,Rarely,Very satisfied,0.0,0.0,0.0
1173001,1.0,4,Never,Very satisfied,0.0,0.0,0.0
1173001,2.0,0,Flexibility,Too many distractions at home,0.0,0.0,0.0
1173001,2.0,1,Increased productivity,Too many distractions at home,0.0,0.0,0.0
1173001,2.0,2,Reduced commuting time,Too many distractions at home,0.0,0.0,0.0
1173001,2.0,3,Improved work-life balance,Stay at work is taking much longer than when IÃ¯Â¿Â½m in the office,0.1111111111111111,0.01111111111111111,0.0012345679012345677
1173001,2.0,4,Other (please specify),Other (please specify),1.0,0.1,0.1
1173001,2.0,5,None of the above,Lack of resources and tools,0.2222222222222222,0.03333333333333333,0.005624142661179697
1173001,3.0,0,Staying focused,No,0.0,0.0,0.0
1173001,3.0,1,Lack of social interaction,No,0.0,0.0,0.0
1173001,3.0,2,Difficulty separating work and personal life,No,0.0,0.0,0.0
1173001,3.0,3,Technical issues,No,0.0,0.0,0.0
1173001,3.0,4,Other (please specify),No,0.0,0.0,0.0
1173001,3.0,5,None of the above,No,0.0,0.0,0.0
1173001,4.0,0,Prioritize based on deadlines,Yes,0.0,0.0,0.0
1173001,4.0,1,Prioritize based on importance,Yes,0.0,0.0,0.0
1173001,4.0,2,Prioritize based on personal preference,Yes,0.0,0.0,0.0
