ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Strongly Agree,Executive/Senior Management,0
0,0.0,Strongly Agree,Manager,0
0,0.0,Strongly Agree,Staff/Employee,0
0,0.0,Strongly Agree,Intern,0
0,0.0,Strongly Agree,Other (please specify): __________________,0
1,0.0,Somewhat Agree,Executive/Senior Management,0
1,0.0,Somewhat Agree,Manager,0
1,0.0,Somewhat Agree,Staff/Employee,0
1,0.0,Somewhat Agree,Intern,0
1,0.0,Somewhat Agree,Other (please specify): __________________,0
2,0.0,Neither Agree nor Disagree,Executive/Senior Management,0
2,0.0,Neither Agree nor Disagree,Manager,0
2,0.0,Neither Agree nor Disagree,Staff/Employee,0
2,0.0,Neither Agree nor Disagree,Intern,0
2,0.0,Neither Agree nor Disagree,Other (please specify): __________________,0
3,0.0,Somewhat Disagree,Executive/Senior Management,0
3,0.0,Somewhat Disagree,Manager,0
3,0.0,Somewhat Disagree,Staff/Employee,0
3,0.0,Somewhat Disagree,Intern,0
3,0.0,Somewhat Disagree,Other (please specify): __________________,0
4,0.0,Strongly Disagree,Executive/Senior Management,0
4,0.0,Strongly Disagree,Manager,0
4,0.0,Strongly Disagree,Staff/Employee,0
4,0.0,Strongly Disagree,Intern,0
4,0.0,Strongly Disagree,Other (please specify): __________________,0
0,1.0,Strongly Agree,Less than 1 year,0
0,1.0,Strongly Agree,1-3 years,0
0,1.0,Strongly Agree,3-5 years,0
0,1.0,Strongly Agree,5-10 years,0
0,1.0,Strongly Agree,More than 10 years,0
1,1.0,Somewhat Agree,Less than 1 year,0
1,1.0,Somewhat Agree,1-3 years,0
1,1.0,Somewhat Agree,3-5 years,0
1,1.0,Somewhat Agree,5-10 years,0
1,1.0,Somewhat Agree,More than 10 years,0
2,1.0,Neither Agree nor Disagree,Less than 1 year,0
2,1.0,Neither Agree nor Disagree,1-3 years,0
2,1.0,Neither Agree nor Disagree,3-5 years,0
2,1.0,Neither Agree nor Disagree,5-10 years,0
2,1.0,Neither Agree nor Disagree,More than 10 years,0
3,1.0,Somewhat Disagree,Less than 1 year,0
3,1.0,Somewhat Disagree,1-3 years,0
3,1.0,Somewhat Disagree,3-5 years,0
3,1.0,Somewhat Disagree,5-10 years,0
3,1.0,Somewhat Disagree,More than 10 years,0
4,1.0,Strongly Disagree,Less than 1 year,0
4,1.0,Strongly Disagree,1-3 years,0
4,1.0,Strongly Disagree,3-5 years,0
4,1.0,Strongly Disagree,5-10 years,0
4,1.0,Strongly Disagree,More than 10 years,0
0,2.0,I always prioritize my personal life,Very often,0
0,2.0,I always prioritize my personal life,Often,0
0,2.0,I always prioritize my personal life,Sometimes,0
0,2.0,I always prioritize my personal life,Rarely,0
0,2.0,I always prioritize my personal life,Never,0
1,2.0,I usually prioritize my personal life,Very often,0
1,2.0,I usually prioritize my personal life,Often,0
1,2.0,I usually prioritize my personal life,Sometimes,0
1,2.0,I usually prioritize my personal life,Rarely,0
1,2.0,I usually prioritize my personal life,Never,0
2,2.0,I sometimes prioritize my personal life,Very often,0
2,2.0,I sometimes prioritize my personal life,Often,0
2,2.0,I sometimes prioritize my personal life,Sometimes,0
2,2.0,I sometimes prioritize my personal life,Rarely,0
2,2.0,I sometimes prioritize my personal life,Never,0
3,2.0,I rarely prioritize my personal life,Very often,0
3,2.0,I rarely prioritize my personal life,Often,0
3,2.0,I rarely prioritize my personal life,Sometimes,0
3,2.0,I rarely prioritize my personal life,Rarely,0
3,2.0,I rarely prioritize my personal life,Never,0
4,2.0,I never prioritize my personal life,Very often,0
4,2.0,I never prioritize my personal life,Often,0
4,2.0,I never prioritize my personal life,Sometimes,0
4,2.0,I never prioritize my personal life,Rarely,0
4,2.0,I never prioritize my personal life,Never,0
