QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1173005,0,"On a scale of 1 to 10, how would you rate the support you received from your manager?",Did you get support from your teammates?,0.1143323900950059,0.04713258153032635,0.0023398907532813785
1173005,1,Do you feel that your opinions and concerns about your work are valued by your team?,Did you get support from your teammates?,0.0480675628866961,0.029011340557820824,0.000418116559961842
1173005,2,Do you feel you have enough resources to perform your job effectively?,Did you get support from your teammates?,0.061359677928069,0.0245216738141083,0.0009028779768974078
1173005,3,Do you feel you have enough autonomy to make decisions about your work?,Did you get support from your teammates?,0.0573445430021913,0.023722768771422376,0.0008156865502992786
1173005,4,Do you feel you are able to give feedback to your team and manager about your work?,Did you get support from your teammates?,0.0456425799656821,0.027547733893712026,0.00037699321371075997
1213249,0,The training provided a clear understanding of the concepts discussed,How would you judge the effectiveness of the Training on the employee?,0.1220491746101308,0.0610245873050654,0.007448000511507099
1213249,1,The training was interactive and engaging,How would you judge the effectiveness of the Training on the employee?,0.0,0.0,0.0
1213249,2,The training provided tools and resources that can be used in real-life situations,How would you judge the effectiveness of the Training on the employee?,0.0,0.0,0.0
1213249,3,The training was relevant to my job,How would you judge the effectiveness of the Training on the employee?,0.0,0.0,0.0
1213249,4,I would recommend this training to others,How would you judge the effectiveness of the Training on the employee?,0.0333216426181342,0.0166608213090671,0.0005551659333853288
5100003,0,"On a scale of 1 to 10, how would you rate the course overall?",The duration of the course was appropriate given the target goals...,0.1283881477532738,0.05137944225710975,0.0017132846904350397
5100003,1,Did you enjoy the course?,Did the session achieved the target goals? ,0.0850392303589936,0.028248927533466327,0.000783089366831629
5100003,2,How well did the course meet your expectations?,The duration of the course was appropriate given the target goals...,0.1298854650315608,0.04542612284495816,0.0017081522514451623
5100003,3,Would you recommend this course to a friend?,How likely is it that you would recommend this session to a friend or colleague?,0.1761563547830069,0.039119090598113686,0.0035781593166865186
5100003,4,How would you rate the course materials?,The duration of the course was appropriate given the target goals...,0.1232315971625649,0.04615847646624765,0.0015995332126424015
5100003,5,How would you rate the course instructor?,The duration of the course was appropriate given the target goals...,0.1232315971625649,0.04615847646624765,0.0015995332126424015
500000003,0,"On a scale of 1-10, how likely are you to recommend this employee to a friend or colleague?",Also suitable to work in this area,0.043464144624115,0.020799913779106626,0.00031518632828168386
500000003,1,This employee has the potential to be a future leader in the organization,Takes the risk to decide for the Team,0.0702324349442283,0.026084301048525726,0.0008666088647049489
500000003,2,This employee is able to handle a lot of responsibility,Has always a positive attitude with collagues,0.0505809043128382,0.03161306519552388,0.0006852931824387038
500000003,3,This employee is able to come up with new and innovative ideas,Has always a positive attitude with collagues,0.0433878443543601,0.02169392217718005,0.0005378585822051936
