QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,,,,
1146004,,,,
1173001,,,,
1173002,,,,
1173003,,,,
1173004,,,,
1173005,0.006407580635693215,0.0005747992544407493,0.06534935077552888,0.0007915873965694281
1213249,0.0,0.0,0.031074163445653002,0.0027945786801372675
1433792,,,,
5100002,,,,
5100003,0.20454545454545456,0.16649048625792806,0.12765539870866083,0.000842626140427644
500000002,,,,
500000003,0.24,0.18999999999999997,0.051916332058885406,0.00016047918904336974
500000005,0.0,0.0,0.1268282765934783,0.004758149093435568
500100002,,,,
500100003,,,,
500100004,,,,
500100005,0.3138114389104264,0.22830220223167175,0.27374756771096925,0.016204337483516004
500100006,0.014893189644236129,0.002657064192146454,0.3454135331730625,0.005388860772552857
500100007,0.0,0.0,0.26116294024253817,0.0026418922482335863
500100008,,,,
500100009,,,,
500100010,,,,
500100011,,,,
500100012,,,,
500100013,0.016771855650317025,0.0010002644888379155,0.139929597971114,0.0026584851551670684
500100014,,,,
500100015,,,,
500100016,,,,
500100017,,,,
500100018,,,,
500100019,,,,
500100020,,,,
500100021,,,,
500100022,,,,
500100023,,,,
500100024,,,,
500100025,,,,
500100026,,,,
500100027,,,,
500100028,,,,
500100029,,,,
500100030,,,,
500100031,,,,
500100032,,,,
500100033,,,,
500100034,,,,
500100035,,,,
500100036,,,,
500100037,,,,
500100038,0.004607277833356404,0.00028711302284642324,0.28409008032509525,0.01356020646673662
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,,,,
500100044,,,,
500100045,,,,
500100046,,,,
500100047,,,,
500100048,,,,
500100049,,,,
500100050,,,,
500100051,0.25,0.2,0.3942490285986029,0.009307228854832823
500100052,,,,
500100053,,,,
500100054,,,,
500100055,,,,
500100056,,,,
500100057,,,,
500100058,,,,
500100059,0.2,0.1666666666666667,0.2767600507781208,0.008625552033965986
500100060,,,,
500100061,,,,
500100062,,,,
500100063,,,,
500100064,,,,
500100065,,,,
500100066,,,,
