QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,True,False,Invalid control character at: line 7 column 28 (char 102),-1,-1,0,0,0,-1,0,0
1146004,True,False,Expecting ':' delimiter: line 8 column 63 (char 147),-1,-1,0,0,0,-1,0,0
1173001,True,False,Expecting property name enclosed in double quotes: line 8 column 74 (char 204),-1,-1,0,0,0,-1,0,0
1173002,True,False,Expecting property name enclosed in double quotes: line 11 column 1 (char 113),-1,-1,0,0,0,-1,0,0
1173003,True,False,Expecting property name enclosed in double quotes: line 8 column 18 (char 113),-1,-1,0,0,0,-1,0,0
1173004,True,False,Expecting ':' delimiter: line 7 column 99 (char 222),-1,-1,0,0,0,-1,0,0
1173005,True,False,Expecting property name enclosed in double quotes: line 8 column 13 (char 96),-1,-1,0,0,0,-1,0,0
1213249,True,False,Expecting property name enclosed in double quotes: line 9 column 30 (char 179),-1,-1,0,0,0,-1,0,0
1433792,True,False,Expecting property name enclosed in double quotes: line 8 column 18 (char 135),-1,-1,0,0,0,-1,0,0
5100002,True,False,Expecting ':' delimiter: line 4 column 9 (char 74),-1,-1,0,0,0,-1,0,0
5100003,True,False,Expecting property name enclosed in double quotes: line 10 column 10 (char 133),-1,-1,0,0,0,-1,0,0
500000002,True,False,Expecting ':' delimiter: line 13 column 70 (char 221),-1,-1,0,0,0,-1,0,0
500000003,True,False,Expecting ':' delimiter: line 7 column 109 (char 214),-1,-1,0,0,0,-1,0,0
500000005,True,False,Expecting property name enclosed in double quotes: line 8 column 13 (char 96),-1,-1,0,0,0,-1,0,0
500100002,True,False,Expecting ':' delimiter: line 9 column 12 (char 127),-1,-1,0,0,0,-1,0,0
500100003,True,False,Expecting property name enclosed in double quotes: line 12 column 16 (char 203),-1,-1,0,0,0,-1,0,0
500100004,True,False,Invalid control character at: line 7 column 23 (char 114),-1,-1,0,0,0,-1,0,0
500100005,True,False,Expecting property name enclosed in double quotes: line 8 column 30 (char 136),-1,-1,0,0,0,-1,0,0
500100006,True,False,Invalid control character at: line 7 column 45 (char 116),-1,-1,0,0,0,-1,0,0
500100007,True,False,Expecting property name enclosed in double quotes: line 11 column 1 (char 108),-1,-1,0,0,0,-1,0,0
500100008,True,False,Expecting property name enclosed in double quotes: line 10 column 5 (char 201),-1,-1,0,0,0,-1,0,0
500100009,True,False,Expecting property name enclosed in double quotes: line 8 column 13 (char 94),-1,-1,0,0,0,-1,0,0
500100010,True,False,Invalid control character at: line 9 column 39 (char 182),-1,-1,0,0,0,-1,0,0
500100011,True,False,Expecting ':' delimiter: line 7 column 80 (char 204),-1,-1,0,0,0,-1,0,0
500100012,True,False,Invalid control character at: line 8 column 13 (char 97),-1,-1,0,0,0,-1,0,0
500100013,True,False,Expecting ':' delimiter: line 6 column 48 (char 84),-1,-1,0,0,0,-1,0,0
