QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1146002,0,"On a scale of 1 to 10, how stressed do you feel at work?",I often feel overwhelmed by tasks which I'm not sure to complete in time,0.053852233004558,0.0366016576148201,0.0003476654184155187
1146002,1,What are the most common stressors you experience at work?,The place where I use to work for most of my time is not really comfortable.,0.0277593888510441,0.003965626978720585,0.00011008338134049593
1146002,2,Do you feel that your workload is manageable?,I don't feel 100% comfortable working with some of my colleagues.,0.0418811804110698,0.013297578163657028,0.0003078899623894372
1146002,3,Do you feel that you have the necessary resources and support to manage your workload?,I often feel overwhelmed by tasks which I'm not sure to complete in time,0.050784795260207,0.042705639513191195,5.533671717460011e-05
1146002,4,"On a scale of 1 to 10, how confident do you feel in your ability to manage stress at work?",I often feel overwhelmed by tasks which I'm not sure to complete in time,0.0486317981871022,0.030325705342695942,0.00024099452521877965
1146002,5,What strategies do you use to manage stress at work?,The place where I use to work for most of my time is not really comfortable.,0.0818120083432746,0.028928559877652197,0.000755968231582276
1146002,6,Do you feel that your employer provides adequate support for managing stress at work?,I often feel overwhelmed by tasks which I'm not sure to complete in time,0.0380792791395609,0.021035417563312314,0.00039038978354341195
1146002,7,Any additional comments or feedback regarding stress at work?,I'm not comfortable with my working Time schedule and I would like to shift or reduce it,0.0227107478993759,0.0032443925570537,7.368258144985813e-05
1146004,0,How would you rate the overall cleanliness and organization of your workspace?,Working Environment,0.0,0.0,0.0
1146004,1,How often do you feel stressed or overwhelmed at work?,Working Environment,0.0,0.0,0.0
1146004,2,What do you think is the most significant factor contributing to your job satisfaction?,Working Environment,0.0,0.0,0.0
1146004,3,How would you rate the level of trust and respect among colleagues and supervisors?,Working Environment,0.0,0.0,0.0
1146004,4,What changes would you suggest to improve the workplace environment?,Working Environment,0.0,0.0,0.0
1173001,0,Have you ever worked remotely?,How satisfied are you with your experience working from home?,0.0330010405692768,0.0168910217722879,0.00011276434208378957
1173001,1,What type of remote work have you done in the past? (Select all that apply),Can you count on all means that you need to do your work from home?,0.0718205462193257,0.05180273448148024,0.00019536506633083289
1173001,2,What do you think are the biggest benefits of remote working?,Rate the biggest difficulties you are experiencing while working from home (from the biggest)?,0.1451742875787343,0.07032995939058964,0.001207086087329022
1173001,3,What are some common challenges you've faced while working remotely?,Rate the biggest difficulties you are experiencing while working from home (from the biggest)?,0.1223831366538736,0.04528546830339599,0.0012581971681164235
1173001,4,How do you currently manage your time and prioritize tasks while working remotely?,How often do you exceed your regular scheduled time when working from home?,0.196116135138184,0.07766215222739775,0.0024129345144186334
1173002,0,How would you rate your overall satisfaction with your previous working relationship?,How satisfied are you with your experience working with us?,0.1946247360403807,0.0898008418781322,0.002613861494939865
1173002,1,What were the primary reasons for the end of your working relationship?,What would you recommend to improve ourselves for the near future?,0.1507556722888818,0.06165033773947106,0.0014861189271940225
1173002,2,How would you rate the communication and feedback provided by your previous manager or supervisor?,Ã¯Â¿Â½Our company effectively used your skills hereÃ¯Â¿Â½. How much would you agree with this sentence?,0.1380131118684708,0.08140020853788169,0.0009220986894083547
1173002,3,What did you find most valuable or rewarding about your previous working relationship?,What strengths did you admire the most from your supervisor?,0.1790287185098582,0.06225750641179269,0.001813870815724617
1173002,4,What could your previous employer or manager have done differently to improve the working relationship?,What would you recommend to improve ourselves for the near future?,0.1380131118684708,0.05070633205311387,0.0010525495994591757
1173002,5,Any additional comments or suggestions regarding the end of your working relationship?,How satisfied are you with your experience working with us?,0.061359677928069,0.03890642998103485,0.00032331456975135845
1173003,0,What is your role in the company?,Did you receive all your equipments on time?,0.0590057965550402,0.02304919348423162,0.0006880805270183604
1173003,1,How long have you been with the company?,Did you receive all your equipments on time?,0.0609367579321826,0.040488902731400565,0.0005763374974119325
1173003,2,What was your onboarding experience like?,Did you receive all your equipments on time?,0.0553750841892643,0.021711943776647234,0.000448507481890812
1173003,3,How would you rate the effectiveness of your onboarding process?,Did you receive all your equipments on time?,0.0715322008763116,0.053046124995175685,0.0001652342927187552
