QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146002,0.03700150729789152,0.326672335600907,0.326672335600907,0.3105464513397544
1146004,0.026008813685119193,0.22547619047619047,0.22547619047619047,0.22230436230436226
1173001,0.009087964334728638,0.28139860139860134,0.28139860139860134,0.25473609723609714
1173002,0.04334328412719575,0.2977350427350427,0.29773504273504275,0.2960705467372134
1173003,0.01664065059933786,0.2588023088023088,0.25880230880230876,0.25246848723931775
1173004,0.05328187377367208,0.3547354497354496,0.3547354497354497,0.3502088630921582
1173005,0.004826290882065391,0.12603535353535353,0.12603535353535353,0.12430707863202144
1213249,0.010706793381264587,0.3257659932659934,0.3257659932659933,0.319597601370294
1433792,0.021677036523022854,0.29967948717948717,0.29967948717948717,0.2686270685047612
5100002,0.019684023523700328,0.31749338624338624,0.31749338624338624,0.3010723205161507
5100003,0.03305254083709015,0.3721969696969697,0.3721969696969697,0.37099943534726143
500000002,0.024044406723595417,0.21773088023088022,0.21773088023088022,0.21300355591133688
500000003,0.03330870105186638,0.20861950549450553,0.20861950549450547,0.19735612962749396
500000005,0.02689091240770307,0.2632756132756133,0.2632756132756133,0.2584402181925402
500100002,0.038107979756696074,0.34328012401541813,0.3432801240154182,0.3362545220091855
500100003,0.04507303678601853,0.40269325037707393,0.40269325037707393,0.3986883290770944
500100004,0.018590391635172746,0.29583610833610835,0.2958361083361083,0.28827684761907746
500100005,0.01134601804200185,0.3040958605664488,0.30409586056644883,0.2949858002453284
500100006,0.009078337937864365,0.29103174603174603,0.291031746031746,0.2843484332314917
500100007,0.007596385471748059,0.227328431372549,0.227328431372549,0.21076459486266352
500100009,0.016779340721013693,0.292495126705653,0.292495126705653,0.2769814464757754
500100010,0.00804255110318573,0.24916666666666668,0.24916666666666668,0.2483101343101343
500100012,0.007187510196787454,0.18741315873668812,0.18741315873668812,0.182501120069336
500100013,0.04771779393713154,0.2918676231176231,0.2918676231176231,0.279758615532461
500100014,0.017889562401345507,0.2796886446886447,0.2796886446886447,0.2729370304111966
500100015,0.008413971951475124,0.21894771894771892,0.21894771894771894,0.21761503928170597
500100016,0.03293374652045312,0.3157228446934329,0.3157228446934329,0.30556998248247674
500100017,0.020612901000761873,0.24242424242424243,0.24242424242424243,0.24165876152832672
500100018,0.022682714163558944,0.20892114421526184,0.2089211442152618,0.20396502858892038
500100019,0.024327956191578407,0.26524344586319376,0.26524344586319376,0.2619312415959484
500100020,0.030862221626876934,0.32434531903793296,0.3243453190379329,0.315948001372455
500100021,0.022939042315410718,0.2502437912964229,0.2502437912964229,0.2407153602326016
500100022,0.02851618687736025,0.3014529914529915,0.3014529914529914,0.29721681663617144
500100023,0.025969154045131164,0.3329638108804775,0.3329638108804775,0.3125574077658231
500100024,0.011456946770307475,0.3262240405097548,0.3262240405097548,0.3168771856260399
500100025,0.032284584106871135,0.2743614718614718,0.2743614718614718,0.2655057374108808
500100026,0.03114083153776636,0.29862347473954615,0.29862347473954615,0.2729170632970483
500100027,0.00973093393434083,0.24190476190476184,0.24190476190476193,0.2380145016685617
500100028,0.02725113410341846,0.38782051282051283,0.38782051282051283,0.38743589743589746
500100030,0.027092099083785664,0.33883116883116887,0.3388311688311688,0.33182299855661
500100031,0.10916166724240402,0.40502402825932243,0.4050240282593224,0.3981665640196425
500100032,0.04462563613330476,0.2834188034188034,0.2834188034188034,0.26101889183506266
500100033,0.04960592505248101,0.312834040959041,0.312834040959041,0.3102050840445741
500100034,0.032922450136451085,0.3158327783327784,0.3158327783327784,0.3117483535920934
500100035,0.04741842861484213,0.34448653198653195,0.344486531986532,0.3422215084864355
500100036,0.05114496918879183,0.3524145516792575,0.3524145516792575,0.34317814873577684
500100038,0.054201675932977644,0.34806411453470276,0.34806411453470276,0.34265487738907957
500100039,0.01590576865237872,0.2674995569732412,0.2674995569732412,0.25236480557135127
500100040,0.014857971271531503,0.2389261664261664,0.2389261664261664,0.23586356386071852
500100041,0.023595507554458255,0.2601160413660414,0.2601160413660414,0.252159329850024
500100042,0.012369946039350163,0.2536821266968326,0.2536821266968326,0.24623904931039267
500100043,0.09968824788258665,0.43416666666666676,0.4341666666666667,0.42997979797979796
500100044,0.011345115470952717,0.31168706293706294,0.31168706293706294,0.305038411245505
500100046,0.04408169365662598,0.3917171717171718,0.3917171717171718,0.38929471240684066
500100047,0.02926223121079517,0.3256433494450412,0.32564334944504114,0.31449280684340536
500100048,0.038063164675943936,0.3844037444037445,0.38440374440374453,0.376440556718523
500100049,0.038193563665689614,0.25714441843989055,0.2571444184398906,0.25278256190785636
500100050,0.03474734840938506,0.28501453611747724,0.2850145361174773,0.2731170467168675
500100051,0.02116803609841813,0.25928798858146684,0.25928798858146684,0.2433825793562386
500100053,0.015238464468093984,0.23506453863596724,0.23506453863596719,0.23087530673451997
500100054,0.01785384429133838,0.23320834652104,0.23320834652104,0.21579988430165345
500100056,0.02068586787728745,0.27738546176046175,0.27738546176046175,0.26641544456307137
500100057,0.016988604396908184,0.38799603174603176,0.3879960317460317,0.3832180564533506
500100058,0.007806682948760899,0.2659810077877305,0.2659810077877305,0.25390062236251376
500100059,0.03179795340953186,0.2853663003663004,0.2853663003663004,0.27984008929242193
500100060,0.023527406911881907,0.2519208965637537,0.2519208965637537,0.24706393656847
500100061,0.02400038802135226,0.19928318549642077,0.19928318549642077,0.1905277198827855
500100063,0.04848532153968114,0.29501570767195767,0.2950157076719576,0.2884466706087718
500100064,0.037154378365492687,0.2144860347985348,0.2144860347985348,0.21197965622226705
500100065,0.07271377640682274,0.31789321789321784,0.3178932178932179,0.31432607710476296
500100066,0.03950772179200135,0.26109693877551016,0.26109693877551016,0.2573102524042374
