ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Full-time,1,0
0,0.0,Full-time,2,0
0,0.0,Full-time,3,0
0,0.0,Full-time,4,0
0,0.0,Full-time,5,0
1,0.0,Part-time 50%,1,0
1,0.0,Part-time 50%,2,0
1,0.0,Part-time 50%,3,0
1,0.0,Part-time 50%,4,0
1,0.0,Part-time 50%,5,0
2,0.0,Part-time 75%,1,0
2,0.0,Part-time 75%,2,0
2,0.0,Part-time 75%,3,0
2,0.0,Part-time 75%,4,0
2,0.0,Part-time 75%,5,0
3,0.0,Occasional,1,0
3,0.0,Occasional,2,0
3,0.0,Occasional,3,0
3,0.0,Occasional,4,0
3,0.0,Occasional,5,0
0,1.0,Less than 1 week,Yes,0
0,1.0,Less than 1 week,No,0
0,1.0,Less than 1 week,Partially,0
1,1.0,1-2 weeks,Yes,0
1,1.0,1-2 weeks,No,0
1,1.0,1-2 weeks,Partially,0
2,1.0,2-4 weeks,Yes,0
2,1.0,2-4 weeks,No,0
2,1.0,2-4 weeks,Partially,0
3,1.0,More than 4 weeks,Yes,0
3,1.0,More than 4 weeks,No,0
3,1.0,More than 4 weeks,Partially,0
0,2.0,1,Yes,0
0,2.0,1,No,0
0,2.0,1,Partially,0
1,2.0,2,Yes,0
1,2.0,2,No,0
1,2.0,2,Partially,0
2,2.0,3,Yes,0
2,2.0,3,No,0
2,2.0,3,Partially,0
3,2.0,4,Yes,0
3,2.0,4,No,0
3,2.0,4,Partially,0
4,2.0,5,Yes,0
4,2.0,5,No,0
4,2.0,5,Partially,0
0,3.0,Yes,1,0
0,3.0,Yes,2,0
0,3.0,Yes,3,0
0,3.0,Yes,4,0
0,3.0,Yes,5,0
0,3.0,Yes,6,0
0,3.0,Yes,7,0
0,3.0,Yes,8,0
0,3.0,Yes,9,0
0,3.0,Yes,10,0
1,3.0,No,1,0
1,3.0,No,2,0
1,3.0,No,3,0
1,3.0,No,4,0
1,3.0,No,5,0
1,3.0,No,6,0
1,3.0,No,7,0
1,3.0,No,8,0
1,3.0,No,9,0
1,3.0,No,10,0
