ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,Have you received any training or development programs since joining the company?,What is your role in the company?,0.12309149097933275
0,Have you received any training or development programs since joining the company?,How long have you been with the company?,0.1507556722888818
0,Have you received any training or development programs since joining the company?,Have you participated in any training or development programs provided by the company?,0.58846238483385
0,Have you received any training or development programs since joining the company?,How relevant do you find the topics covered in the training and development programs to your role and career growth?,0.09992367127033096
0,Have you received any training or development programs since joining the company?,Do you feel that the training and development programs have helped you acquire new skills or knowledge?,0.14055057460945863
0,Have you received any training or development programs since joining the company?,What types of training and development programs would you like to see offered in the future?,0.1394547171850918
0,Have you received any training or development programs since joining the company?,How can the company improve the delivery or format of existing training and development programs?,0.06758097431791184
0,Have you received any training or development programs since joining the company?,Any additional comments or suggestions regarding training and development programs?,0.07514995085264224
1,How would you rate the relevance of the training programs to your job responsibilities?,What is your role in the company?,0.053852233004558006
1,How would you rate the relevance of the training programs to your job responsibilities?,How long have you been with the company?,0.06595524618531728
1,How would you rate the relevance of the training programs to your job responsibilities?,Have you participated in any training or development programs provided by the company?,0.07615855827912194
1,How would you rate the relevance of the training programs to your job responsibilities?,How relevant do you find the topics covered in the training and development programs to your role and career growth?,0.23656131208416648
1,How would you rate the relevance of the training programs to your job responsibilities?,Do you feel that the training and development programs have helped you acquire new skills or knowledge?,0.11965509568655848
1,How would you rate the relevance of the training programs to your job responsibilities?,What types of training and development programs would you like to see offered in the future?,0.17000874333571178
1,How would you rate the relevance of the training programs to your job responsibilities?,How can the company improve the delivery or format of existing training and development programs?,0.07927800013586211
1,How would you rate the relevance of the training programs to your job responsibilities?,Any additional comments or suggestions regarding training and development programs?,0.03807927913956097
2,Have you experienced any significant changes in your job responsibilities since the training?,What is your role in the company?,0.0702324349442283
2,Have you experienced any significant changes in your job responsibilities since the training?,How long have you been with the company?,0.057344543002191384
2,Have you experienced any significant changes in your job responsibilities since the training?,Have you participated in any training or development programs provided by the company?,0.17902871850985821
2,Have you experienced any significant changes in your job responsibilities since the training?,How relevant do you find the topics covered in the training and development programs to your role and career growth?,0.047332148566411526
2,Have you experienced any significant changes in your job responsibilities since the training?,Do you feel that the training and development programs have helped you acquire new skills or knowledge?,0.042156352246484494
2,Have you experienced any significant changes in your job responsibilities since the training?,What types of training and development programs would you like to see offered in the future?,0.05575912141594809
2,Have you experienced any significant changes in your job responsibilities since the training?,How can the company improve the delivery or format of existing training and development programs?,0.03476662734731439
2,Have you experienced any significant changes in your job responsibilities since the training?,Any additional comments or suggestions regarding training and development programs?,0.0
3,How would you rate the effectiveness of the training programs in improving your job performance?,What is your role in the company?,0.06219841753961052
3,How would you rate the effectiveness of the training programs in improving your job performance?,How long have you been with the company?,0.06219841753961052
3,How would you rate the effectiveness of the training programs in improving your job performance?,Have you participated in any training or development programs provided by the company?,0.08029781176378895
3,How would you rate the effectiveness of the training programs in improving your job performance?,How relevant do you find the topics covered in the training and development programs to your role and career growth?,0.13985259165177377
3,How would you rate the effectiveness of the training programs in improving your job performance?,Do you feel that the training and development programs have helped you acquire new skills or knowledge?,0.1207853931853752
3,How would you rate the effectiveness of the training programs in improving your job performance?,What types of training and development programs would you like to see offered in the future?,0.17079942613515495
3,How would you rate the effectiveness of the training programs in improving your job performance?,How can the company improve the delivery or format of existing training and development programs?,0.08029781176378895
3,How would you rate the effectiveness of the training programs in improving your job performance?,Any additional comments or suggestions regarding training and development programs?,0.03591027310966287
4,Would you recommend the training programs to your colleagues?,What is your role in the company?,0.07812427026034686
4,Would you recommend the training programs to your colleagues?,How long have you been with the company?,0.07812427026034686
4,Would you recommend the training programs to your colleagues?,Have you participated in any training or development programs provided by the company?,0.07084043214418113
4,Would you recommend the training programs to your colleagues?,How relevant do you find the topics covered in the training and development programs to your role and career growth?,0.14728741415505367
4,Would you recommend the training programs to your colleagues?,Do you feel that the training and development programs have helped you acquire new skills or knowledge?,0.09690009614892206
4,Would you recommend the training programs to your colleagues?,What types of training and development programs would you like to see offered in the future?,0.05675072068095087
4,Would you recommend the training programs to your colleagues?,How can the company improve the delivery or format of existing training and development programs?,0.040110337763590895
4,Would you recommend the training programs to your colleagues?,Any additional comments or suggestions regarding training and development programs?,0.04943289364944359
5,Do you have any suggestions for improving the training programs?,What is your role in the company?,0.050580904312838224
5,Do you have any suggestions for improving the training programs?,How long have you been with the company?,0.08760869616261553
5,Do you have any suggestions for improving the training programs?,Have you participated in any training or development programs provided by the company?,0.07494251106701809
5,Do you have any suggestions for improving the training programs?,How relevant do you find the topics covered in the training and development programs to your role and career growth?,0.06716528945733122
5,Do you have any suggestions for improving the training programs?,Do you feel that the training and development programs have helped you acquire new skills or knowledge?,0.1655284345971365
5,Do you have any suggestions for improving the training programs?,What types of training and development programs would you like to see offered in the future?,0.048080671877069485
5,Do you have any suggestions for improving the training programs?,How can the company improve the delivery or format of existing training and development programs?,0.053137360280074854
5,Do you have any suggestions for improving the training programs?,Any additional comments or suggestions regarding training and development programs?,0.08760869616261553
