ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Very often,Executive/Senior Management,0
0,0.0,Very often,Manager,0
0,0.0,Very often,Staff/Employee,0
0,0.0,Very often,Intern,0
0,0.0,Very often,Other (please specify): __________________,0
1,0.0,Often,Executive/Senior Management,0
1,0.0,Often,Manager,0
1,0.0,Often,Staff/Employee,0
1,0.0,Often,Intern,0
1,0.0,Often,Other (please specify): __________________,0
2,0.0,Sometimes,Executive/Senior Management,0
2,0.0,Sometimes,Manager,0
2,0.0,Sometimes,Staff/Employee,0
2,0.0,Sometimes,Intern,0
2,0.0,Sometimes,Other (please specify): __________________,0
3,0.0,Rarely,Executive/Senior Management,0
3,0.0,Rarely,Manager,0
3,0.0,Rarely,Staff/Employee,0
3,0.0,Rarely,Intern,0
3,0.0,Rarely,Other (please specify): __________________,0
4,0.0,Never,Executive/Senior Management,0
4,0.0,Never,Manager,0
4,0.0,Never,Staff/Employee,0
4,0.0,Never,Intern,0
4,0.0,Never,Other (please specify): __________________,0
0,1.0,Recognition and rewards,Less than 1 year,0
0,1.0,Recognition and rewards,1-3 years,0
0,1.0,Recognition and rewards,3-5 years,0
0,1.0,Recognition and rewards,5-10 years,0
0,1.0,Recognition and rewards,More than 10 years,0
1,1.0,Sense of accomplishment,Less than 1 year,0
1,1.0,Sense of accomplishment,1-3 years,0
1,1.0,Sense of accomplishment,3-5 years,0
1,1.0,Sense of accomplishment,5-10 years,0
1,1.0,Sense of accomplishment,More than 10 years,0
2,1.0,Colleague and team recognition,Less than 1 year,0
2,1.0,Colleague and team recognition,1-3 years,0
2,1.0,Colleague and team recognition,3-5 years,0
2,1.0,Colleague and team recognition,5-10 years,0
2,1.0,Colleague and team recognition,More than 10 years,0
3,1.0,Other (please specify): __________________,Less than 1 year,0
3,1.0,Other (please specify): __________________,1-3 years,0
3,1.0,Other (please specify): __________________,3-5 years,0
3,1.0,Other (please specify): __________________,5-10 years,0
3,1.0,Other (please specify): __________________,More than 10 years,0
0,2.0,Yes,I feel extremely valued and appreciated.,0
0,2.0,Yes,I feel valued and appreciated.,0
0,2.0,Yes,"I feel somewhat valued, but there is room for improvement.",0
0,2.0,Yes,"I feel occasionally valued, but often overlooked.",0
0,2.0,Yes,I do not feel valued at all.,0
1,2.0,No,I feel extremely valued and appreciated.,0
1,2.0,No,I feel valued and appreciated.,0
1,2.0,No,"I feel somewhat valued, but there is room for improvement.",0
1,2.0,No,"I feel occasionally valued, but often overlooked.",0
1,2.0,No,I do not feel valued at all.,0
2,2.0,Undecided,I feel extremely valued and appreciated.,0
2,2.0,Undecided,I feel valued and appreciated.,0
2,2.0,Undecided,"I feel somewhat valued, but there is room for improvement.",0
2,2.0,Undecided,"I feel occasionally valued, but often overlooked.",0
2,2.0,Undecided,I do not feel valued at all.,0
0,4.0,Yes,Very satisfied,0
0,4.0,Yes,Satisfied,0
0,4.0,Yes,Neutral,0
0,4.0,Yes,Dissatisfied,0
0,4.0,Yes,Very dissatisfied,0
1,4.0,No,Very satisfied,0
1,4.0,No,Satisfied,0
1,4.0,No,Neutral,0
1,4.0,No,Dissatisfied,0
1,4.0,No,Very dissatisfied,0
2,4.0,Sometimes,Very satisfied,0
2,4.0,Sometimes,Satisfied,0
2,4.0,Sometimes,Neutral,0
2,4.0,Sometimes,Dissatisfied,0
2,4.0,Sometimes,Very dissatisfied,0
