QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,True,False,Expecting property name enclosed in double quotes: line 4 column 13 (char 62),-1,-1,0,0,0,-1,0,0
1146004,True,False,Expecting ':' delimiter: line 7 column 23 (char 202),-1,-1,0,0,0,-1,0,0
1173001,True,False,Invalid \escape: line 6 column 7 (char 139),-1,-1,0,0,0,-1,0,0
1173002,True,False,Invalid \escape: line 5 column 12 (char 49),-1,-1,0,0,0,-1,0,0
1173003,True,False,Expecting property name enclosed in double quotes: line 11 column 82 (char 1037),-1,-1,0,0,0,-1,0,0
1173004,True,True,'_TF_ANSWERS',1,3,0,3,0,-1,1.0,0.0
1173005,True,False,Expecting property name enclosed in double quotes: line 18 column 170 (char 1020),-1,-1,0,0,0,-1,0,0
1213249,True,False,Invalid \escape: line 5 column 26 (char 70),-1,-1,0,0,0,-1,0,0
1433792,True,False,Expecting property name enclosed in double quotes: line 8 column 6 (char 145),-1,-1,0,0,0,-1,0,0
5100002,True,False,Expecting property name enclosed in double quotes: line 5 column 17 (char 77),-1,-1,0,0,0,-1,0,0
5100003,True,False,Invalid \escape: line 12 column 6 (char 407),-1,-1,0,0,0,-1,0,0
500000002,True,False,Expecting value: line 7 column 28 (char 156),-1,-1,0,0,0,-1,0,0
500000003,True,False,Invalid \escape: line 6 column 6 (char 120),-1,-1,0,0,0,-1,0,0
500000005,True,False,Expecting value: line 11 column 25 (char 236),-1,-1,0,0,0,-1,0,0
500100002,True,False,Expecting property name enclosed in double quotes: line 7 column 209 (char 374),-1,-1,0,0,0,-1,0,0
500100003,True,False,Invalid \escape: line 8 column 6 (char 196),-1,-1,0,0,0,-1,0,0
500100004,True,False,Expecting property name enclosed in double quotes: line 8 column 5 (char 198),-1,-1,0,0,0,-1,0,0
500100005,True,False,Invalid \escape: line 7 column 6 (char 133),-1,-1,0,0,0,-1,0,0
500100006,True,False,Expecting property name enclosed in double quotes: line 5 column 6 (char 129),-1,-1,0,0,0,-1,0,0
500100007,True,False,Expecting property name enclosed in double quotes: line 13 column 9 (char 497),-1,-1,0,0,0,-1,0,0
500100008,True,False,Invalid \escape: line 6 column 13 (char 118),-1,-1,0,0,0,-1,0,0
