ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Very satisfied,Executive/Senior Management,0
0,0.0,Very satisfied,Manager,0
0,0.0,Very satisfied,Staff/Employee,0
1,0.0,Satisfied,Executive/Senior Management,0
1,0.0,Satisfied,Manager,0
1,0.0,Satisfied,Staff/Employee,0
2,0.0,Neutral,Executive/Senior Management,0
2,0.0,Neutral,Manager,0
2,0.0,Neutral,Staff/Employee,0
3,0.0,Dissatisfied,Executive/Senior Management,0
3,0.0,Dissatisfied,Manager,0
3,0.0,Dissatisfied,Staff/Employee,0
4,0.0,Very dissatisfied,Executive/Senior Management,0
4,0.0,Very dissatisfied,Manager,0
4,0.0,Very dissatisfied,Staff/Employee,0
0,1.0,Always,1,0
0,1.0,Always,2,0
0,1.0,Always,3,0
0,1.0,Always,4,0
0,1.0,Always,5,0
0,1.0,Always,6,0
0,1.0,Always,7,0
0,1.0,Always,8,0
0,1.0,Always,9,0
0,1.0,Always,10,0
1,1.0,Most of the time,1,0
1,1.0,Most of the time,2,0
1,1.0,Most of the time,3,0
1,1.0,Most of the time,4,0
1,1.0,Most of the time,5,0
1,1.0,Most of the time,6,0
1,1.0,Most of the time,7,0
1,1.0,Most of the time,8,0
1,1.0,Most of the time,9,0
1,1.0,Most of the time,10,0
2,1.0,Some of the time,1,0
2,1.0,Some of the time,2,0
2,1.0,Some of the time,3,0
2,1.0,Some of the time,4,0
2,1.0,Some of the time,5,0
2,1.0,Some of the time,6,0
2,1.0,Some of the time,7,0
2,1.0,Some of the time,8,0
2,1.0,Some of the time,9,0
2,1.0,Some of the time,10,0
3,1.0,Never,1,0
3,1.0,Never,2,0
3,1.0,Never,3,0
3,1.0,Never,4,0
3,1.0,Never,5,0
3,1.0,Never,6,0
3,1.0,Never,7,0
3,1.0,Never,8,0
3,1.0,Never,9,0
3,1.0,Never,10,0
0,2.0,Always,More than once a trimester,0
0,2.0,Always,Once a trimester,0
0,2.0,Always,Once a semester,0
0,2.0,Always,Once a year,0
0,2.0,Always,Never,0
0,2.0,Always,Other (please specify),0
1,2.0,Most of the time,More than once a trimester,0
1,2.0,Most of the time,Once a trimester,0
1,2.0,Most of the time,Once a semester,0
1,2.0,Most of the time,Once a year,0
1,2.0,Most of the time,Never,0
1,2.0,Most of the time,Other (please specify),0
2,2.0,About half the time,More than once a trimester,0
2,2.0,About half the time,Once a trimester,0
2,2.0,About half the time,Once a semester,0
2,2.0,About half the time,Once a year,0
2,2.0,About half the time,Never,0
2,2.0,About half the time,Other (please specify),0
3,2.0,Less than half the time,More than once a trimester,0.08970612889970507
3,2.0,Less than half the time,Once a trimester,0.0
3,2.0,Less than half the time,Once a semester,0.0
3,2.0,Less than half the time,Once a year,0.0
3,2.0,Less than half the time,Never,0.0
3,2.0,Less than half the time,Other (please specify),0.0
4,2.0,Never,More than once a trimester,0
4,2.0,Never,Once a trimester,0
4,2.0,Never,Once a semester,0
4,2.0,Never,Once a year,0
4,2.0,Never,Never,1.0
4,2.0,Never,Other (please specify),0
0,3.0,Very positive,Yes,0
0,3.0,Very positive,No,0
0,3.0,Very positive,Sometimes,0
1,3.0,Positive,Yes,0
1,3.0,Positive,No,0
1,3.0,Positive,Sometimes,0
2,3.0,Neutral,Yes,0
2,3.0,Neutral,No,0
2,3.0,Neutral,Sometimes,0
3,3.0,Negative,Yes,0
3,3.0,Negative,No,0
3,3.0,Negative,Sometimes,0
4,3.0,Very negative,Yes,0
4,3.0,Very negative,No,0
4,3.0,Very negative,Sometimes,0
0,4.0,Always,"Yes, absolutely",0
0,4.0,Always,"Yes, in some points",0
0,4.0,Always,Generally not so much,0
0,4.0,Always,Not at all,0
1,4.0,Most of the time,"Yes, absolutely",0
1,4.0,Most of the time,"Yes, in some points",0
1,4.0,Most of the time,Generally not so much,0
1,4.0,Most of the time,Not at all,0
2,4.0,Some of the time,"Yes, absolutely",0
2,4.0,Some of the time,"Yes, in some points",0
2,4.0,Some of the time,Generally not so much,0
2,4.0,Some of the time,Not at all,0
3,4.0,Occasionally,"Yes, absolutely",0
3,4.0,Occasionally,"Yes, in some points",0
3,4.0,Occasionally,Generally not so much,0
3,4.0,Occasionally,Not at all,0
4,4.0,Rarely,"Yes, absolutely",0
4,4.0,Rarely,"Yes, in some points",0
4,4.0,Rarely,Generally not so much,0
4,4.0,Rarely,Not at all,0
5,4.0,Never,"Yes, absolutely",0
5,4.0,Never,"Yes, in some points",0
5,4.0,Never,Generally not so much,0
5,4.0,Never,Not at all,0
