ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Yes,Executive/Senior Management,0
0,0.0,Yes,Manager,0
0,0.0,Yes,Staff/Employee,0
0,0.0,Yes,Intern,0
0,0.0,Yes,Other (please specify): __________________,0
1,0.0,No,Executive/Senior Management,0
1,0.0,No,Manager,0
1,0.0,No,Staff/Employee,0
1,0.0,No,Intern,0
1,0.0,No,Other (please specify): __________________,0
0,1.0,Strongly agree,Less than 1 year,0
0,1.0,Strongly agree,1-3 years,0
0,1.0,Strongly agree,3-5 years,0
0,1.0,Strongly agree,5-10 years,0
0,1.0,Strongly agree,More than 10 years,0
1,1.0,Agree,Less than 1 year,0
1,1.0,Agree,1-3 years,0
1,1.0,Agree,3-5 years,0
1,1.0,Agree,5-10 years,0
1,1.0,Agree,More than 10 years,0
2,1.0,Neutral,Less than 1 year,0
2,1.0,Neutral,1-3 years,0
2,1.0,Neutral,3-5 years,0
2,1.0,Neutral,5-10 years,0
2,1.0,Neutral,More than 10 years,0
3,1.0,Disagree,Less than 1 year,0
3,1.0,Disagree,1-3 years,0
3,1.0,Disagree,3-5 years,0
3,1.0,Disagree,5-10 years,0
3,1.0,Disagree,More than 10 years,0
4,1.0,Strongly disagree,Less than 1 year,0
4,1.0,Strongly disagree,1-3 years,0
4,1.0,Strongly disagree,3-5 years,0
4,1.0,Strongly disagree,5-10 years,0
4,1.0,Strongly disagree,More than 10 years,0
0,2.0,Always,Very inclusive and diverse,0
0,2.0,Always,Somewhat inclusive and diverse,0
0,2.0,Always,Neutral,0
0,2.0,Always,Not very inclusive and diverse,0
0,2.0,Always,Not inclusive and diverse at all,0
1,2.0,Usually,Very inclusive and diverse,0
1,2.0,Usually,Somewhat inclusive and diverse,0
1,2.0,Usually,Neutral,0
1,2.0,Usually,Not very inclusive and diverse,0
1,2.0,Usually,Not inclusive and diverse at all,0
2,2.0,Sometimes,Very inclusive and diverse,0
2,2.0,Sometimes,Somewhat inclusive and diverse,0
2,2.0,Sometimes,Neutral,0
2,2.0,Sometimes,Not very inclusive and diverse,0
2,2.0,Sometimes,Not inclusive and diverse at all,0
3,2.0,Never,Very inclusive and diverse,0
3,2.0,Never,Somewhat inclusive and diverse,0
3,2.0,Never,Neutral,0
3,2.0,Never,Not very inclusive and diverse,0
3,2.0,Never,Not inclusive and diverse at all,0
0,3.0,Always,"Yes, always",0
0,3.0,Always,"Yes, sometimes",0
0,3.0,Always,"No, not often",0
0,3.0,Always,"No, never",0
1,3.0,Usually,"Yes, always",0
1,3.0,Usually,"Yes, sometimes",0
1,3.0,Usually,"No, not often",0
1,3.0,Usually,"No, never",0
2,3.0,Sometimes,"Yes, always",0
2,3.0,Sometimes,"Yes, sometimes",0
2,3.0,Sometimes,"No, not often",0
2,3.0,Sometimes,"No, never",0
3,3.0,Never,"Yes, always",0
3,3.0,Never,"Yes, sometimes",0
3,3.0,Never,"No, not often",0
3,3.0,Never,"No, never",0
0,4.0,Always,Very comfortable,0
0,4.0,Always,Comfortable,0
0,4.0,Always,Neutral,0
0,4.0,Always,Uncomfortable,0
0,4.0,Always,Very uncomfortable,0
1,4.0,Usually,Very comfortable,0
1,4.0,Usually,Comfortable,0
1,4.0,Usually,Neutral,0
1,4.0,Usually,Uncomfortable,0
1,4.0,Usually,Very uncomfortable,0
2,4.0,Sometimes,Very comfortable,0
2,4.0,Sometimes,Comfortable,0
2,4.0,Sometimes,Neutral,0
2,4.0,Sometimes,Uncomfortable,0
2,4.0,Sometimes,Very uncomfortable,0
3,4.0,Never,Very comfortable,0
3,4.0,Never,Comfortable,0
3,4.0,Never,Neutral,0
3,4.0,Never,Uncomfortable,0
3,4.0,Never,Very uncomfortable,0
0,5.0,Always,"Yes, always",0
0,5.0,Always,"Yes, sometimes",0
0,5.0,Always,"No, not often",0
0,5.0,Always,"No, never",0
1,5.0,Usually,"Yes, always",0
1,5.0,Usually,"Yes, sometimes",0
1,5.0,Usually,"No, not often",0
1,5.0,Usually,"No, never",0
2,5.0,Sometimes,"Yes, always",0
2,5.0,Sometimes,"Yes, sometimes",0
2,5.0,Sometimes,"No, not often",0
2,5.0,Sometimes,"No, never",0
3,5.0,Never,"Yes, always",0
3,5.0,Never,"Yes, sometimes",0
3,5.0,Never,"No, not often",0
3,5.0,Never,"No, never",0
