QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1173003,0.0,0,Very satisfied,Yes,0.0,0.0,0.0
1173003,0.0,1,Somewhat satisfied,Yes,0.0,0.0,0.0
1173003,0.0,2,Neutral,Yes,0.0,0.0,0.0
1173003,0.0,3,Somewhat unsatisfied,Yes,0.0,0.0,0.0
1173003,0.0,4,Very unsatisfied,Yes,0.0,0.0,0.0
1173003,1.0,0,"Yes, definitely",Yes,0.0,0.0,0.0
1173003,1.0,1,"Yes, to some extent",Yes,0.0,0.0,0.0
1173003,1.0,2,"No, not really",Yes,0.0,0.0,0.0
1173003,1.0,3,"No, not at all",Yes,0.0,0.0,0.0
1173003,2.0,0,"Yes, definitely",Strongly agree,0.0,0.0,0.0
1173003,2.0,1,"Yes, to some extent",Strongly agree,0.0,0.0,0.0
1173003,2.0,2,"No, not really",Strongly agree,0.0,0.0,0.0
1173003,2.0,3,"No, not at all",Strongly agree,0.0,0.0,0.0
1173003,3.0,0,Less than 1 month,Strongly agree,0.0,0.0,0.0
1173003,3.0,1,1-3 months,Strongly agree,0.0,0.0,0.0
1173003,3.0,2,3-6 months,Strongly agree,0.0,0.0,0.0
1173003,3.0,3,6-12 months,Strongly agree,0.0,0.0,0.0
1173003,3.0,4,More than 12 months,Strongly agree,0.0,0.0,0.0
500100014,0.0,0,Executive/Senior Management,Executive/Senior Management,1.0,0.3333333333333333,0.33333333333333337
500100014,0.0,1,Manager,Manager,1.0,0.3333333333333333,0.33333333333333337
500100014,0.0,2,Staff/Employee,Staff/Employee,1.0,0.3333333333333333,0.33333333333333337
500100014,0.0,3,Intern,Executive/Senior Management,0.0,0.0,0.0
500100014,1.0,0,Less than 1 year,Less than 1 year,1.0,0.22149646762547973,0.19156225678912667
500100014,1.0,1,1-3 years,1-3 years,1.0,0.28816319393013534,0.16470373746904934
500100014,1.0,2,3-5 years,3-5 years,1.0,0.2881631939301354,0.16470373746904934
500100014,1.0,3,5-10 years,5-10 years,1.0,0.28816319393013534,0.16470373746904932
500100014,1.0,4,More than 10 years,More than 10 years,1.0,0.2859858705019188,0.15931755535090708
500100014,2.0,0,"Yes, always",1,0.0,0.0,0.0
500100014,2.0,1,"Yes, sometimes",1,0.0,0.0,0.0
500100014,2.0,2,"No, not often",1,0.0,0.0,0.0
500100014,2.0,3,"No, never",1,0.0,0.0,0.0
