ID,GENERATED,GROUND_TRUTH,R1_PRECISION,R1_RECALL,R1_F1_SCORE,R2_PRECISION,R2_RECALL,R2_F1_SCORE,RL_PRECISION,RL_RECALL,RL_F1_SCORE
0,How would you rate the onboarding process in your current company?,Were you introduced to colleagues from your team or other departments?,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182
0,How would you rate the onboarding process in your current company?,Did you receive all your equipments on time?,0.18181818181818182,0.25,0.2105263157894737,0.0,0.0,0.0,0.18181818181818182,0.25,0.2105263157894737
0,How would you rate the onboarding process in your current company?,Is your workplace/office is comfortable and adeguate to your needs and assigned tasks.,0.09090909090909091,0.07142857142857142,0.08,0.0,0.0,0.0,0.09090909090909091,0.07142857142857142,0.08
0,How would you rate the onboarding process in your current company?,Did you receive an adeguate Training?,0.09090909090909091,0.16666666666666666,0.11764705882352942,0.0,0.0,0.0,0.09090909090909091,0.16666666666666666,0.11764705882352942
0,How would you rate the onboarding process in your current company?,Would you recommend joining our company to other colleagues?,0.2727272727272727,0.3333333333333333,0.3,0.1,0.125,0.11111111111111112,0.2727272727272727,0.3333333333333333,0.3
0,How would you rate the onboarding process in your current company?,Would you like to add any additional comment for us to improve our onboarding program?,0.2727272727272727,0.2,0.23076923076923075,0.1,0.07142857142857142,0.08333333333333333,0.2727272727272727,0.2,0.23076923076923075
1,Did you feel welcome and part of the team during your onboarding process?,Were you introduced to colleagues from your team or other departments?,0.23076923076923078,0.2727272727272727,0.24999999999999994,0.0,0.0,0.0,0.15384615384615385,0.18181818181818182,0.16666666666666669
1,Did you feel welcome and part of the team during your onboarding process?,Did you receive all your equipments on time?,0.23076923076923078,0.375,0.2857142857142857,0.08333333333333333,0.14285714285714285,0.10526315789473685,0.23076923076923078,0.375,0.2857142857142857
1,Did you feel welcome and part of the team during your onboarding process?,Is your workplace/office is comfortable and adeguate to your needs and assigned tasks.,0.15384615384615385,0.14285714285714285,0.14814814814814817,0.0,0.0,0.0,0.15384615384615385,0.14285714285714285,0.14814814814814817
1,Did you feel welcome and part of the team during your onboarding process?,Did you receive an adeguate Training?,0.15384615384615385,0.3333333333333333,0.21052631578947367,0.08333333333333333,0.2,0.11764705882352941,0.15384615384615385,0.3333333333333333,0.21052631578947367
