QUESTIONNAIRE_ID,ASW_ROUGE_SCORE_MEAN,ASW_ROUGE_SCORE_VAR,QST_ROUGE_SCORE_MEAN,QST_ROUGE_SCORE_VAR
1146002,0.0,0.0,0.1673734880256619,0.0009347355257577762
1146004,0.075,0.07115384615384615,0.0,0.0
1173001,,,,
1173002,,,,
1173003,0.1,0.09473684210526317,0.22788479494361844,0.00035289961566093667
1173004,0.0,0.0,0.0714285714285714,0.015306122448979578
1173005,,,,
1213249,0.02797619047619047,0.002204979213907784,0.35,0.045
1433792,,,,
5100002,,,,
5100003,,,,
500000002,,,,
500000003,,,,
500000005,0.0,0.0,0.48459540459540457,0.014784448318913845
500100002,0.13333333333333333,0.12380952380952379,0.3629038304797318,0.020510753853624976
500100003,0.08974358974358973,0.04914529914529914,0.36650175469043395,0.007601309764867848
500100004,0.17808641975308642,0.07173737190349391,0.29175092218570475,0.007723367389737566
500100005,0.375,0.25,0.4107609874620382,0.014314454157763648
500100006,0.1586452762923351,0.07346756333387348,0.3074484959675878,0.0038954120277560236
500100007,,,,
500100008,0.21052631578947367,0.1754385964912281,0.2643185799270992,0.0010960466274787255
500100009,0.0,0.0,0.2122605799076387,0.002790265079627865
500100010,,,,
500100011,0.42857142857142855,0.2637362637362637,0.3484349922483797,0.002614708133901929
500100012,0.05,0.04999999999999999,0.4591578947368421,0.007237927518890655
500100013,0.3076923076923077,0.22153846153846155,0.37713807393117743,0.002797938919669075
500100014,,,,
500100015,0.04727272727272727,0.040716253443526175,0.35508278271436167,0.01131616456044452
500100016,0.05,0.04999999999999999,0.3438405797101449,0.010289329972694813
500100017,0.0,0.0,0.3758766962632372,0.012200047117221531
500100018,,,,
500100019,0.19999999999999998,0.15272727272727277,0.2456401235610127,0.014153355504706854
500100020,0.4444444444444444,0.19444444444444445,0.40462241997280923,0.0021612427088292595
500100021,0.12962962962962962,0.06790123456790122,0.3159268804430095,0.012274708915824082
500100022,,,,
500100023,0.0,0.0,0.29732489732489725,0.011241366510295114
500100024,0.07291666666666666,0.04062500000000001,0.37976255875370835,0.00721171956413705
500100025,,,,
500100026,,,,
500100027,,,,
500100028,,,,
500100029,0.03246753246753246,0.004769400873296975,0.2735114573100843,0.0011559439136092392
500100030,0.21666666666666665,0.1289473684210526,0.1661517132105367,0.005314854414850918
500100031,0.05,0.04999999999999999,0.221668487333449,0.012503521419492304
500100032,0.42857142857142855,0.2637362637362637,0.35263895031696885,0.004758786682344441
500100033,0.0,0.0,0.28460620778371676,0.0002803074529030769
500100034,0.0,0.0,0.32669552669552665,0.0012010019802227599
500100035,0.06666666666666667,0.06666666666666668,0.2904403004403004,0.003980805766508953
500100036,0.0,0.0,0.2984549441786284,0.0006906328775033119
500100037,,,,
500100038,0.18,0.1122105263157895,0.38953103227296776,0.00014782278975948107
500100039,,,,
500100040,0.050793650793650794,0.011690602166792642,0.40958472376714866,0.004701099932648773
500100041,,,,
500100042,,,,
500100043,0.20643939393939395,0.08519933183509738,0.4680998098235949,0.0022134959376193617
500100044,0.0,0.0,0.23486652488467366,0.007146028664761115
500100045,0.1316454757363848,0.021342995810669042,0.3123464609591612,0.02268525095833509
500100046,,,,
500100047,0.0,0.0,0.278034188034188,0.006101943166045728
500100048,,,,
500100049,0.0,0.0,0.3128167099246076,0.0058571054954380366
500100050,0.0,0.0,0.21996825396825392,0.008345507684555303
500100051,0.03333333333333333,0.022222222222222223,0.4786598275953598,0.008616583359061541
500100052,0.0,0.0,0.5018630678077683,0.009179101725753811
500100053,,,,
500100054,0.11494252873563217,0.09742747673782157,0.3556642752794898,0.012051143190714804
500100055,,,,
500100056,0.20098039215686272,0.06920615468409584,0.3408643892339544,0.003653364898259238
500100057,,,,
500100058,0.16944444444444443,0.11709339774557169,0.28047582669431403,0.004787867875348852
500100059,0.26666666666666666,0.08011695906432749,0.4875056689342404,0.013839041860130305
500100060,0.03055555555555555,0.008852171136653895,0.4319478887801868,0.005256912798703707
500100061,,,,
500100062,,,,
500100063,0.1090407177363699,0.03897946237490752,0.4144973740502196,0.020456247199364733
500100064,0.44,0.2566666666666667,0.4104343857847751,0.036337048148774344
500100065,0.09928571428571428,0.061814715359828146,0.44753401360544215,0.007485808003839085
500100066,,,,
