QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,0.0,0.0,0.06988995767982606,0.0012241887669348476
1146004,0.075,0.07115384615384615,0.0,0.0
1173001,,,,
1173002,,,,
1173003,0.1,0.09473684210526317,0.07059605117176741,0.0009958347061771915
1173004,0.0,0.0,0.018633505243349866,0.001041622552961841
1173005,,,,
1213249,0.0,0.0,0.1473882447995661,0.021600437194554394
1433792,,,,
5100002,,,,
5100003,,,,
500000002,,,,
500000003,,,,
500000005,0.0,0.0,0.1658791415048144,0.008620416951099158
500100002,0.13333333333333333,0.12380952380952379,0.26683269391981546,0.01393717321203734
500100003,0.0,0.0,0.26034454671091906,0.010707617532400763
500100004,0.06347301763714787,0.02522190575445039,0.11122540922155438,0.00436393347949847
500100005,0.375,0.25,0.23498914308131794,0.013666847666009693
500100006,0.058823529411764705,0.058823529411764705,0.13154916185300666,0.0007715144812815319
500100007,,,,
500100008,0.21052631578947367,0.1754385964912281,0.18987062490121973,0.00012102807308235502
500100009,0.0,0.0,0.07776838645065164,0.0009439032592720828
500100010,,,,
500100011,0.42857142857142855,0.2637362637362637,0.26312198996647734,0.0028878665009149187
500100012,0.05,0.04999999999999999,0.3173435607823281,0.00780172140415514
500100013,0.3076923076923077,0.22153846153846155,0.2464728741851042,0.0014488801853540364
500100014,,,,
500100015,0.04309128622138902,0.039981294077447986,0.230530326019451,0.005379194192496153
500100016,0.05,0.04999999999999999,0.1406871683080193,0.011991667477808473
500100017,0.0,0.0,0.1723191629200555,0.006376750030627285
500100018,,,,
500100019,0.17794293378293025,0.14894054114652908,0.11851723098099747,0.009379380181275283
500100020,0.2222222222222222,0.19444444444444445,0.18897533064997668,0.0029266786199070643
500100021,0.0,0.0,0.12664520941635266,0.011234802620988938
500100022,,,,
500100023,0.0,0.0,0.12725322451600032,0.011525112089405848
500100024,0.0,0.0,0.2343826540626329,0.00423286474813578
500100025,,,,
500100026,,,,
500100027,,,,
500100028,,,,
500100029,0.0,0.0,0.09761129655508671,0.00017390348110182853
500100030,0.11861648705529518,0.09410091042259024,0.06856115288778449,0.0016076346331496845
500100031,0.05,0.04999999999999999,0.06607479604259275,0.0009706223523584766
500100032,0.42857142857142855,0.2637362637362637,0.184546711329039,0.002132256852895292
500100033,0.0,0.0,0.11604122324248631,0.0033694535401648795
500100034,0.0,0.0,0.18029507688221927,0.0022644242351685068
500100035,0.06666666666666667,0.06666666666666668,0.12263173272411428,0.001809782581173478
500100036,0.0,0.0,0.17314783047994628,0.005974618626999552
500100037,,,,
500100038,0.061291470175179864,0.050019293337826114,0.19500226968953788,0.00026714280990734074
500100039,,,,
500100040,0.007728215553472551,0.0005972531564093504,0.2419618905088821,0.000968332558681779
500100041,,,,
500100042,,,,
500100043,0.10738209330549615,0.05121869416058193,0.2596113286261916,0.002744473325971215
500100044,0.0,0.0,0.10014627211994664,0.0035761297604190176
500100045,0.03137414624407377,0.002273398573571281,0.07154937069070573,0.0025146013607252648
500100046,,,,
500100047,0.0,0.0,0.06803777722374298,0.0008455942735877036
500100048,,,,
500100049,0.0,0.0,0.058096460733821374,0.00021329393522663345
500100050,0.0,0.0,0.0669274363293309,0.0017070842309910828
500100051,0.0,0.0,0.31501054402229356,0.021520300457444887
500100052,0.0,0.0,0.2846518203053416,0.00434249256236041
500100053,,,,
500100054,0.10344827586206896,0.09605911330049259,0.18150971609840524,0.02365286532314077
500100055,,,,
500100056,0.0,0.0,0.13857030067374895,0.004928537087046592
500100057,,,,
500100058,0.13695394149695037,0.11206494182332481,0.10557654577799162,0.001081965557475193
500100059,0.05640609002423028,0.003504469695634847,0.32881211818973105,0.00903078171027254
500100060,0.003582744604246617,0.0003850817669777472,0.2785493960991404,0.007203159163244748
500100061,,,,
500100062,,,,
500100063,0.007968759384160487,0.00047744979079824694,0.1971068487386268,0.01709656062484939
500100064,0.44,0.2566666666666667,0.2316994749520837,0.042796763700957974
500100065,0.06269197877421098,0.050516334914343305,0.24350238826310364,0.010249947800895947
500100066,,,,
