QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
1146002,0.0,0,Always,Completely Disagree,0.0,0.0,0.0
1146002,0.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,0.0,2,Rarely,Completely Disagree,0.0,0.0,0.0
1146002,0.0,3,Never,Completely Disagree,0.0,0.0,0.0
1146002,1.0,0,Always,Completely Disagree,0.0,0.0,0.0
1146002,1.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,1.0,2,Rarely,Completely Disagree,0.0,0.0,0.0
1146002,1.0,3,Never,Completely Disagree,0.0,0.0,0.0
1146002,2.0,0,Always,Completely Disagree,0.0,0.0,0.0
1146002,2.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,2.0,2,Rarely,Completely Disagree,0.0,0.0,0.0
1146002,2.0,3,Never,Completely Disagree,0.0,0.0,0.0
1146002,3.0,0,Always,Completely Disagree,0.0,0.0,0.0
1146002,3.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,3.0,2,Rarely,Completely Disagree,0.0,0.0,0.0
1146002,3.0,3,Never,Completely Disagree,0.0,0.0,0.0
1146002,4.0,0,Always,Completely Disagree,0.0,0.0,0.0
1146002,4.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,4.0,2,Rarely,Completely Disagree,0.0,0.0,0.0
1146002,4.0,3,Never,Completely Disagree,0.0,0.0,0.0
1146002,5.0,0,Always,Completely Disagree,0.0,0.0,0.0
1146002,5.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,5.0,2,Rarely,Completely Disagree,0.0,0.0,0.0
1146002,5.0,3,Never,Completely Disagree,0.0,0.0,0.0
1146002,6.0,0,Always,Completely Disagree,0.0,0.0,0.0
1146002,6.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,6.0,2,Rarely,Completely Disagree,0.0,0.0,0.0
1146002,6.0,3,Never,Completely Disagree,0.0,0.0,0.0
1146004,0.0,0,1,Happy,0.0,0.0,0.0
1146004,0.0,1,2,Happy,0.0,0.0,0.0
1146004,0.0,2,3,Happy,0.0,0.0,0.0
1146004,0.0,3,4,Happy,0.0,0.0,0.0
1146004,0.0,4,5,Happy,0.0,0.0,0.0
1146004,0.0,5,6,Happy,0.0,0.0,0.0
1146004,0.0,6,7,Happy,0.0,0.0,0.0
1146004,0.0,7,8,Happy,0.0,0.0,0.0
1146004,0.0,8,9,Happy,0.0,0.0,0.0
1146004,0.0,9,10,Happy,0.0,0.0,0.0
1146004,1.0,0,Strongly agree,Happy,0.0,0.0,0.0
1146004,1.0,1,Somewhat agree,Happy,0.0,0.0,0.0
1146004,1.0,2,Neutral,Neutral,1.0,0.3333333333333333,0.33333333333333337
1146004,1.0,3,Somewhat disagree,Happy,0.0,0.0,0.0
1146004,1.0,4,Strongly disagree,Happy,0.0,0.0,0.0
1146004,2.0,0,Always,Happy,0.0,0.0,0.0
1146004,2.0,1,Most of the time,Happy,0.0,0.0,0.0
1146004,2.0,2,Sometimes,Happy,0.0,0.0,0.0
1146004,2.0,3,Rarely,Happy,0.0,0.0,0.0
1146004,2.0,4,Never,Happy,0.0,0.0,0.0
1146004,3.0,0,Very noisy,Happy,0.0,0.0,0.0
1146004,3.0,1,Noisy,Happy,0.0,0.0,0.0
1146004,3.0,2,Moderate,Happy,0.0,0.0,0.0
1146004,3.0,3,Quiet,Happy,0.0,0.0,0.0
1146004,3.0,4,Very quiet,Happy,0.0,0.0,0.0
1146004,4.0,0,Strongly agree,Happy,0.0,0.0,0.0
1146004,4.0,1,Somewhat agree,Happy,0.0,0.0,0.0
1146004,4.0,2,Neutral,Neutral,1.0,0.3333333333333333,0.33333333333333337
1146004,4.0,3,Somewhat disagree,Happy,0.0,0.0,0.0
1146004,4.0,4,Strongly disagree,Happy,0.0,0.0,0.0
1146004,5.0,0,Too cold,Happy,0.0,0.0,0.0
1146004,5.0,1,Slightly cold,Happy,0.0,0.0,0.0
1146004,5.0,2,Just right,Happy,0.0,0.0,0.0
1146004,5.0,3,Slightly warm,Happy,0.0,0.0,0.0
1146004,5.0,4,Too warm,Happy,0.0,0.0,0.0
1146004,6.0,0,Strongly agree,Happy,0.0,0.0,0.0
1146004,6.0,1,Somewhat agree,Happy,0.0,0.0,0.0
1146004,6.0,2,Neutral,Neutral,1.0,0.3333333333333333,0.33333333333333337
1146004,6.0,3,Somewhat disagree,Happy,0.0,0.0,0.0
1146004,6.0,4,Strongly disagree,Happy,0.0,0.0,0.0
1173003,0.0,0,Yes,Yes,1.0,0.5,0.5
1173003,0.0,1,No,No,1.0,0.5,0.5
1173003,1.0,0,Very important,Yes,0.0,0.0,0.0
1173003,1.0,1,Important,Yes,0.0,0.0,0.0
1173003,1.0,2,Neutral,Yes,0.0,0.0,0.0
1173003,1.0,3,Not important,Yes,0.0,0.0,0.0
1173003,1.0,4,Not important at all,Yes,0.0,0.0,0.0
1173003,2.0,0,Meeting new colleagues,Strongly agree,0.0,0.0,0.0
1173003,2.0,1,Learning about the company's culture and values,Strongly agree,0.0,0.0,0.0
1173003,2.0,2,Getting familiar with the tools and software,Strongly agree,0.0,0.0,0.0
1173003,2.0,3,Understanding the company's goals and vision,Strongly agree,0.0,0.0,0.0
1173003,3.0,0,Not having a mentor or guide,Strongly agree,0.0,0.0,0.0
1173003,3.0,1,Lack of communication with team members,Strongly agree,0.0,0.0,0.0
1173003,3.0,2,Not feeling part of the team,Strongly agree,0.0,0.0,0.0
1173003,3.0,3,Not understanding the company's processes and procedures,Strongly agree,0.0,0.0,0.0
1173003,4.0,0,Very organized,Not at all likely,0.0,0.0,0.0
