QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
1146002,0,Do you feel that your work is valued and appreciated?,I often work overtime and I don't have time for myself,0.1818181818181818,0.11675181960896244,0.004515458814531169
1146002,1,Do you feel like you have enough time to complete your tasks?,I often feel overwhelmed by tasks which I'm not sure to complete in time,0.2222222222222222,0.12697239815466413,0.0032158722412267346
1146002,2,Do you feel that your work environment is safe and secure?,I often work overtime and I don't have time for myself,0.1739130434782608,0.11212891722636845,0.004143034520282155
1146002,3,Do you feel that your work is meaningful and makes a difference?,I often work overtime and I don't have time for myself,0.1666666666666666,0.10786092214663638,0.003815442696773005
1146002,4,Do you feel that you have the resources and support you need to do your job effectively?,I often feel overwhelmed by tasks which I'm not sure to complete in time,0.125,0.08826549428548847,0.0009148012966151473
1146002,5,Do you feel that your workload is manageable and not overwhelming?,I often feel overwhelmed by tasks which I'm not sure to complete in time,0.1538461538461538,0.10920708318438022,0.0015103723766429914
1146002,6,Do you feel that your work allows you to maintain a healthy work-life balance?,I don't feel 100% comfortable working with some of my colleagues.,0.1481481481481481,0.10468800912349296,0.0013176413505046338
1146004,0,"On a scale of 1 to 10, how would you rate the overall cleanliness of your workplace?",Working Environment,0.0,0.0,0.0
1146004,1,Do you feel that your workplace encourages creativity and innovation?,Working Environment,0.0,0.0,0.0
1146004,2,How often do you feel the need to clean your workspace?,Working Environment,0.0,0.0,0.0
1146004,3,How noisy is your workplace?,Working Environment,0.0,0.0,0.0
1146004,4,Do you feel that your workplace is conducive to good health and well-being?,Working Environment,0.0,0.0,0.0
1146004,5,How would you rate the temperature of your workplace?,Working Environment,0.0,0.0,0.0
1146004,6,Do you feel that your workplace is well-lit?,Working Environment,0.0,0.0,0.0
1173003,0,Have you ever experienced onboarding in a company?,Would you recommend joining our company to other colleagues?,0.2352941176470588,0.13038791031286653,0.006143304246384204
1173003,1,What do you think about the importance of onboarding in a company?,Would you recommend joining our company to other colleagues?,0.1904761904761905,0.10611532857909668,0.004114678173332652
1173003,2,What do you like the most about the onboarding process?,Would you like to add any additional comment for us to improve our onboarding program?,0.24,0.11276872737399052,0.005884118193120414
1173003,3,What do you like the least about the onboarding process?,Would you like to add any additional comment for us to improve our onboarding program?,0.24,0.11276872737399052,0.005884118193120414
