QUESTIONNAIRE_ID,ASW_BLEU_SCORE_MEAN,ASW_BLEU_SCORE_VAR,QST_BLEU_SCORE_MEAN,QST_BLEU_SCORE_VAR
1146002,,,,
1146004,,,,
1173001,,,,
1173002,,,,
1173003,,,,
1173004,,,,
1173005,,,,
1213249,,,,
1433792,0.5555555555555556,0.26143790849673204,0.24309702027395858,0.01964038168857929
5100002,,,,
5100003,0.018616487055295162,0.00322671963364112,0.17878007004973606,0.009521911068271379
500000002,,,,
500000003,,,,
500000005,,,,
500100002,,,,
500100003,,,,
500100004,,,,
500100005,,,,
500100006,,,,
500100007,,,,
500100008,,,,
500100009,,,,
500100010,,,,
500100011,,,,
500100012,,,,
500100013,,,,
500100014,,,,
500100015,,,,
500100016,,,,
500100017,,,,
500100018,,,,
500100019,,,,
500100020,,,,
500100021,,,,
500100022,,,,
500100023,0.0,0.0,0.2650793269439132,0.013064021316117275
500100024,,,,
500100025,,,,
500100026,,,,
500100027,,,,
500100028,0.0,0.0,0.2727863670191268,0.010873845273093383
500100029,,,,
500100030,,,,
500100031,,,,
500100032,,,,
500100033,,,,
500100034,,,,
500100035,,,,
500100036,,,,
500100037,,,,
500100038,,,,
500100039,,,,
500100040,,,,
500100041,,,,
500100042,,,,
500100043,,,,
500100044,,,,
500100045,,,,
500100046,,,,
500100047,0.0,0.0,0.1866433450741915,0.002852811924947988
500100048,0.17391304347826086,0.15019762845849804,0.3353886159887719,0.04386492431630238
500100049,,,,
500100050,,,,
500100051,,,,
500100052,,,,
500100053,,,,
500100054,,,,
500100055,,,,
500100056,,,,
500100057,,,,
500100058,,,,
500100059,,,,
500100060,,,,
500100061,,,,
500100062,,,,
500100063,,,,
500100064,0.0,0.0,0.20091359151277222,0.004584759323101709
500100065,,,,
500100066,,,,
