QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1146002,0.0,0,"Yes, I have enough time to do my work",Completely Disagree,0.0,0.0,0.0
1146002,0.0,1,"No, I don't have enough time to do my work",Completely Disagree,0.0,0.0,0.0
1146002,0.0,2,"Sometimes I have enough time, sometimes I don't",Completely Disagree,0.0,0.0,0.0
1146002,1.0,0,Almost never,Completely Disagree,0.0,0.0,0.0
1146002,1.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,1.0,2,Often,Completely Disagree,0.0,0.0,0.0
1146002,1.0,3,Almost always,Completely Disagree,0.0,0.0,0.0
1146002,2.0,0,Very high,Completely Disagree,0.0,0.0,0.0
1146002,2.0,1,Somewhat high,Completely Disagree,0.0,0.0,0.0
1146002,2.0,2,Somewhat low,Completely Disagree,0.0,0.0,0.0
1146002,2.0,3,Very low,Completely Disagree,0.0,0.0,0.0
1146002,3.0,0,Almost never,Completely Disagree,0.0,0.0,0.0
1146002,3.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,3.0,2,Often,Completely Disagree,0.0,0.0,0.0
1146002,3.0,3,Almost always,Completely Disagree,0.0,0.0,0.0
1146002,4.0,0,Almost never,Completely Disagree,0.0,0.0,0.0
1146002,4.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,4.0,2,Often,Completely Disagree,0.0,0.0,0.0
1146002,4.0,3,Almost always,Completely Disagree,0.0,0.0,0.0
1146002,5.0,0,Almost never,Completely Disagree,0.0,0.0,0.0
1146002,5.0,1,Sometimes,Completely Disagree,0.0,0.0,0.0
1146002,5.0,2,Often,Completely Disagree,0.0,0.0,0.0
1146002,5.0,3,Almost always,Completely Disagree,0.0,0.0,0.0
1146002,6.0,0,"Yes, I feel that I have a 'good' job",Completely Disagree,0.0,0.0,0.0
1146002,6.0,1,"No, I feel that I have a 'bad' job",Completely Disagree,0.0,0.0,0.0
1146002,6.0,2,"Neither, I feel that I have a 'good' nor 'bad' job",Completely Disagree,0.0,0.0,0.0
1146002,6.0,3,Don't know,Completely Disagree,0.0,0.0,0.0
1173003,0.0,0,1,Yes,0.0,0.0,0.0
1173003,0.0,1,2,Yes,0.0,0.0,0.0
1173003,0.0,2,3,Yes,0.0,0.0,0.0
1173003,0.0,3,4,Yes,0.0,0.0,0.0
1173003,0.0,4,5,Yes,0.0,0.0,0.0
1173003,0.0,5,6,Yes,0.0,0.0,0.0
1173003,0.0,6,7,Yes,0.0,0.0,0.0
1173003,0.0,7,8,Yes,0.0,0.0,0.0
1173003,0.0,8,9,Yes,0.0,0.0,0.0
1173003,0.0,9,10,Yes,0.0,0.0,0.0
1173003,1.0,0,"Yes, I felt welcome and well-informed",Yes,0.0,0.0,0.0
1173003,1.0,1,"No, I did not feel welcome and well-informed",Yes,0.0,0.0,0.0
1173003,2.0,0,"Yes, I was able to establish a good working relationship with my team and manager",Strongly agree,0.0,0.0,0.0
1173003,2.0,1,"No, I was not able to establish a good working relationship with my team and manager",Strongly agree,0.0,0.0,0.0
1173003,3.0,0,"Yes, I think the onboarding process was effective in making me feel comfortable and able to perform my job effectively",Strongly agree,0.0,0.0,0.0
1173003,3.0,1,"No, I do not think the onboarding process was effective in making me feel comfortable and able to perform my job effectively",Strongly agree,0.0,0.0,0.0
1173003,4.0,0,"Yes, I feel like I have the resources and support I need to perform my job effectively",Not at all likely,0.0,0.0,0.0
1173003,4.0,1,"No, I do not feel like I have the resources and support I need to perform my job effectively",Not at all likely,0.0,0.0,0.0
1173005,0.0,0,1,Always,0.0,0.0,0.0
1173005,0.0,1,2,Always,0.0,0.0,0.0
1173005,0.0,2,3,Always,0.0,0.0,0.0
1173005,0.0,3,4,Always,0.0,0.0,0.0
1173005,0.0,4,5,Always,0.0,0.0,0.0
1173005,0.0,5,6,Always,0.0,0.0,0.0
1173005,0.0,6,7,Always,0.0,0.0,0.0
1173005,0.0,7,8,Always,0.0,0.0,0.0
1173005,0.0,8,9,Always,0.0,0.0,0.0
1173005,0.0,9,10,Always,0.0,0.0,0.0
1173005,1.0,0,Very satisfied,Working with Teammates,0.0,0.0,0.0
1173005,1.0,1,Somewhat satisfied,Working with Teammates,0.0,0.0,0.0
1173005,1.0,2,Neutral,Working with Teammates,0.0,0.0,0.0
1173005,1.0,3,Somewhat dissatisfied,Working with Teammates,0.0,0.0,0.0
1173005,1.0,4,Very dissatisfied,Working with Teammates,0.0,0.0,0.0
