QUESTIONNAIRE_ID,VARIABILITY
1146002,0.2857142857142857
1173003,0.5
1173005,0.25
5100003,0.125
500000005,0.4
500100006,0.125
500100007,0.25
500100011,0.125
500100018,0.125
500100019,0.14285714285714285
500100022,0.2857142857142857
500100023,0.2857142857142857
500100024,0.16666666666666666
500100028,0.2857142857142857
500100030,0.16666666666666666
500100031,0.14285714285714285
500100032,0.125
500100034,0.5
500100039,0.7142857142857143
500100040,0.5
500100044,0.4
500100047,0.4
500100050,0.4
500100051,0.3333333333333333
500100052,0.14285714285714285
500100054,0.2857142857142857
500100059,0.14285714285714285
500100061,0.16666666666666666
500100062,0.125
500100063,0.16666666666666666
500100066,0.14285714285714285
