ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Relevance of the training to the employee's current role,Very satisfied,0
0,0.0,Relevance of the training to the employee's current role,Partially satisfied,0
0,0.0,Relevance of the training to the employee's current role,Neutral,0
0,0.0,Relevance of the training to the employee's current role,Partially unsatisfied,0
0,0.0,Relevance of the training to the employee's current role,Completely unsatisfied,0
1,0.0,Availability of the training (online/offline),Very satisfied,0
1,0.0,Availability of the training (online/offline),Partially satisfied,0
1,0.0,Availability of the training (online/offline),Neutral,0
1,0.0,Availability of the training (online/offline),Partially unsatisfied,0
1,0.0,Availability of the training (online/offline),Completely unsatisfied,0
2,0.0,Quality of the training materials,Very satisfied,0
2,0.0,Quality of the training materials,Partially satisfied,0
2,0.0,Quality of the training materials,Neutral,0
2,0.0,Quality of the training materials,Partially unsatisfied,0
2,0.0,Quality of the training materials,Completely unsatisfied,0
3,0.0,Interactivity and engagement in the training,Very satisfied,0
3,0.0,Interactivity and engagement in the training,Partially satisfied,0
3,0.0,Interactivity and engagement in the training,Neutral,0
3,0.0,Interactivity and engagement in the training,Partially unsatisfied,0
3,0.0,Interactivity and engagement in the training,Completely unsatisfied,0
4,0.0,Expertise and experience of the trainers,Very satisfied,0
4,0.0,Expertise and experience of the trainers,Partially satisfied,0
4,0.0,Expertise and experience of the trainers,Neutral,0
4,0.0,Expertise and experience of the trainers,Partially unsatisfied,0
4,0.0,Expertise and experience of the trainers,Completely unsatisfied,0
0,1.0,"In-person, interactive workshops",Completely agree,0
0,1.0,"In-person, interactive workshops",Partially agree,0
0,1.0,"In-person, interactive workshops",Neutral,0
0,1.0,"In-person, interactive workshops",Partially disagree,0
0,1.0,"In-person, interactive workshops",Completely disagree,0
1,1.0,"Online, self-paced courses",Completely agree,0
1,1.0,"Online, self-paced courses",Partially agree,0
1,1.0,"Online, self-paced courses",Neutral,0
1,1.0,"Online, self-paced courses",Partially disagree,0
1,1.0,"Online, self-paced courses",Completely disagree,0
2,1.0,Webinars with Q&A sessions,Completely agree,0
2,1.0,Webinars with Q&A sessions,Partially agree,0
2,1.0,Webinars with Q&A sessions,Neutral,0
2,1.0,Webinars with Q&A sessions,Partially disagree,0
2,1.0,Webinars with Q&A sessions,Completely disagree,0
3,1.0,"Prefer not to say, as all methods have pros and cons",Completely agree,0
3,1.0,"Prefer not to say, as all methods have pros and cons",Partially agree,0
3,1.0,"Prefer not to say, as all methods have pros and cons",Neutral,0
3,1.0,"Prefer not to say, as all methods have pros and cons",Partially disagree,0
3,1.0,"Prefer not to say, as all methods have pros and cons",Completely disagree,0
0,2.0,Every 6 months,Yes,0
0,2.0,Every 6 months,No,0
0,2.0,Every 6 months,Somewhat,0
1,2.0,Once a year,Yes,0
1,2.0,Once a year,No,0
1,2.0,Once a year,Somewhat,0
2,2.0,Every 2 years,Yes,0
2,2.0,Every 2 years,No,0
2,2.0,Every 2 years,Somewhat,0
3,2.0,Only when necessary,Yes,0
3,2.0,Only when necessary,No,0
3,2.0,Only when necessary,Somewhat,0
