ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,How would you rate your overall work-life balance?,What is your role in the company?,0.06093675793218261
0,How would you rate your overall work-life balance?,How long have you been with the company?,0.08617758951473893
0,How would you rate your overall work-life balance?,How often do you feel that work interferes with your personal life or vice versa?,0.04399793563779715
0,How would you rate your overall work-life balance?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.031702963472184105
0,How would you rate your overall work-life balance?,What specific aspects of your job or work environment contribute to your work-life balance?,0.1093316122469756
0,How would you rate your overall work-life balance?,"What challenges, if any, do you face in maintaining a healthy work-life balance?",0.12388894728896249
1,Do you feel like you have enough time for both work and personal life?,What is your role in the company?,0
1,Do you feel like you have enough time for both work and personal life?,How long have you been with the company?,0.053852233004558006
1,Do you feel like you have enough time for both work and personal life?,How often do you feel that work interferes with your personal life or vice versa?,0.13802992984483847
1,Do you feel like you have enough time for both work and personal life?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.4063986277436613
1,Do you feel like you have enough time for both work and personal life?,What specific aspects of your job or work environment contribute to your work-life balance?,0.03807927913956097
1,Do you feel like you have enough time for both work and personal life?,"What challenges, if any, do you face in maintaining a healthy work-life balance?",0.03807927913956097
2,How often do you feel overwhelmed by work-related responsibilities?,What is your role in the company?,0
2,How often do you feel overwhelmed by work-related responsibilities?,How long have you been with the company?,0.07812427026034686
2,How often do you feel overwhelmed by work-related responsibilities?,How often do you feel that work interferes with your personal life or vice versa?,0.2705945809774626
2,How often do you feel overwhelmed by work-related responsibilities?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.07657097067265446
2,How often do you feel overwhelmed by work-related responsibilities?,What specific aspects of your job or work environment contribute to your work-life balance?,0
2,How often do you feel overwhelmed by work-related responsibilities?,"What challenges, if any, do you face in maintaining a healthy work-life balance?",0.10686339807165912
3,How often do you feel the need to take a break from work?,What is your role in the company?,0.0405487152208931
3,How often do you feel the need to take a break from work?,How long have you been with the company?,0.0702324349442283
3,How often do you feel the need to take a break from work?,How often do you feel that work interferes with your personal life or vice versa?,0.30699984978524775
3,How often do you feel the need to take a break from work?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.12712936946041645
3,How often do you feel the need to take a break from work?,What specific aspects of your job or work environment contribute to your work-life balance?,0.03754653208349827
3,How often do you feel the need to take a break from work?,"What challenges, if any, do you face in maintaining a healthy work-life balance?",0.1386750490563073
4,How often do you feel that your personal life is negatively impacted by work?,What is your role in the company?,0.053852233004558006
4,How often do you feel that your personal life is negatively impacted by work?,How long have you been with the company?,0.053852233004558006
4,How often do you feel that your personal life is negatively impacted by work?,How often do you feel that work interferes with your personal life or vice versa?,0.5477893017797023
4,How often do you feel that your personal life is negatively impacted by work?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.2726204872792376
4,How often do you feel that your personal life is negatively impacted by work?,What specific aspects of your job or work environment contribute to your work-life balance?,0.03807927913956097
4,How often do you feel that your personal life is negatively impacted by work?,"What challenges, if any, do you face in maintaining a healthy work-life balance?",0.10482848367219184
5,Do you feel that your employer provides a good work-life balance?,What is your role in the company?,0.046689450558483385
5,Do you feel that your employer provides a good work-life balance?,How long have you been with the company?,0.046689450558483385
5,Do you feel that your employer provides a good work-life balance?,How often do you feel that work interferes with your personal life or vice versa?,0.18746637636747276
5,Do you feel that your employer provides a good work-life balance?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.234391956558725
5,Do you feel that your employer provides a good work-life balance?,What specific aspects of your job or work environment contribute to your work-life balance?,0.12572462101949167
5,Do you feel that your employer provides a good work-life balance?,"What challenges, if any, do you face in maintaining a healthy work-life balance?",0.15899044321180597
