ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,What is the budget for the Training and Development programs?,Have you participated in any training or development programs provided by the company in the past year?,0.03552183970303133
0,What is the budget for the Training and Development programs?,How relevant and beneficial do you find the training and development programs to your job role and career growth?,0.029082822570778197
0,What is the budget for the Training and Development programs?,Do you feel that the company invests enough resources in employee training and development?,0.04794946818443979
0,What is the budget for the Training and Development programs?,What improvements or changes would you suggest to enhance the effectiveness of training and development programs within the company?,0.04112932211168488
0,What is the budget for the Training and Development programs?,How can the company better tailor training programs to meet the individual needs and career aspirations of employees?,0.03936512469440844
0,What is the budget for the Training and Development programs?,Any additional comments or suggestions regarding training and development programs?,0.0715322008763116
1,What percentage of the total budget should be allocated for leadership development?,Have you participated in any training or development programs provided by the company in the past year?,0.02860302985520714
1,What percentage of the total budget should be allocated for leadership development?,How relevant and beneficial do you find the training and development programs to your job role and career growth?,0.024211942048933476
1,What percentage of the total budget should be allocated for leadership development?,Do you feel that the company invests enough resources in employee training and development?,0.051939846011284416
1,What percentage of the total budget should be allocated for leadership development?,What improvements or changes would you suggest to enhance the effectiveness of training and development programs within the company?,0.041936313778666086
1,What percentage of the total budget should be allocated for leadership development?,How can the company better tailor training programs to meet the individual needs and career aspirations of employees?,0.03721652593346643
1,What percentage of the total budget should be allocated for leadership development?,Any additional comments or suggestions regarding training and development programs?,0.0
2,What percentage of employees should be trained in the next 12 months?,Have you participated in any training or development programs provided by the company in the past year?,0.08114691208552754
2,What percentage of employees should be trained in the next 12 months?,How relevant and beneficial do you find the training and development programs to your job role and career growth?,0.024211942048933476
2,What percentage of employees should be trained in the next 12 months?,Do you feel that the company invests enough resources in employee training and development?,0.051939846011284416
2,What percentage of employees should be trained in the next 12 months?,What improvements or changes would you suggest to enhance the effectiveness of training and development programs within the company?,0.041936313778666086
2,What percentage of employees should be trained in the next 12 months?,How can the company better tailor training programs to meet the individual needs and career aspirations of employees?,0.03721652593346643
2,What percentage of employees should be trained in the next 12 months?,Any additional comments or suggestions regarding training and development programs?,0.0
3,What is the average cost of a leadership development program?,Have you participated in any training or development programs provided by the company in the past year?,0.03552183970303133
3,What is the average cost of a leadership development program?,How relevant and beneficial do you find the training and development programs to your job role and career growth?,0.029082822570778197
3,What is the average cost of a leadership development program?,Do you feel that the company invests enough resources in employee training and development?,0.03390539410750599
3,What is the average cost of a leadership development program?,What improvements or changes would you suggest to enhance the effectiveness of training and development programs within the company?,0.04112932211168488
3,What is the average cost of a leadership development program?,How can the company better tailor training programs to meet the individual needs and career aspirations of employees?,0.0321414897207781
3,What is the average cost of a leadership development program?,Any additional comments or suggestions regarding training and development programs?,0.050580904312838224
4,What is the average cost of a technical skill development program?,Have you participated in any training or development programs provided by the company in the past year?,0.038268889667111394
4,What is the average cost of a technical skill development program?,How relevant and beneficial do you find the training and development programs to your job role and career growth?,0.03190679843145125
4,What is the average cost of a technical skill development program?,Do you feel that the company invests enough resources in employee training and development?,0.035544696764837964
4,What is the average cost of a technical skill development program?,What improvements or changes would you suggest to enhance the effectiveness of training and development programs within the company?,0.045123027073662954
4,What is the average cost of a technical skill development program?,How can the company better tailor training programs to meet the individual needs and career aspirations of employees?,0.03494335056636628
4,What is the average cost of a technical skill development program?,Any additional comments or suggestions regarding training and development programs?,0.046689450558483385
5,What is the average cost of a soft skill development program?,Have you participated in any training or development programs provided by the company in the past year?,0.038268889667111394
5,What is the average cost of a soft skill development program?,How relevant and beneficial do you find the training and development programs to your job role and career growth?,0.03190679843145125
5,What is the average cost of a soft skill development program?,Do you feel that the company invests enough resources in employee training and development?,0.035544696764837964
5,What is the average cost of a soft skill development program?,What improvements or changes would you suggest to enhance the effectiveness of training and development programs within the company?,0.045123027073662954
5,What is the average cost of a soft skill development program?,How can the company better tailor training programs to meet the individual needs and career aspirations of employees?,0.03494335056636628
5,What is the average cost of a soft skill development program?,Any additional comments or suggestions regarding training and development programs?,0.046689450558483385
