QUESTIONNAIRE_ID,VARIABILITY
1146002,0.14285714285714285
1173003,0.16666666666666666
5100003,0.125
500000003,0.125
500000005,0.2
500100009,0.14285714285714285
500100015,0.3333333333333333
500100016,0.6
500100019,0.2857142857142857
500100020,0.4
500100021,0.8333333333333334
500100023,0.5714285714285714
500100025,0.25
500100028,0.42857142857142855
500100029,0.14285714285714285
500100031,0.14285714285714285
500100032,0.125
500100034,0.5
500100035,0.5
500100038,0.14285714285714285
500100046,0.16666666666666666
500100047,0.4
500100051,0.3333333333333333
500100052,0.2857142857142857
500100056,0.8
500100058,0.14285714285714285
500100060,0.2857142857142857
500100061,0.16666666666666666
500100063,0.3333333333333333
