ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Yes,Yes,1.0
0,0.0,Yes,No,0.0
1,0.0,No,Yes,0
1,0.0,No,No,1.0
0,1.0,Yes,"Yes, always",0
0,1.0,Yes,"Yes, sometimes",0
0,1.0,Yes,"No, not often",0
0,1.0,Yes,"No, never",0
1,1.0,No,"Yes, always",0
1,1.0,No,"Yes, sometimes",0
1,1.0,No,"No, not often",0
1,1.0,No,"No, never",0
0,2.0,Excellent,"Yes, always",0
0,2.0,Excellent,"Yes, sometimes",0
0,2.0,Excellent,"No, not often",0
0,2.0,Excellent,"No, never",0
1,2.0,Good,"Yes, always",0
1,2.0,Good,"Yes, sometimes",0
1,2.0,Good,"No, not often",0
1,2.0,Good,"No, never",0
2,2.0,Fair,"Yes, always",0
2,2.0,Fair,"Yes, sometimes",0
2,2.0,Fair,"No, not often",0
2,2.0,Fair,"No, never",0
3,2.0,Poor,"Yes, always",0
3,2.0,Poor,"Yes, sometimes",0
3,2.0,Poor,"No, not often",0
3,2.0,Poor,"No, never",0
