QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
1146004,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
1173001,True,False,"Expecting ',' delimiter: line 289 column 2 (char 3569)",-1,-1,0,0,0,-1,0,0
1173002,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
1173003,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
1173004,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
1173005,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
1213249,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
1433792,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
5100002,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
5100003,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500000002,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500000003,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500000005,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100002,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100003,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100004,True,False,"Expecting ',' delimiter: line 118 column 1 (char 2637)",-1,-1,0,0,0,-1,0,0
500100005,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100006,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100007,True,False,Invalid \escape: line 7 column 6 (char 117),-1,-1,0,0,0,-1,0,0
500100008,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100009,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100010,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100011,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100012,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100013,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100014,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100015,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100016,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100017,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100018,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100019,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100020,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100021,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100022,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100023,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100024,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100025,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100026,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100027,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100028,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100029,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100030,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100031,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100032,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100033,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100034,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100035,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100036,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100037,True,False,"Expecting ',' delimiter: line 416 column 1 (char 14402)",-1,-1,0,0,0,-1,0,0
500100038,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100039,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
500100040,True,False,Extra data: line 1 column 8 (char 7),-1,-1,0,0,0,-1,0,0
