QUESTIONNAIRE_ID,QUESTION_ID,ID,GENERATED,GROUND_TRUTH,RL_F1_SCORE,RL_F1_SCORE_MEAN,RL_F1_SCORE_VAR
500100063,0.0,0,Very satisfied,Less than 1 year,0.0,0.0,0.0
500100063,0.0,1,Slightly satisfied,Less than 1 year,0.0,0.0,0.0
500100063,0.0,2,Neutral,Less than 1 year,0.0,0.0,0.0
500100063,0.0,3,Slightly dissatisfied,Less than 1 year,0.0,0.0,0.0
500100063,0.0,4,Very dissatisfied,Less than 1 year,0.0,0.0,0.0
500100063,1.0,0,Very well,1,0.0,0.0,0.0
500100063,1.0,1,Somewhat well,1,0.0,0.0,0.0
500100063,1.0,2,Neutral,1,0.0,0.0,0.0
500100063,1.0,3,Somewhat poorly,1,0.0,0.0,0.0
500100063,1.0,4,Very poorly,1,0.0,0.0,0.0
500100063,2.0,0,"Yes, completely",Always,0.0,0.0,0.0
500100063,2.0,1,"Yes, to some extent",Always,0.0,0.0,0.0
500100063,2.0,2,Neutral,Always,0.0,0.0,0.0
500100063,2.0,3,"No, not really",Always,0.0,0.0,0.0
500100063,2.0,4,"No, not at all",Always,0.0,0.0,0.0
500100063,3.0,0,Very well,Very comfortable,0.5,0.2,0.07500000000000001
500100063,3.0,1,Somewhat well,Very comfortable,0.0,0.0,0.0
500100063,3.0,2,Neutral,Neutral,1.0,0.2,0.20000000000000004
500100063,3.0,3,Somewhat poorly,Very comfortable,0.0,0.0,0.0
500100063,3.0,4,Very poorly,Very comfortable,0.5,0.2,0.07500000000000001
500100063,4.0,0,"Yes, completely","Yes, the initiatives were effective",0.2857142857142857,0.19047619047619047,0.027210884353741492
500100063,4.0,1,"Yes, to some extent","Yes, the initiatives were effective",0.2222222222222222,0.14814814814814814,0.016460905349794237
500100063,4.0,2,Neutral,"Yes, the initiatives were effective",0.0,0.0,0.0
500100063,4.0,3,"No, not really",No,0.5,0.16666666666666666,0.08333333333333334
500100063,4.0,4,"No, not at all",No,0.4,0.13333333333333333,0.053333333333333344
