QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
5100002,0.02050283555472774,0.27332251082251086,0.2733225108225108,0.2660503992574931
500100007,0.015197981285073669,0.31309523809523815,0.31309523809523804,0.29536842467876945
500100020,0.11489635515199803,0.3017991812109459,0.30179918121094584,0.2987187219734494
500100022,0.024773186874823622,0.37567187714246536,0.37567187714246536,0.3676874086675827
500100024,0.006716047140254792,0.20949074074074073,0.20949074074074073,0.19702330207445298
500100025,0.03735631029946606,0.4699582824582824,0.4699582824582824,0.45304360948009714
500100026,0.025993516229676047,0.45,0.45,0.44629629629629636
500100031,0.12401384198602698,0.370448717948718,0.37044871794871803,0.3668624632896046
500100034,0.06104444813606835,0.40081908831908836,0.40081908831908836,0.3933050957756841
500100037,0.00847710964766878,0.24722222222222223,0.24722222222222226,0.23968248374795098
500100038,0.18703035569477963,0.4335073417238749,0.4335073417238749,0.42667887667887666
500100041,0.009575937904052574,0.19907407407407407,0.19907407407407407,0.19852941176470587
500100043,0.013898095544134776,0.3333333333333333,0.3333333333333333,0.32191894127378
500100050,0.04510647764596199,0.32142857142857145,0.3214285714285714,0.31812169312169314
500100063,0.13277309716852703,0.4136994949494949,0.4136994949494949,0.4117642144577129
