QUESTIONNAIRE_ID,CONVERSION_ERROR,IS_JSON,ERROR_MESSAGE,GENERATED_QUESTIONNAIRES,QUESTIONS_WITH_MISSING_ANSWERS,NOT_UNIOUE_QUESTION_CODES,GENERATED_QUESTION_NUMBER,QUESTION_NUMBER_DEVIATION,QUESTION_NUMBER_DEVIATION_FROM_SAMPLE,AVERAGE_GENERATED_ANSWER_NUMBER,AVERAGE_ANSWER_NUMBER_DEVIATION
1146002,True,False,"Expecting ',' delimiter: line 1 column 1887 (char 1886)",-1,-1,0,0,0,-1,0,0
1146004,True,False,"Expecting ',' delimiter: line 1 column 1443 (char 1442)",-1,-1,0,0,0,-1,0,0
1173001,True,False,"Expecting ',' delimiter: line 111 column 1 (char 1527)",-1,-1,0,0,0,-1,0,0
1173002,True,False,"Expecting ',' delimiter: line 77 column 2 (char 1131)",-1,-1,0,0,0,-1,0,0
1173003,True,False,"Expecting ',' delimiter: line 1 column 1257 (char 1256)",-1,-1,0,0,0,-1,0,0
1173004,True,False,"Expecting ',' delimiter: line 1 column 1369 (char 1368)",-1,-1,0,0,0,-1,0,0
1173005,True,False,"Expecting ',' delimiter: line 1 column 1056 (char 1055)",-1,-1,0,0,0,-1,0,0
1213249,True,False,"Expecting ',' delimiter: line 1 column 1458 (char 1457)",-1,-1,0,0,0,-1,0,0
1433792,True,False,"Expecting ',' delimiter: line 1 column 1382 (char 1381)",-1,-1,0,0,0,-1,0,0
5100002,False,True,,1,-1,0,5,7,-1,3.8,-2.133333333333333
5100003,True,False,"Expecting ',' delimiter: line 1 column 1527 (char 1526)",-1,-1,0,0,0,-1,0,0
500000002,True,False,"Expecting ',' delimiter: line 80 column 1 (char 1056)",-1,-1,0,0,0,-1,0,0
500000003,True,False,"Expecting ',' delimiter: line 1 column 1599 (char 1598)",-1,-1,0,0,0,-1,0,0
500000005,True,False,"Expecting ',' delimiter: line 85 column 1 (char 1092)",-1,-1,0,0,0,-1,0,0
500100002,True,False,"Expecting ',' delimiter: line 91 column 1 (char 1258)",-1,-1,0,0,0,-1,0,0
500100003,True,False,"Expecting ',' delimiter: line 6 column 5 (char 1086)",-1,-1,0,0,0,-1,0,0
500100004,True,False,"Expecting ',' delimiter: line 1 column 1838 (char 1837)",-1,-1,0,0,0,-1,0,0
500100005,True,False,"Expecting ',' delimiter: line 74 column 1 (char 956)",-1,-1,0,0,0,-1,0,0
500100006,True,False,"Expecting ',' delimiter: line 74 column 1 (char 1030)",-1,-1,0,0,0,-1,0,0
500100007,False,True,,1,-1,0,5,9,-1,4.6,-1.3857142857142852
500100008,True,False,"Expecting ',' delimiter: line 70 column 2 (char 1562)",-1,-1,0,0,0,-1,0,0
500100009,True,False,"Expecting ',' delimiter: line 1 column 1990 (char 1989)",-1,-1,0,0,0,-1,0,0
500100010,True,False,"Expecting ',' delimiter: line 1 column 1264 (char 1263)",-1,-1,0,0,0,-1,0,0
500100011,True,False,"Expecting ',' delimiter: line 1 column 1352 (char 1351)",-1,-1,0,0,0,-1,0,0
500100012,True,False,"Expecting ',' delimiter: line 1 column 1742 (char 1741)",-1,-1,0,0,0,-1,0,0
500100013,True,False,"Expecting ',' delimiter: line 102 column 1 (char 1686)",-1,-1,0,0,0,-1,0,0
500100014,True,False,"Expecting ',' delimiter: line 103 column 1 (char 1366)",-1,-1,0,0,0,-1,0,0
500100015,True,False,"Expecting ',' delimiter: line 1 column 1345 (char 1344)",-1,-1,0,0,0,-1,0,0
500100016,True,False,"Expecting ',' delimiter: line 1 column 1274 (char 1273)",-1,-1,0,0,0,-1,0,0
500100017,True,False,"Expecting ',' delimiter: line 1 column 1373 (char 1372)",-1,-1,0,0,0,-1,0,0
500100018,True,False,"Expecting ',' delimiter: line 1 column 1170 (char 1169)",-1,-1,0,0,0,-1,0,0
500100019,True,False,"Expecting ',' delimiter: line 60 column 2 (char 834)",-1,-1,0,0,0,-1,0,0
500100020,False,True,,1,-1,0,5,0,-1,3.0,-1.0
500100021,True,False,"Expecting ',' delimiter: line 100 column 2 (char 1229)",-1,-1,0,0,0,-1,0,0
500100022,False,True,,1,-1,0,5,2,-1,2.4,0.6000000000000001
500100023,True,False,"Expecting ',' delimiter: line 77 column 1 (char 1180)",-1,-1,0,0,0,-1,0,0
500100024,False,True,,1,-1,0,4,2,-1,4.5,-0.8333333333333335
500100025,False,True,,1,-1,0,4,4,-1,3.75,-1.375
500100026,False,True,,1,-1,0,4,6,-1,3.5,-0.8999999999999999
500100027,True,False,"Expecting ',' delimiter: line 1 column 1476 (char 1475)",-1,-1,0,0,0,-1,0,0
500100028,True,False,"Expecting ',' delimiter: line 1 column 1091 (char 1090)",-1,-1,0,0,0,-1,0,0
500100029,True,False,"Expecting ',' delimiter: line 1 column 1551 (char 1550)",-1,-1,0,0,0,-1,0,0
500100030,True,False,"Expecting ',' delimiter: line 1 column 2820 (char 2819)",-1,-1,0,0,0,-1,0,0
500100031,False,True,,1,-1,0,5,2,-1,5.0,-2.2857142857142856
500100032,True,False,"Expecting ',' delimiter: line 126 column 1 (char 1805)",-1,-1,0,0,0,-1,0,0
500100033,True,False,"Expecting ',' delimiter: line 1 column 1775 (char 1774)",-1,-1,0,0,0,-1,0,0
500100034,False,True,,1,-1,0,6,0,-1,3.3333333333333335,-1.0
500100035,True,False,"Expecting ',' delimiter: line 1 column 1565 (char 1564)",-1,-1,0,0,0,-1,0,0
500100036,True,False,"Expecting ',' delimiter: line 99 column 1 (char 1612)",-1,-1,0,0,0,-1,0,0
500100037,False,True,,1,-1,0,4,10,-1,4.0,0.35714285714285676
500100038,False,True,,1,-1,0,4,3,-1,4.0,-0.5714285714285716
500100039,True,False,"Expecting ',' delimiter: line 1 column 1621 (char 1620)",-1,-1,0,0,0,-1,0,0
500100040,True,False,"Expecting ',' delimiter: line 1 column 1048 (char 1047)",-1,-1,0,0,0,-1,0,0
500100041,False,True,,1,-1,0,3,8,-1,4.333333333333333,-1.333333333333333
500100042,True,False,"Expecting ',' delimiter: line 94 column 1 (char 1226)",-1,-1,0,0,0,-1,0,0
500100043,False,True,,1,-1,0,3,2,-1,4.0,-1.2000000000000002
500100044,True,False,"Expecting ',' delimiter: line 1 column 1534 (char 1533)",-1,-1,0,0,0,-1,0,0
500100045,True,False,"Expecting ',' delimiter: line 1 column 1798 (char 1797)",-1,-1,0,0,0,-1,0,0
500100046,True,False,"Expecting ',' delimiter: line 85 column 1 (char 1351)",-1,-1,0,0,0,-1,0,0
500100047,True,False,"Expecting ',' delimiter: line 1 column 1006 (char 1005)",-1,-1,0,0,0,-1,0,0
500100048,True,False,"Expecting ',' delimiter: line 102 column 1 (char 1580)",-1,-1,0,0,0,-1,0,0
500100049,True,False,"Expecting ',' delimiter: line 1 column 1011 (char 1010)",-1,-1,0,0,0,-1,0,0
500100050,False,True,,1,-1,0,4,1,-1,3.5,-0.7000000000000002
500100051,True,False,"Expecting ',' delimiter: line 14 column 3 (char 1056)",-1,-1,0,0,0,-1,0,0
500100052,True,False,"""['TYPE_ID', 'DISPLAY_ORDER'] not in index""",1,-1,0,0,0,-1,0,0
500100053,True,False,"Expecting ',' delimiter: line 80 column 1 (char 1069)",-1,-1,0,0,0,-1,0,0
500100054,True,False,"Expecting ',' delimiter: line 1 column 1021 (char 1020)",-1,-1,0,0,0,-1,0,0
500100055,True,False,"Expecting ',' delimiter: line 95 column 2 (char 1242)",-1,-1,0,0,0,-1,0,0
500100056,True,False,"Expecting ',' delimiter: line 108 column 1 (char 1584)",-1,-1,0,0,0,-1,0,0
500100057,True,False,"Expecting ',' delimiter: line 1 column 1137 (char 1136)",-1,-1,0,0,0,-1,0,0
500100058,True,False,"Expecting ',' delimiter: line 82 column 1 (char 1092)",-1,-1,0,0,0,-1,0,0
500100059,True,False,Expecting property name enclosed in double quotes: line 1 column 693 (char 692),-1,-1,0,0,0,-1,0,0
500100060,True,False,"Expecting ',' delimiter: line 1 column 1308 (char 1307)",-1,-1,0,0,0,-1,0,0
500100061,True,False,"Expecting ',' delimiter: line 103 column 1 (char 1363)",-1,-1,0,0,0,-1,0,0
500100062,True,False,"Expecting ',' delimiter: line 108 column 1 (char 1402)",-1,-1,0,0,0,-1,0,0
500100063,False,True,,1,-1,0,5,1,-1,4.0,0.833333333333333
500100064,True,False,"Expecting ',' delimiter: line 120 column 1 (char 1577)",-1,-1,0,0,0,-1,0,0
500100065,True,False,"Expecting ',' delimiter: line 114 column 1 (char 1570)",-1,-1,0,0,0,-1,0,0
500100066,True,False,"Expecting ',' delimiter: line 1 column 1871 (char 1870)",-1,-1,0,0,0,-1,0,0
