ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Completely agree,Excellent,0
0,0.0,Completely agree,Good,0
0,0.0,Completely agree,Bad,0
0,0.0,Completely agree,Worst. If yes why?,0
1,0.0,Partially agree,Excellent,0
1,0.0,Partially agree,Good,0
1,0.0,Partially agree,Bad,0
1,0.0,Partially agree,Worst. If yes why?,0
2,0.0,Neutral,Excellent,0
2,0.0,Neutral,Good,0
2,0.0,Neutral,Bad,0
2,0.0,Neutral,Worst. If yes why?,0
3,0.0,Partially disagree,Excellent,0
3,0.0,Partially disagree,Good,0
3,0.0,Partially disagree,Bad,0
3,0.0,Partially disagree,Worst. If yes why?,0
4,0.0,Completely disagree,Excellent,0
4,0.0,Completely disagree,Good,0
4,0.0,Completely disagree,Bad,0
4,0.0,Completely disagree,Worst. If yes why?,0
0,1.0,Yes,Laptop,0
0,1.0,Yes,Tablet,0
0,1.0,Yes,Smartphone,0
0,1.0,Yes,Monitor,0
0,1.0,Yes,Keyboard,0
1,1.0,No,Laptop,0
1,1.0,No,Tablet,0
1,1.0,No,Smartphone,0
1,1.0,No,Monitor,0
1,1.0,No,Keyboard,0
0,3.0,Completely agree,Project,0
0,3.0,Completely agree,Boss,0
0,3.0,Completely agree,Teamwork,0
0,3.0,Completely agree,Salary,0
0,3.0,Completely agree,Assets,0
0,3.0,Completely agree,Working hours,0
1,3.0,Partially agree,Project,0
1,3.0,Partially agree,Boss,0
1,3.0,Partially agree,Teamwork,0
1,3.0,Partially agree,Salary,0
1,3.0,Partially agree,Assets,0
1,3.0,Partially agree,Working hours,0
2,3.0,Neutral,Project,0
2,3.0,Neutral,Boss,0
2,3.0,Neutral,Teamwork,0
2,3.0,Neutral,Salary,0
2,3.0,Neutral,Assets,0
2,3.0,Neutral,Working hours,0
3,3.0,Partially disagree,Project,0
3,3.0,Partially disagree,Boss,0
3,3.0,Partially disagree,Teamwork,0
3,3.0,Partially disagree,Salary,0
3,3.0,Partially disagree,Assets,0
3,3.0,Partially disagree,Working hours,0
4,3.0,Completely disagree,Project,0
4,3.0,Completely disagree,Boss,0
4,3.0,Completely disagree,Teamwork,0
4,3.0,Completely disagree,Salary,0
4,3.0,Completely disagree,Assets,0
4,3.0,Completely disagree,Working hours,0
0,4.0,Yes,Health insurance,0
0,4.0,Yes,Travel,0
0,4.0,Yes,Training,0
0,4.0,Yes,Amazon,0
1,4.0,No,Health insurance,0
1,4.0,No,Travel,0
1,4.0,No,Training,0
1,4.0,No,Amazon,0
