QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1146004,0,How would you describe the overall cleanliness of your workplace?,Working Environment,0.0,0.0,0.0
1146004,1,How noisy is your workplace?,Working Environment,0.0,0.0,0.0
1146004,2,How comfortable is the temperature in your workplace?,Working Environment,0.0,0.0,0.0
1146004,3,How would you rate the availability of natural light in your workplace?,Working Environment,0.0,0.0,0.0
1146004,4,How would you rate the overall quality of the furniture in your workplace?,Working Environment,0.0,0.0,0.0
500000002,0,"Overall, how satisfied are you with your job?",Ã¯Â¿Â½I am satisfied with my overall compensation.,0.0861775895147389,0.02630489262882737,0.0013137388567124072
500000002,1,Do you feel that your skills and abilities are being fully utilized?,Ã¯Â¿Â½I feel completely involved in my work.,0.0433878443543601,0.010030307483044468,0.000326040007869879
500000002,2,Do you feel supported and encouraged by your manager?,Ã¯Â¿Â½I feel completely involved in my work.,0.0552422012763417,0.012968356421225069,0.0004222160816619406
500000002,3,Do you feel that your work environment is safe and free from harm?,Communication between senior leaders and employees is good in my organization.,0.0573445430021913,0.01425988278608837,0.0004923280114247875
500000002,4,Do you feel that your opinions and ideas are valued and respected?,Ã¯Â¿Â½I feel completely involved in my work.,0.0433878443543601,0.010030307483044468,0.000326040007869879
500000002,5,Do you feel that your work contributes to a larger goal or purpose?,I am often so involved in my work that the day goes by very quickly.,0.0491674359125433,0.01827873295236887,0.00046245555580668867
500100006,0,Do you offer any benefits to your employees?,Do you feel that the benefits provided adequately meet your needs?,0.1836857862027696,0.06532744697539473,0.0024400760508262696
500100006,1,What type of benefits do you offer?,What do you think has the highest priority for you?,0.1741044115460091,0.0637288030635613,0.00367455643303007
500100006,2,How satisfied are you with the benefits program?,Do you feel that the benefits provided adequately meet your needs?,0.1590765571657157,0.07445447505578229,0.001600705893412918
500100006,3,How do you measure the success of your benefits program?,What do you think has the highest priority for you?,0.1825741858350553,0.08330966656440525,0.0029423870701340542
500100007,0,What is your overall job satisfaction?,What is your role in the company?,0.3785581357133378,0.03566238314225188,0.009846132576383929
500100007,1,Do you feel that your skills and abilities are being fully utilized?,Do you feel that the training and development opportunities provided align with your career goals?,0.2875912486923933,0.0908491818425848,0.006822017066258294
500100007,2,Do you have opportunities for professional growth and advancement?,Do you have any additional comments or feedback regarding career development?,0.2311529775621104,0.08153346254055581,0.005110415484561504
500100007,3,Do you feel valued and supported by your employer?,Do you feel that the training and development opportunities provided align with your career goals?,0.1913392631614961,0.07872947258457966,0.002605875562139654
500100007,4,Do you feel like you have a work-life balance?,Do you have any additional comments or feedback regarding career development?,0.2311529775621104,0.0708240617922308,0.003959166451295969
500100007,5,Do you feel that your job is secure?,Do you feel that the training and development opportunities provided align with your career goals?,0.215746592083525,0.07190613292343122,0.0035216321639828497
