ID,GENERATED,GROUND_TRUTH,R1_PRECISION,R1_RECALL,R1_F1_SCORE,R2_PRECISION,R2_RECALL,R2_F1_SCORE,RL_PRECISION,RL_RECALL,RL_F1_SCORE
0,How would you rate the overall effectiveness of the kick-off meeting?,Which team or department do you belong to?,0.08333333333333333,0.125,0.1,0.0,0.0,0.0,0.08333333333333333,0.125,0.1
0,How would you rate the overall effectiveness of the kick-off meeting?,"How would you rate the overall effectiveness of the kick-off meeting? (1 being very ineffective, 5 being highly effective)",1.0,0.6,0.7499999999999999,1.0,0.5789473684210527,0.7333333333333334,1.0,0.6,0.7499999999999999
0,How would you rate the overall effectiveness of the kick-off meeting?,Were the objectives and agenda of the kick-off meeting clearly communicated in advance?,0.5,0.42857142857142855,0.4615384615384615,0.36363636363636365,0.3076923076923077,0.33333333333333337,0.5,0.42857142857142855,0.4615384615384615
0,How would you rate the overall effectiveness of the kick-off meeting?,How well did the kick-off meeting address the goals and objectives of the project/initiative?,0.5833333333333334,0.4375,0.5,0.36363636363636365,0.26666666666666666,0.30769230769230765,0.4166666666666667,0.3125,0.35714285714285715
0,How would you rate the overall effectiveness of the kick-off meeting?,Were the roles and responsibilities of team members clearly defined during the meeting?,0.3333333333333333,0.3076923076923077,0.32,0.0,0.0,0.0,0.3333333333333333,0.3076923076923077,0.32
0,How would you rate the overall effectiveness of the kick-off meeting?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.6666666666666666,0.5,0.5714285714285715,0.2727272727272727,0.2,0.23076923076923075,0.6666666666666666,0.5,0.5714285714285715
0,How would you rate the overall effectiveness of the kick-off meeting?,Were questions and concerns raised during the meeting adequately addressed?,0.16666666666666666,0.2,0.1818181818181818,0.0,0.0,0.0,0.16666666666666666,0.2,0.1818181818181818
1,Were the meeting's objectives and agenda clearly communicated?,Which team or department do you belong to?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Were the meeting's objectives and agenda clearly communicated?,"How would you rate the overall effectiveness of the kick-off meeting? (1 being very ineffective, 5 being highly effective)",0.2222222222222222,0.1,0.13793103448275865,0.0,0.0,0.0,0.2222222222222222,0.1,0.13793103448275865
1,Were the meeting's objectives and agenda clearly communicated?,Were the objectives and agenda of the kick-off meeting clearly communicated in advance?,0.8888888888888888,0.5714285714285714,0.6956521739130435,0.5,0.3076923076923077,0.380952380952381,0.7777777777777778,0.5,0.6086956521739131
1,Were the meeting's objectives and agenda clearly communicated?,How well did the kick-off meeting address the goals and objectives of the project/initiative?,0.4444444444444444,0.25,0.32,0.0,0.0,0.0,0.3333333333333333,0.1875,0.24000000000000005
1,Were the meeting's objectives and agenda clearly communicated?,Were the roles and responsibilities of team members clearly defined during the meeting?,0.5555555555555556,0.38461538461538464,0.4545454545454546,0.25,0.16666666666666666,0.2,0.4444444444444444,0.3076923076923077,0.3636363636363637
1,Were the meeting's objectives and agenda clearly communicated?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.3333333333333333,0.1875,0.24000000000000005,0.0,0.0,0.0,0.2222222222222222,0.125,0.16
1,Were the meeting's objectives and agenda clearly communicated?,Were questions and concerns raised during the meeting adequately addressed?,0.4444444444444444,0.4,0.4210526315789474,0.125,0.1111111111111111,0.11764705882352941,0.3333333333333333,0.3,0.3157894736842105
2,How would you rate the level of engagement and participation from the team and stakeholders?,Which team or department do you belong to?,0.13333333333333333,0.25,0.1739130434782609,0.0,0.0,0.0,0.06666666666666667,0.125,0.08695652173913045
2,How would you rate the level of engagement and participation from the team and stakeholders?,"How would you rate the overall effectiveness of the kick-off meeting? (1 being very ineffective, 5 being highly effective)",0.4666666666666667,0.35,0.4,0.2857142857142857,0.21052631578947367,0.24242424242424243,0.4666666666666667,0.35,0.4
2,How would you rate the level of engagement and participation from the team and stakeholders?,Were the objectives and agenda of the kick-off meeting clearly communicated in advance?,0.26666666666666666,0.2857142857142857,0.2758620689655172,0.0,0.0,0.0,0.2,0.21428571428571427,0.20689655172413796
2,How would you rate the level of engagement and participation from the team and stakeholders?,How well did the kick-off meeting address the goals and objectives of the project/initiative?,0.3333333333333333,0.3125,0.3225806451612903,0.0,0.0,0.0,0.26666666666666666,0.25,0.2580645161290323
2,How would you rate the level of engagement and participation from the team and stakeholders?,Were the roles and responsibilities of team members clearly defined during the meeting?,0.3333333333333333,0.38461538461538464,0.3571428571428571,0.0,0.0,0.0,0.2,0.23076923076923078,0.21428571428571427
2,How would you rate the level of engagement and participation from the team and stakeholders?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.6,0.5625,0.5806451612903225,0.14285714285714285,0.13333333333333333,0.1379310344827586,0.4666666666666667,0.4375,0.45161290322580644
2,How would you rate the level of engagement and participation from the team and stakeholders?,Were questions and concerns raised during the meeting adequately addressed?,0.13333333333333333,0.2,0.16,0.0,0.0,0.0,0.13333333333333333,0.2,0.16
3,Were the meeting's outcomes and next steps clearly defined and communicated?,Which team or department do you belong to?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Were the meeting's outcomes and next steps clearly defined and communicated?,"How would you rate the overall effectiveness of the kick-off meeting? (1 being very ineffective, 5 being highly effective)",0.16666666666666666,0.1,0.125,0.0,0.0,0.0,0.16666666666666666,0.1,0.125
3,Were the meeting's outcomes and next steps clearly defined and communicated?,Were the objectives and agenda of the kick-off meeting clearly communicated in advance?,0.5,0.42857142857142855,0.4615384615384615,0.09090909090909091,0.07692307692307693,0.08333333333333334,0.4166666666666667,0.35714285714285715,0.3846153846153846
3,Were the meeting's outcomes and next steps clearly defined and communicated?,How well did the kick-off meeting address the goals and objectives of the project/initiative?,0.25,0.1875,0.21428571428571427,0.0,0.0,0.0,0.25,0.1875,0.21428571428571427
3,Were the meeting's outcomes and next steps clearly defined and communicated?,Were the roles and responsibilities of team members clearly defined during the meeting?,0.5,0.46153846153846156,0.48000000000000004,0.2727272727272727,0.25,0.2608695652173913,0.4166666666666667,0.38461538461538464,0.4
3,Were the meeting's outcomes and next steps clearly defined and communicated?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.25,0.1875,0.21428571428571427,0.0,0.0,0.0,0.16666666666666666,0.125,0.14285714285714288
3,Were the meeting's outcomes and next steps clearly defined and communicated?,Were questions and concerns raised during the meeting adequately addressed?,0.3333333333333333,0.4,0.3636363636363636,0.09090909090909091,0.1111111111111111,0.09999999999999999,0.25,0.3,0.2727272727272727
4,What did you find most valuable or useful about the kick-off meeting?,Which team or department do you belong to?,0.15384615384615385,0.25,0.1904761904761905,0.0,0.0,0.0,0.07692307692307693,0.125,0.09523809523809525
4,What did you find most valuable or useful about the kick-off meeting?,"How would you rate the overall effectiveness of the kick-off meeting? (1 being very ineffective, 5 being highly effective)",0.38461538461538464,0.25,0.30303030303030304,0.25,0.15789473684210525,0.1935483870967742,0.38461538461538464,0.25,0.30303030303030304
4,What did you find most valuable or useful about the kick-off meeting?,Were the objectives and agenda of the kick-off meeting clearly communicated in advance?,0.3076923076923077,0.2857142857142857,0.29629629629629634,0.25,0.23076923076923078,0.24000000000000002,0.3076923076923077,0.2857142857142857,0.29629629629629634
4,What did you find most valuable or useful about the kick-off meeting?,How well did the kick-off meeting address the goals and objectives of the project/initiative?,0.38461538461538464,0.3125,0.3448275862068966,0.25,0.2,0.22222222222222224,0.38461538461538464,0.3125,0.3448275862068966
4,What did you find most valuable or useful about the kick-off meeting?,Were the roles and responsibilities of team members clearly defined during the meeting?,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385
4,What did you find most valuable or useful about the kick-off meeting?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.38461538461538464,0.3125,0.3448275862068966,0.25,0.2,0.22222222222222224,0.38461538461538464,0.3125,0.3448275862068966
4,What did you find most valuable or useful about the kick-off meeting?,Were questions and concerns raised during the meeting adequately addressed?,0.15384615384615385,0.2,0.17391304347826086,0.0,0.0,0.0,0.15384615384615385,0.2,0.17391304347826086
5,"What, if anything, did you find least valuable or useful about the kick-off meeting?",Which team or department do you belong to?,0.13333333333333333,0.25,0.1739130434782609,0.0,0.0,0.0,0.06666666666666667,0.125,0.08695652173913045
5,"What, if anything, did you find least valuable or useful about the kick-off meeting?","How would you rate the overall effectiveness of the kick-off meeting? (1 being very ineffective, 5 being highly effective)",0.3333333333333333,0.25,0.28571428571428575,0.21428571428571427,0.15789473684210525,0.18181818181818182,0.3333333333333333,0.25,0.28571428571428575
5,"What, if anything, did you find least valuable or useful about the kick-off meeting?",Were the objectives and agenda of the kick-off meeting clearly communicated in advance?,0.26666666666666666,0.2857142857142857,0.2758620689655172,0.21428571428571427,0.23076923076923078,0.22222222222222224,0.26666666666666666,0.2857142857142857,0.2758620689655172
5,"What, if anything, did you find least valuable or useful about the kick-off meeting?",How well did the kick-off meeting address the goals and objectives of the project/initiative?,0.3333333333333333,0.3125,0.3225806451612903,0.21428571428571427,0.2,0.20689655172413796,0.3333333333333333,0.3125,0.3225806451612903
5,"What, if anything, did you find least valuable or useful about the kick-off meeting?",Were the roles and responsibilities of team members clearly defined during the meeting?,0.13333333333333333,0.15384615384615385,0.14285714285714288,0.0,0.0,0.0,0.13333333333333333,0.15384615384615385,0.14285714285714288
5,"What, if anything, did you find least valuable or useful about the kick-off meeting?",How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.3333333333333333,0.3125,0.3225806451612903,0.21428571428571427,0.2,0.20689655172413796,0.3333333333333333,0.3125,0.3225806451612903
5,"What, if anything, did you find least valuable or useful about the kick-off meeting?",Were questions and concerns raised during the meeting adequately addressed?,0.13333333333333333,0.2,0.16,0.0,0.0,0.0,0.13333333333333333,0.2,0.16
