ID,GENERATED,GROUND_TRUTH,R1_PRECISION,R1_RECALL,R1_F1_SCORE,R2_PRECISION,R2_RECALL,R2_F1_SCORE,RL_PRECISION,RL_RECALL,RL_F1_SCORE
0,How would you rate the overall quality of the training provided by your organization?,Did the training provided correspond to your expectations?,0.2857142857142857,0.5,0.36363636363636365,0.15384615384615385,0.2857142857142857,0.2,0.2857142857142857,0.5,0.36363636363636365
0,How would you rate the overall quality of the training provided by your organization?,Were you able to put into practice what you learned?,0.07142857142857142,0.1,0.08333333333333333,0.0,0.0,0.0,0.07142857142857142,0.1,0.08333333333333333
0,How would you rate the overall quality of the training provided by your organization?,"Looking back, do you think you have acquired the expected skills?",0.14285714285714285,0.18181818181818182,0.16,0.0,0.0,0.0,0.14285714285714285,0.18181818181818182,0.16
0,How would you rate the overall quality of the training provided by your organization?,Have you experienced work situations that have increased your skills? Can you describe them?,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
0,How would you rate the overall quality of the training provided by your organization?,Do you know the terms of access to training?,0.2857142857142857,0.4444444444444444,0.34782608695652173,0.0,0.0,0.0,0.2857142857142857,0.4444444444444444,0.34782608695652173
0,How would you rate the overall quality of the training provided by your organization?,"Would you like to follow a training course, carry out a skills assessment?",0.21428571428571427,0.23076923076923078,0.22222222222222224,0.07692307692307693,0.08333333333333333,0.08,0.21428571428571427,0.23076923076923078,0.22222222222222224
0,How would you rate the overall quality of the training provided by your organization?,Have you given any look at our learning catalog? Do you plan to take advantage of it in the short term?,0.21428571428571427,0.14285714285714285,0.17142857142857143,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.17142857142857143
0,How would you rate the overall quality of the training provided by your organization?,"If not why? If so, for which initiative?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,How would you rate the overall quality of the training provided by your organization?,Do you have any career aspiration within the company? If so on which position and within what timeframe?,0.14285714285714285,0.1111111111111111,0.125,0.0,0.0,0.0,0.14285714285714285,0.1111111111111111,0.125
0,How would you rate the overall quality of the training provided by your organization?,"What changes do you envisage (in terms of responsibilities, change of activity, etc.)?",0.14285714285714285,0.15384615384615385,0.14814814814814817,0.0,0.0,0.0,0.14285714285714285,0.15384615384615385,0.14814814814814817
0,How would you rate the overall quality of the training provided by your organization?,What are your strengths to achieve them? Your limits?,0.07142857142857142,0.1111111111111111,0.08695652173913043,0.0,0.0,0.0,0.07142857142857142,0.1111111111111111,0.08695652173913043
0,How would you rate the overall quality of the training provided by your organization?,What do you think it takes to reach them?,0.07142857142857142,0.1111111111111111,0.08695652173913043,0.0,0.0,0.0,0.07142857142857142,0.1111111111111111,0.08695652173913043
1,Do you feel that the training provided has improved your skills and knowledge?,Did the training provided correspond to your expectations?,0.3076923076923077,0.5,0.380952380952381,0.16666666666666666,0.2857142857142857,0.2105263157894737,0.3076923076923077,0.5,0.380952380952381
1,Do you feel that the training provided has improved your skills and knowledge?,Were you able to put into practice what you learned?,0.07692307692307693,0.1,0.08695652173913043,0.0,0.0,0.0,0.07692307692307693,0.1,0.08695652173913043
1,Do you feel that the training provided has improved your skills and knowledge?,"Looking back, do you think you have acquired the expected skills?",0.3076923076923077,0.36363636363636365,0.33333333333333337,0.08333333333333333,0.1,0.0909090909090909,0.3076923076923077,0.36363636363636365,0.33333333333333337
1,Do you feel that the training provided has improved your skills and knowledge?,Have you experienced work situations that have increased your skills? Can you describe them?,0.3076923076923077,0.2857142857142857,0.29629629629629634,0.08333333333333333,0.07692307692307693,0.08,0.3076923076923077,0.2857142857142857,0.29629629629629634
1,Do you feel that the training provided has improved your skills and knowledge?,Do you know the terms of access to training?,0.3076923076923077,0.4444444444444444,0.3636363636363637,0.08333333333333333,0.125,0.1,0.3076923076923077,0.4444444444444444,0.3636363636363637
1,Do you feel that the training provided has improved your skills and knowledge?,"Would you like to follow a training course, carry out a skills assessment?",0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078
1,Do you feel that the training provided has improved your skills and knowledge?,Have you given any look at our learning catalog? Do you plan to take advantage of it in the short term?,0.23076923076923078,0.14285714285714285,0.17647058823529413,0.08333333333333333,0.05,0.0625,0.23076923076923078,0.14285714285714285,0.17647058823529413
1,Do you feel that the training provided has improved your skills and knowledge?,"If not why? If so, for which initiative?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Do you feel that the training provided has improved your skills and knowledge?,Do you have any career aspiration within the company? If so on which position and within what timeframe?,0.3076923076923077,0.2222222222222222,0.2580645161290323,0.08333333333333333,0.058823529411764705,0.06896551724137931,0.3076923076923077,0.2222222222222222,0.2580645161290323
1,Do you feel that the training provided has improved your skills and knowledge?,"What changes do you envisage (in terms of responsibilities, change of activity, etc.)?",0.15384615384615385,0.15384615384615385,0.15384615384615385,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385
