ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Less than 30 hours,Executive/Senior Management,0
0,0.0,Less than 30 hours,Manager,0
0,0.0,Less than 30 hours,Staff/Employee,0
0,0.0,Less than 30 hours,Intern,0
0,0.0,Less than 30 hours,Other (please specify): __________________,0
1,0.0,30-40 hours,Executive/Senior Management,0
1,0.0,30-40 hours,Manager,0
1,0.0,30-40 hours,Staff/Employee,0
1,0.0,30-40 hours,Intern,0
1,0.0,30-40 hours,Other (please specify): __________________,0
2,0.0,41-50 hours,Executive/Senior Management,0
2,0.0,41-50 hours,Manager,0
2,0.0,41-50 hours,Staff/Employee,0
2,0.0,41-50 hours,Intern,0
2,0.0,41-50 hours,Other (please specify): __________________,0
3,0.0,51-60 hours,Executive/Senior Management,0
3,0.0,51-60 hours,Manager,0
3,0.0,51-60 hours,Staff/Employee,0
3,0.0,51-60 hours,Intern,0
3,0.0,51-60 hours,Other (please specify): __________________,0
4,0.0,More than 60 hours,Executive/Senior Management,0
4,0.0,More than 60 hours,Manager,0
4,0.0,More than 60 hours,Staff/Employee,0
4,0.0,More than 60 hours,Intern,0
4,0.0,More than 60 hours,Other (please specify): __________________,0
0,1.0,"Yes, very flexible",Less than 1 year,0
0,1.0,"Yes, very flexible",1-3 years,0
0,1.0,"Yes, very flexible",3-5 years,0
0,1.0,"Yes, very flexible",5-10 years,0
0,1.0,"Yes, very flexible",More than 10 years,0
1,1.0,"Yes, somewhat flexible",Less than 1 year,0
1,1.0,"Yes, somewhat flexible",1-3 years,0
1,1.0,"Yes, somewhat flexible",3-5 years,0
1,1.0,"Yes, somewhat flexible",5-10 years,0
1,1.0,"Yes, somewhat flexible",More than 10 years,0
2,1.0,"No, not very flexible",Less than 1 year,0
2,1.0,"No, not very flexible",1-3 years,0
2,1.0,"No, not very flexible",3-5 years,0
2,1.0,"No, not very flexible",5-10 years,0
2,1.0,"No, not very flexible",More than 10 years,0
3,1.0,"No, not at all flexible",Less than 1 year,0
3,1.0,"No, not at all flexible",1-3 years,0
3,1.0,"No, not at all flexible",3-5 years,0
3,1.0,"No, not at all flexible",5-10 years,0
3,1.0,"No, not at all flexible",More than 10 years,0
0,2.0,Never,1,0
0,2.0,Never,2,0
0,2.0,Never,3,0
0,2.0,Never,4,0
0,2.0,Never,5,0
0,2.0,Never,6,0
0,2.0,Never,7,0
0,2.0,Never,8,0
0,2.0,Never,9,0
0,2.0,Never,10,0
1,2.0,Rarely,1,0
1,2.0,Rarely,2,0
1,2.0,Rarely,3,0
1,2.0,Rarely,4,0
1,2.0,Rarely,5,0
1,2.0,Rarely,6,0
1,2.0,Rarely,7,0
1,2.0,Rarely,8,0
1,2.0,Rarely,9,0
1,2.0,Rarely,10,0
2,2.0,Sometimes,1,0
2,2.0,Sometimes,2,0
2,2.0,Sometimes,3,0
2,2.0,Sometimes,4,0
2,2.0,Sometimes,5,0
2,2.0,Sometimes,6,0
2,2.0,Sometimes,7,0
2,2.0,Sometimes,8,0
2,2.0,Sometimes,9,0
2,2.0,Sometimes,10,0
3,2.0,Often,1,0
3,2.0,Often,2,0
3,2.0,Often,3,0
3,2.0,Often,4,0
3,2.0,Often,5,0
3,2.0,Often,6,0
3,2.0,Often,7,0
3,2.0,Often,8,0
3,2.0,Often,9,0
3,2.0,Often,10,0
4,2.0,Almost always,1,0
4,2.0,Almost always,2,0
4,2.0,Almost always,3,0
4,2.0,Almost always,4,0
4,2.0,Almost always,5,0
4,2.0,Almost always,6,0
4,2.0,Almost always,7,0
4,2.0,Almost always,8,0
4,2.0,Almost always,9,0
4,2.0,Almost always,10,0
0,3.0,Completely agree,"Yes, always",0
0,3.0,Completely agree,"Yes, sometimes",0
0,3.0,Completely agree,"No, not often",0
0,3.0,Completely agree,"No, never",0
1,3.0,Partially agree,"Yes, always",0
1,3.0,Partially agree,"Yes, sometimes",0
1,3.0,Partially agree,"No, not often",0
1,3.0,Partially agree,"No, never",0
2,3.0,Neutral,"Yes, always",0
2,3.0,Neutral,"Yes, sometimes",0
2,3.0,Neutral,"No, not often",0
2,3.0,Neutral,"No, never",0
3,3.0,Partially disagree,"Yes, always",0
3,3.0,Partially disagree,"Yes, sometimes",0
3,3.0,Partially disagree,"No, not often",0
3,3.0,Partially disagree,"No, never",0
4,3.0,Completely disagree,"Yes, always",0
4,3.0,Completely disagree,"Yes, sometimes",0
4,3.0,Completely disagree,"No, not often",0
4,3.0,Completely disagree,"No, never",0
