ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Very clear,Sales,0
0,0.0,Very clear,Marketing,0
0,0.0,Very clear,IT,0
0,0.0,Very clear,HR,0
0,0.0,Very clear,Finance,0
0,0.0,Very clear,R&D,0
0,0.0,Very clear,Other (please specify): __________________,0
1,0.0,Somewhat clear,Sales,0
1,0.0,Somewhat clear,Marketing,0
1,0.0,Somewhat clear,IT,0
1,0.0,Somewhat clear,HR,0
1,0.0,Somewhat clear,Finance,0
1,0.0,Somewhat clear,R&D,0
1,0.0,Somewhat clear,Other (please specify): __________________,0
2,0.0,Not very clear,Sales,0
2,0.0,Not very clear,Marketing,0
2,0.0,Not very clear,IT,0
2,0.0,Not very clear,HR,0
2,0.0,Not very clear,Finance,0
2,0.0,Not very clear,R&D,0
2,0.0,Not very clear,Other (please specify): __________________,0
3,0.0,Not at all clear,Sales,0
3,0.0,Not at all clear,Marketing,0
3,0.0,Not at all clear,IT,0
3,0.0,Not at all clear,HR,0
3,0.0,Not at all clear,Finance,0
3,0.0,Not at all clear,R&D,0
3,0.0,Not at all clear,Other (please specify): __________________,0
0,1.0,Personal fulfillment,Less than 1 year,0
0,1.0,Personal fulfillment,1-3 years,0
0,1.0,Personal fulfillment,3-5 years,0
0,1.0,Personal fulfillment,5-10 years,0
0,1.0,Personal fulfillment,More than 10 years,0
1,1.0,Financial stability,Less than 1 year,0
1,1.0,Financial stability,1-3 years,0
1,1.0,Financial stability,3-5 years,0
1,1.0,Financial stability,5-10 years,0
1,1.0,Financial stability,More than 10 years,0
2,1.0,Recognition from others,Less than 1 year,0
2,1.0,Recognition from others,1-3 years,0
2,1.0,Recognition from others,3-5 years,0
2,1.0,Recognition from others,5-10 years,0
2,1.0,Recognition from others,More than 10 years,0
3,1.0,Other (please specify): __________________,Less than 1 year,0
3,1.0,Other (please specify): __________________,1-3 years,0
3,1.0,Other (please specify): __________________,3-5 years,0
3,1.0,Other (please specify): __________________,5-10 years,0
3,1.0,Other (please specify): __________________,More than 10 years,0
0,2.0,1,1,1.0
0,2.0,1,2,0.0
0,2.0,1,3,0.0
0,2.0,1,4,0.0
0,2.0,1,5,0.0
0,2.0,1,6,0.0
0,2.0,1,7,0.0
0,2.0,1,8,0.0
0,2.0,1,9,0.0
0,2.0,1,10,0.0
