ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,How would you rate your supervisor's leadership style?,What is your role in the company?,0.06093675793218261
0,How would you rate your supervisor's leadership style?,How long have you been with the company?,0.08617758951473893
0,How would you rate your supervisor's leadership style?,How would you rate the communication skills of your supervisor or manager?,0.31390943921466413
0,How would you rate your supervisor's leadership style?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.02540221998427001
0,How would you rate your supervisor's leadership style?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.0038955566034753063
0,How would you rate your supervisor's leadership style?,How can leaders within the company better support the professional growth and development of their teams?,0.022417380454890796
0,How would you rate your supervisor's leadership style?,Any additional comments or feedback regarding leadership effectiveness?,0.06093675793218261
1,Do you feel motivated to come to work and do your best?,What is your role in the company?,0.04338784435436014
1,Do you feel motivated to come to work and do your best?,How long have you been with the company?,0.04338784435436014
1,Do you feel motivated to come to work and do your best?,How would you rate the communication skills of your supervisor or manager?,0.06135967792806904
1,Do you feel motivated to come to work and do your best?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.214357860603413
1,Do you feel motivated to come to work and do your best?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.019362273318567054
1,Do you feel motivated to come to work and do your best?,How can leaders within the company better support the professional growth and development of their teams?,0.031088748978201255
1,Do you feel motivated to come to work and do your best?,Any additional comments or feedback regarding leadership effectiveness?,0.0
2,How would you rate the communication style of your supervisor?,What is your role in the company?,0.0715322008763116
2,How would you rate the communication style of your supervisor?,How long have you been with the company?,0.08760869616261553
2,How would you rate the communication style of your supervisor?,How would you rate the communication skills of your supervisor or manager?,0.5979164026453373
2,How would you rate the communication style of your supervisor?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.04338647298820589
2,How would you rate the communication style of your supervisor?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.011856547709157917
2,How would you rate the communication style of your supervisor?,How can leaders within the company better support the professional growth and development of their teams?,0.048080671877069485
2,How would you rate the communication style of your supervisor?,Any additional comments or feedback regarding leadership effectiveness?,0.0
3,Do you feel that your supervisor provides clear goals and expectations?,What is your role in the company?,0.046689450558483385
3,Do you feel that your supervisor provides clear goals and expectations?,How long have you been with the company?,0.046689450558483385
3,Do you feel that your supervisor provides clear goals and expectations?,How would you rate the communication skills of your supervisor or manager?,0.15079362038065447
3,Do you feel that your supervisor provides clear goals and expectations?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.25669890777554555
3,Do you feel that your supervisor provides clear goals and expectations?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.01173785517653214
3,Do you feel that your supervisor provides clear goals and expectations?,How can leaders within the company better support the professional growth and development of their teams?,0.02963549464978109
3,Do you feel that your supervisor provides clear goals and expectations?,Any additional comments or feedback regarding leadership effectiveness?,0.0
4,How would you rate the overall leadership effectiveness of your supervisor?,What is your role in the company?,0.06602885419955529
4,How would you rate the overall leadership effectiveness of your supervisor?,How long have you been with the company?,0.0808685005447683
4,How would you rate the overall leadership effectiveness of your supervisor?,How would you rate the communication skills of your supervisor or manager?,0.5150582679537894
4,How would you rate the overall leadership effectiveness of your supervisor?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.04589955709595567
4,How would you rate the overall leadership effectiveness of your supervisor?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.014375877928594948
4,How would you rate the overall leadership effectiveness of your supervisor?,How can leaders within the company better support the professional growth and development of their teams?,0.051330182440856464
4,How would you rate the overall leadership effectiveness of your supervisor?,Any additional comments or feedback regarding leadership effectiveness?,0.046689450558483385
5,Do you feel that your supervisor is approachable and open to feedback?,What is your role in the company?,0.06135967792806904
5,Do you feel that your supervisor is approachable and open to feedback?,How long have you been with the company?,0.04338784435436014
5,Do you feel that your supervisor is approachable and open to feedback?,How would you rate the communication skills of your supervisor or manager?,0.1507556722888818
5,Do you feel that your supervisor is approachable and open to feedback?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.28759124869239333
5,Do you feel that your supervisor is approachable and open to feedback?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.016768220568896694
5,Do you feel that your supervisor is approachable and open to feedback?,How can leaders within the company better support the professional growth and development of their teams?,0.031088748978201255
5,Do you feel that your supervisor is approachable and open to feedback?,Any additional comments or feedback regarding leadership effectiveness?,0.0
6,How would you rate the overall morale of your team?,What is your role in the company?,0.0715322008763116
6,How would you rate the overall morale of your team?,How long have you been with the company?,0.08760869616261553
6,How would you rate the overall morale of your team?,How would you rate the communication skills of your supervisor or manager?,0.5105683283388704
6,How would you rate the overall morale of your team?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.04338647298820589
6,How would you rate the overall morale of your team?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.011856547709157917
6,How would you rate the overall morale of your team?,How can leaders within the company better support the professional growth and development of their teams?,0.048080671877069485
6,How would you rate the overall morale of your team?,Any additional comments or feedback regarding leadership effectiveness?,0.0
7,Do you feel that your supervisor is a role model for the values and behaviors you want to see in your team?,What is your role in the company?,0.057838430480356896
7,Do you feel that your supervisor is a role model for the values and behaviors you want to see in your team?,How long have you been with the company?,0.03658023532144689
7,Do you feel that your supervisor is a role model for the values and behaviors you want to see in your team?,How would you rate the communication skills of your supervisor or manager?,0.0930484210398471
7,Do you feel that your supervisor is a role model for the values and behaviors you want to see in your team?,Do you feel that leaders within the company actively listen to employee feedback and concerns?,0.21320071635561041
7,Do you feel that your supervisor is a role model for the values and behaviors you want to see in your team?,"On a scale of 1 to 10, how well do you believe leaders within the company inspire and motivate their teams? (1 being not at all, 10 being extremely well)",0.040206033776540744
7,Do you feel that your supervisor is a role model for the values and behaviors you want to see in your team?,How can leaders within the company better support the professional growth and development of their teams?,0.03658023532144689
7,Do you feel that your supervisor is a role model for the values and behaviors you want to see in your team?,Any additional comments or feedback regarding leadership effectiveness?,0.0
8,Any additional comments or feedback?,What is your role in the company?,0
8,Any additional comments or feedback?,How long have you been with the company?,0
8,Any additional comments or feedback?,How would you rate the communication skills of your supervisor or manager?,0.022121259033621676
