ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Never,Executive/Senior Management,0
0,0.0,Never,Manager,0
0,0.0,Never,Staff/Employee,0
0,0.0,Never,Intern,0
0,0.0,Never,Other (please specify): __________________,0
1,0.0,Rarely,Executive/Senior Management,0
1,0.0,Rarely,Manager,0
1,0.0,Rarely,Staff/Employee,0
1,0.0,Rarely,Intern,0
1,0.0,Rarely,Other (please specify): __________________,0
2,0.0,Sometimes,Executive/Senior Management,0
2,0.0,Sometimes,Manager,0
2,0.0,Sometimes,Staff/Employee,0
2,0.0,Sometimes,Intern,0
2,0.0,Sometimes,Other (please specify): __________________,0
3,0.0,Often,Executive/Senior Management,0
3,0.0,Often,Manager,0
3,0.0,Often,Staff/Employee,0
3,0.0,Often,Intern,0
3,0.0,Often,Other (please specify): __________________,0
4,0.0,Almost always,Executive/Senior Management,0
4,0.0,Almost always,Manager,0
4,0.0,Almost always,Staff/Employee,0
4,0.0,Almost always,Intern,0
4,0.0,Almost always,Other (please specify): __________________,0
0,1.0,Strongly disagree,Less than 1 year,0
0,1.0,Strongly disagree,1-3 years,0
0,1.0,Strongly disagree,3-5 years,0
0,1.0,Strongly disagree,5-10 years,0
0,1.0,Strongly disagree,More than 10 years,0
1,1.0,Somewhat disagree,Less than 1 year,0
1,1.0,Somewhat disagree,1-3 years,0
1,1.0,Somewhat disagree,3-5 years,0
1,1.0,Somewhat disagree,5-10 years,0
1,1.0,Somewhat disagree,More than 10 years,0
2,1.0,Neither agree nor disagree,Less than 1 year,0
2,1.0,Neither agree nor disagree,1-3 years,0
2,1.0,Neither agree nor disagree,3-5 years,0
2,1.0,Neither agree nor disagree,5-10 years,0
2,1.0,Neither agree nor disagree,More than 10 years,0
3,1.0,Somewhat agree,Less than 1 year,0
3,1.0,Somewhat agree,1-3 years,0
3,1.0,Somewhat agree,3-5 years,0
3,1.0,Somewhat agree,5-10 years,0
3,1.0,Somewhat agree,More than 10 years,0
4,1.0,Strongly agree,Less than 1 year,0
4,1.0,Strongly agree,1-3 years,0
4,1.0,Strongly agree,3-5 years,0
4,1.0,Strongly agree,5-10 years,0
4,1.0,Strongly agree,More than 10 years,0
0,2.0,Very dissatisfied,Very often,0.18616487055295167
0,2.0,Very dissatisfied,Often,0.0
0,2.0,Very dissatisfied,Sometimes,0.0
0,2.0,Very dissatisfied,Rarely,0.0
0,2.0,Very dissatisfied,Never,0.0
1,2.0,Somewhat dissatisfied,Very often,0
1,2.0,Somewhat dissatisfied,Often,0
1,2.0,Somewhat dissatisfied,Sometimes,0
1,2.0,Somewhat dissatisfied,Rarely,0
1,2.0,Somewhat dissatisfied,Never,0
2,2.0,Neutral,Very often,0
2,2.0,Neutral,Often,0
2,2.0,Neutral,Sometimes,0
2,2.0,Neutral,Rarely,0
2,2.0,Neutral,Never,0
3,2.0,Somewhat satisfied,Very often,0
3,2.0,Somewhat satisfied,Often,0
3,2.0,Somewhat satisfied,Sometimes,0
3,2.0,Somewhat satisfied,Rarely,0
3,2.0,Somewhat satisfied,Never,0
4,2.0,Very satisfied,Very often,0.18616487055295167
4,2.0,Very satisfied,Often,0.0
4,2.0,Very satisfied,Sometimes,0.0
4,2.0,Very satisfied,Rarely,0.0
4,2.0,Very satisfied,Never,0.0
