ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,To improve employee skills and knowledge,Very satisfied,0
0,0.0,To improve employee skills and knowledge,Partially satisfied,0
0,0.0,To improve employee skills and knowledge,Neutral,0
0,0.0,To improve employee skills and knowledge,Partially unsatisfied,0
0,0.0,To improve employee skills and knowledge,Completely unsatisfied,0
1,0.0,To increase employee productivity and efficiency,Very satisfied,0
1,0.0,To increase employee productivity and efficiency,Partially satisfied,0
1,0.0,To increase employee productivity and efficiency,Neutral,0
1,0.0,To increase employee productivity and efficiency,Partially unsatisfied,0
1,0.0,To increase employee productivity and efficiency,Completely unsatisfied,0
2,0.0,To enhance employee job satisfaction and engagement,Very satisfied,0
2,0.0,To enhance employee job satisfaction and engagement,Partially satisfied,0
2,0.0,To enhance employee job satisfaction and engagement,Neutral,0
2,0.0,To enhance employee job satisfaction and engagement,Partially unsatisfied,0
2,0.0,To enhance employee job satisfaction and engagement,Completely unsatisfied,0
3,0.0,To improve employee retention and reduce turnover,Very satisfied,0
3,0.0,To improve employee retention and reduce turnover,Partially satisfied,0
3,0.0,To improve employee retention and reduce turnover,Neutral,0
3,0.0,To improve employee retention and reduce turnover,Partially unsatisfied,0
3,0.0,To improve employee retention and reduce turnover,Completely unsatisfied,0
4,0.0,To enhance employee leadership and management skills,Very satisfied,0
4,0.0,To enhance employee leadership and management skills,Partially satisfied,0
4,0.0,To enhance employee leadership and management skills,Neutral,0
4,0.0,To enhance employee leadership and management skills,Partially unsatisfied,0
4,0.0,To enhance employee leadership and management skills,Completely unsatisfied,0
0,1.0,Daily,Completely agree,0
0,1.0,Daily,Partially agree,0
0,1.0,Daily,Neutral,0
0,1.0,Daily,Partially disagree,0
0,1.0,Daily,Completely disagree,0
1,1.0,Weekly,Completely agree,0
1,1.0,Weekly,Partially agree,0
1,1.0,Weekly,Neutral,0
1,1.0,Weekly,Partially disagree,0
1,1.0,Weekly,Completely disagree,0
2,1.0,Monthly,Completely agree,0
2,1.0,Monthly,Partially agree,0
2,1.0,Monthly,Neutral,0
2,1.0,Monthly,Partially disagree,0
2,1.0,Monthly,Completely disagree,0
3,1.0,Quarterly,Completely agree,0
3,1.0,Quarterly,Partially agree,0
3,1.0,Quarterly,Neutral,0
3,1.0,Quarterly,Partially disagree,0
3,1.0,Quarterly,Completely disagree,0
4,1.0,Annually,Completely agree,0
4,1.0,Annually,Partially agree,0
4,1.0,Annually,Neutral,0
4,1.0,Annually,Partially disagree,0
4,1.0,Annually,Completely disagree,0
0,2.0,Classroom training,Yes,0
0,2.0,Classroom training,No,0
0,2.0,Classroom training,Somewhat,0
1,2.0,Online training,Yes,0
1,2.0,Online training,No,0
1,2.0,Online training,Somewhat,0
2,2.0,On-the-job training,Yes,0
2,2.0,On-the-job training,No,0
2,2.0,On-the-job training,Somewhat,0
3,2.0,Mentorship,Yes,0
3,2.0,Mentorship,No,0
3,2.0,Mentorship,Somewhat,0
4,2.0,Coaching,Yes,0
4,2.0,Coaching,No,0
4,2.0,Coaching,Somewhat,0
