ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Very effective,Sales & Marketing,0
0,0.0,Very effective,Customer support,0
0,0.0,Very effective,Human Resources,0
0,0.0,Very effective,Finance,0
0,0.0,Very effective,R&D,0
1,0.0,Somewhat effective,Sales & Marketing,0
1,0.0,Somewhat effective,Customer support,0
1,0.0,Somewhat effective,Human Resources,0
1,0.0,Somewhat effective,Finance,0
1,0.0,Somewhat effective,R&D,0
2,0.0,Not very effective,Sales & Marketing,0
2,0.0,Not very effective,Customer support,0
2,0.0,Not very effective,Human Resources,0
2,0.0,Not very effective,Finance,0
2,0.0,Not very effective,R&D,0
3,0.0,Not at all effective,Sales & Marketing,0
3,0.0,Not at all effective,Customer support,0
3,0.0,Not at all effective,Human Resources,0
3,0.0,Not at all effective,Finance,0
3,0.0,Not at all effective,R&D,0
0,1.0,The teambuilding activities were engaging and fun,Outdoor team-building events,0
0,1.0,The teambuilding activities were engaging and fun,Team-building workshops,0
0,1.0,The teambuilding activities were engaging and fun,Volunteer activities,0.06806702140179671
0,1.0,The teambuilding activities were engaging and fun,Team lunches or dinners,0
0,1.0,The teambuilding activities were engaging and fun,Sports or recreational activities,0.06806702140179671
0,1.0,The teambuilding activities were engaging and fun,Team challenges or competitions,0
0,1.0,The teambuilding activities were engaging and fun,Other (please specify): __________________,0
1,1.0,The teambuilding initiatives helped me build stronger relationships with my team members,Outdoor team-building events,0
1,1.0,The teambuilding initiatives helped me build stronger relationships with my team members,Team-building workshops,0
1,1.0,The teambuilding initiatives helped me build stronger relationships with my team members,Volunteer activities,0
1,1.0,The teambuilding initiatives helped me build stronger relationships with my team members,Team lunches or dinners,0
1,1.0,The teambuilding initiatives helped me build stronger relationships with my team members,Sports or recreational activities,0
1,1.0,The teambuilding initiatives helped me build stronger relationships with my team members,Team challenges or competitions,0
1,1.0,The teambuilding initiatives helped me build stronger relationships with my team members,Other (please specify): __________________,0
2,1.0,The teambuilding initiatives were well-organized and well-executed,Outdoor team-building events,0
2,1.0,The teambuilding initiatives were well-organized and well-executed,Team-building workshops,0
2,1.0,The teambuilding initiatives were well-organized and well-executed,Volunteer activities,0
2,1.0,The teambuilding initiatives were well-organized and well-executed,Team lunches or dinners,0
2,1.0,The teambuilding initiatives were well-organized and well-executed,Sports or recreational activities,0
2,1.0,The teambuilding initiatives were well-organized and well-executed,Team challenges or competitions,0
2,1.0,The teambuilding initiatives were well-organized and well-executed,Other (please specify): __________________,0
3,1.0,Other (please specify),Outdoor team-building events,0
3,1.0,Other (please specify),Team-building workshops,0
3,1.0,Other (please specify),Volunteer activities,0
3,1.0,Other (please specify),Team lunches or dinners,0
3,1.0,Other (please specify),Sports or recreational activities,0
3,1.0,Other (please specify),Team challenges or competitions,0
3,1.0,Other (please specify),Other (please specify): __________________,0.41368954504257255
0,2.0,More teambuilding activities could be added,Yes,0
0,2.0,More teambuilding activities could be added,No,0
0,2.0,More teambuilding activities could be added,Not sure,0
1,2.0,The teambuilding initiatives could be more relevant to the team's goals and objectives,Yes,0
1,2.0,The teambuilding initiatives could be more relevant to the team's goals and objectives,No,0
1,2.0,The teambuilding initiatives could be more relevant to the team's goals and objectives,Not sure,0
2,2.0,The teambuilding initiatives could be more inclusive and accessible to all team members,Yes,0
2,2.0,The teambuilding initiatives could be more inclusive and accessible to all team members,No,0
2,2.0,The teambuilding initiatives could be more inclusive and accessible to all team members,Not sure,0
3,2.0,Other (please specify),Yes,0
3,2.0,Other (please specify),No,0
3,2.0,Other (please specify),Not sure,0
