ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Strongly agree,"None, I work fully remote",0
0,0.0,Strongly agree,At most 2 days per week,0
0,0.0,Strongly agree,Almost everyday,0
0,0.0,Strongly agree,Everyday,0
1,0.0,Agree,"None, I work fully remote",0
1,0.0,Agree,At most 2 days per week,0
1,0.0,Agree,Almost everyday,0
1,0.0,Agree,Everyday,0
2,0.0,Neutral,"None, I work fully remote",0
2,0.0,Neutral,At most 2 days per week,0
2,0.0,Neutral,Almost everyday,0
2,0.0,Neutral,Everyday,0
3,0.0,Disagree,"None, I work fully remote",0
3,0.0,Disagree,At most 2 days per week,0
3,0.0,Disagree,Almost everyday,0
3,0.0,Disagree,Everyday,0
4,0.0,Strongly disagree,"None, I work fully remote",0
4,0.0,Strongly disagree,At most 2 days per week,0
4,0.0,Strongly disagree,Almost everyday,0
4,0.0,Strongly disagree,Everyday,0
0,1.0,"No noise, very quiet",Completely agree,0
0,1.0,"No noise, very quiet",Partially agree,0
0,1.0,"No noise, very quiet",Neutral,0
0,1.0,"No noise, very quiet",Partially disagree,0
0,1.0,"No noise, very quiet",Completely disagree,0
1,1.0,"Quiet, but not silent",Completely agree,0
1,1.0,"Quiet, but not silent",Partially agree,0
1,1.0,"Quiet, but not silent",Neutral,0
1,1.0,"Quiet, but not silent",Partially disagree,0
1,1.0,"Quiet, but not silent",Completely disagree,0
2,1.0,Moderate level of noise,Completely agree,0
2,1.0,Moderate level of noise,Partially agree,0
2,1.0,Moderate level of noise,Neutral,0
2,1.0,Moderate level of noise,Partially disagree,0
2,1.0,Moderate level of noise,Completely disagree,0
3,1.0,"Noisy, but acceptable",Completely agree,0
3,1.0,"Noisy, but acceptable",Partially agree,0
3,1.0,"Noisy, but acceptable",Neutral,0
3,1.0,"Noisy, but acceptable",Partially disagree,0
3,1.0,"Noisy, but acceptable",Completely disagree,0
4,1.0,"Very noisy, unacceptable",Completely agree,0
4,1.0,"Very noisy, unacceptable",Partially agree,0
4,1.0,"Very noisy, unacceptable",Neutral,0
4,1.0,"Very noisy, unacceptable",Partially disagree,0
4,1.0,"Very noisy, unacceptable",Completely disagree,0
0,2.0,Always,Excellent,0
0,2.0,Always,Good,0
0,2.0,Always,Neutral,0
0,2.0,Always,Poor,0
0,2.0,Always,Very poor,0
1,2.0,Most of the time,Excellent,0
1,2.0,Most of the time,Good,0
1,2.0,Most of the time,Neutral,0
1,2.0,Most of the time,Poor,0
1,2.0,Most of the time,Very poor,0
2,2.0,Sometimes,Excellent,0
2,2.0,Sometimes,Good,0
2,2.0,Sometimes,Neutral,0
2,2.0,Sometimes,Poor,0
2,2.0,Sometimes,Very poor,0
3,2.0,Rarely,Excellent,0
3,2.0,Rarely,Good,0
3,2.0,Rarely,Neutral,0
3,2.0,Rarely,Poor,0
3,2.0,Rarely,Very poor,0
4,2.0,Never,Excellent,0
4,2.0,Never,Good,0
4,2.0,Never,Neutral,0
4,2.0,Never,Poor,0
4,2.0,Never,Very poor,0
0,3.0,Strongly agree,"Yes, completely",0
0,3.0,Strongly agree,"Yes, to some extent",0
0,3.0,Strongly agree,"No, not really",0
0,3.0,Strongly agree,"No, not at all",0
1,3.0,Agree,"Yes, completely",0
1,3.0,Agree,"Yes, to some extent",0
1,3.0,Agree,"No, not really",0
1,3.0,Agree,"No, not at all",0
2,3.0,Neutral,"Yes, completely",0
2,3.0,Neutral,"Yes, to some extent",0
2,3.0,Neutral,"No, not really",0
2,3.0,Neutral,"No, not at all",0
3,3.0,Disagree,"Yes, completely",0
3,3.0,Disagree,"Yes, to some extent",0
3,3.0,Disagree,"No, not really",0
3,3.0,Disagree,"No, not at all",0
4,3.0,Strongly disagree,"Yes, completely",0
4,3.0,Strongly disagree,"Yes, to some extent",0
4,3.0,Strongly disagree,"No, not really",0
4,3.0,Strongly disagree,"No, not at all",0
