ID,QUESTION_ID,GENERATED,GROUND_TRUTH,BLEU_SCORE
0,0.0,Excellent,Excellent,1.0
0,0.0,Excellent,Good,0.0
0,0.0,Excellent,Bad,0.0
0,0.0,Excellent,Worst. If yes why?,0.0
1,0.0,Good,Excellent,0
1,0.0,Good,Good,1.0
1,0.0,Good,Bad,0
1,0.0,Good,Worst. If yes why?,0
2,0.0,Fair,Excellent,0
2,0.0,Fair,Good,0
2,0.0,Fair,Bad,0
2,0.0,Fair,Worst. If yes why?,0
3,0.0,Poor,Excellent,0
3,0.0,Poor,Good,0
3,0.0,Poor,Bad,0
3,0.0,Poor,Worst. If yes why?,0
0,1.0,Lectures,Laptop,0
0,1.0,Lectures,Tablet,0
0,1.0,Lectures,Smartphone,0
0,1.0,Lectures,Monitor,0
0,1.0,Lectures,Keyboard,0
1,1.0,Assignments,Laptop,0
1,1.0,Assignments,Tablet,0
1,1.0,Assignments,Smartphone,0
1,1.0,Assignments,Monitor,0
1,1.0,Assignments,Keyboard,0
2,1.0,Group discussions,Laptop,0
2,1.0,Group discussions,Tablet,0
2,1.0,Group discussions,Smartphone,0
2,1.0,Group discussions,Monitor,0
2,1.0,Group discussions,Keyboard,0
3,1.0,Other (please specify),Laptop,0
3,1.0,Other (please specify),Tablet,0
3,1.0,Other (please specify),Smartphone,0
3,1.0,Other (please specify),Monitor,0
3,1.0,Other (please specify),Keyboard,0
0,3.0,Significantly,Project,0
0,3.0,Significantly,Boss,0
0,3.0,Significantly,Teamwork,0
0,3.0,Significantly,Salary,0
0,3.0,Significantly,Assets,0
0,3.0,Significantly,Working hours,0
1,3.0,Somewhat,Project,0
1,3.0,Somewhat,Boss,0
1,3.0,Somewhat,Teamwork,0
1,3.0,Somewhat,Salary,0
1,3.0,Somewhat,Assets,0
1,3.0,Somewhat,Working hours,0
2,3.0,Not very much,Project,0
2,3.0,Not very much,Boss,0
2,3.0,Not very much,Teamwork,0
2,3.0,Not very much,Salary,0
2,3.0,Not very much,Assets,0
2,3.0,Not very much,Working hours,0
3,3.0,Not at all,Project,0
3,3.0,Not at all,Boss,0
3,3.0,Not at all,Teamwork,0
3,3.0,Not at all,Salary,0
3,3.0,Not at all,Assets,0
3,3.0,Not at all,Working hours,0
0,4.0,Yes,Health insurance,0
0,4.0,Yes,Travel,0
0,4.0,Yes,Training,0
0,4.0,Yes,Amazon,0
1,4.0,No,Health insurance,0
1,4.0,No,Travel,0
1,4.0,No,Training,0
1,4.0,No,Amazon,0
2,4.0,Maybe,Health insurance,0
2,4.0,Maybe,Travel,0
2,4.0,Maybe,Training,0
2,4.0,Maybe,Amazon,0
