QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
1213249,0,How would you rate the overall quality of the training?,How would you judge the effectiveness of the Training on the employee?,0.3661475238303925,0.18307376191519625,0.06703200460356393
1213249,1,To what extent did the training meet your needs?,How would you judge the effectiveness of the Training on the employee?,0.0395827668795182,0.0197913834397591,0.0007833977169191415
1213249,2,How would you rate the relevance of the training to your job?,How would you judge the effectiveness of the Training on the employee?,0.3692744729379982,0.1846372364689991,0.06818181818181818
1213249,3,"What changes, if any, have you made in your work practices since the training?",How would you judge the effectiveness of the Training on the employee?,0.053852233004558,0.026926116502279,0.001450031499788603
500000002,0,How would you rate your overall job satisfaction?,Management within my organization recognizes strong job performance.,0.0609367579321826,0.007617094741522825,0.00043321698784996567
500000002,1,How would you rate the quality of your work-life balance?,I am satisfied with the job-related training my organization offers.,0.0505809043128382,0.010281157748026681,0.0003538096135397078
500000002,2,How would you rate the communication style of your supervisor?,I am satisfied with the job-related training my organization offers.,0.0505809043128382,0.010281157748026681,0.0003538096135397078
500000005,0,How would you rate the overall quality of the course?,How do you rate this course?,0.2108185106778919,0.06980162223066913,0.007579205909674296
500000005,1,What did you find most valuable about the course?,How do you rate this course?,0.0781242702603468,0.04229814835940705,0.001578209309026803
500000005,2,What could the course do better?,How do you split the welfare amount?,0.0925149271097724,0.033959416528899576,0.0021913333618258785
500100008,0,I am clear about my career goals,Any additional comments or feedback regarding career path clarity?,0.0511508209907197,0.013115101488947881,0.0002915062240680952
500100008,1,I have a clear understanding of the skills and qualifications needed for my desired career,Do you feel that there are internal job opportunities for career growth and advancement within the company?,0.0628554258102447,0.040490846671541944,0.00013702633817332224
500100008,2,I am confident in my ability to achieve my career goals,How many roles you run through along your career in this company?,0.060290994064911,0.03232888295869102,0.0003063613113411617
500100013,0,How would you rate your overall job satisfaction?,How long have you been with the company?,0.0861775895147389,0.04541074352733778,0.00048676801708201934
500100013,1,What are your greatest strengths and accomplishments in your current role?,What do you consider to be your key strengths in your role?,0.2132543830616615,0.06153207541092391,0.003492458925799959
500100013,2,What areas do you think you need to improve or develop to better perform in your role?,What areas do you feel you need to improve upon to enhance your performance?,0.4696682183138622,0.11923305586758133,0.02066212468657888
500100014,0,How would you rate your overall job satisfaction?,How long have you been with the company?,0.0861775895147389,0.04293013753829763,0.0004676519712754352
500100014,1,What motivates you to perform at your best?,What is your role in the company?,0.0861775895147389,0.04180676284627473,0.0005616326544198731
500100014,2,What do you think is the most significant factor in your job performance?,Do you feel supported by the company in your efforts to reach your full potential?,0.1372945066404076,0.0735209757295646,0.0017332325744200475
500100028,0,How would you rate the overall effectiveness of the kick-off meeting?,"How would you rate the overall effectiveness of the kick-off meeting? (1 being very ineffective, 5 being highly effective)",0.4832250811898254,0.1938343947750703,0.02427858354828177
500100028,1,What did you find most valuable or useful about the kick-off meeting?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.1917274991282621,0.10445270955362021,0.002867431230176635
500100028,2,What could be improved or changed about the kick-off meeting?,How satisfied are you with the level of participation and engagement during the kick-off meeting?,0.1566055429354151,0.08944223096491154,0.0016086301952186373
500100037,0,I often feel overwhelmed at work,How often do you feel pressure at work?,0.0959124592892099,0.015290225726068049,0.0006982711829541494
500100037,1,I frequently experience stress at work,How often do you feel pressure at work?,0.0553750841892643,0.00931625558563452,0.00032092247713733747
500100037,2,I feel like I'm constantly running out of time,How often do you feel pressure at work?,0.0552422012763417,0.018501599695079227,0.00042859035324207
500100046,0,How would you rate the overall effectiveness of the teambuilding initiatives?,What aspects of past team-building initiatives do you think need improvement?,0.0660288541995552,0.04719606334901174,0.0001727649174514362
500100046,1,What did you enjoy most about the teambuilding initiatives?,What aspects of past team-building initiatives do you think need improvement?,0.0625570252730409,0.04600252391830368,0.0002152977841438781
500100046,2,What could be improved about the teambuilding initiatives?,What aspects of past team-building initiatives do you think need improvement?,0.0418811804110698,0.015708069607608368,0.0003753995287700331
500100046,3,Would you recommend the teambuilding initiatives to other team members?,Which team or department do you belong to?,0.0715322008763116,0.05096008506319576,0.00028981402468515485
500100047,0,What is the primary goal of training and development programs in your organization?,How satisfied are you with the quality of training and development programs offered by the company?,0.3114020864997831,0.16577596386170784,0.010192247301763005
500100047,1,How often do you participate in training and development programs?,Any additional comments or feedback regarding training and development programs?,0.3651483716701107,0.1608640262697479,0.016095650031028925
500100047,2,What type of training and development programs do you prefer?,How satisfied are you with the quality of training and development programs offered by the company?,0.2834051102396012,0.16485390223643498,0.011001058203041189
500100051,0,How often do you feel overwhelmed by work-related tasks?,How often do you feel that work interferes with your personal life or vice versa?,0.2705945809774626,0.08869220333035381,0.009881977333139537
500100051,1,Do you feel like you have enough time for personal activities?,Do you feel that you have enough time to fulfil your personal commitments outside of work?,0.3827604622543181,0.1004193372679249,0.021011066940071595
500100051,2,How would you rate your overall satisfaction with your current work-life balance?,What specific aspects of your job or work environment contribute to your work-life balance?,0.1473535544782939,0.09735520152734789,0.002385167437793282
